Фамилия,Имя,Пол,Возраст,Рост,Город,Должность,Зарплата,Транспорт
Азявина,Кристина,жен,19,164,Москва,бухгалтер,300000,нет
Айбятов,Александр,муж,52,173,Владимир,учитель,20000,да
Айданцев,Василий,муж,32,156,Уфа,директор предприятия,60000,да
Аймасов,Сергей,муж,45,162,Москва,директор предприятия,150000,да
Айнутдинов,Сергей,муж,37,182,Мурманск,руководитель группы,60000,нет
Акакиев,Антон,муж,33,189,Мурманск,директор предприятия,20000,да
Акацевича,Ольга,жен,53,161,Казань,инженер,60000,да
Акимов-штырков,Александр,муж,52,168,Казань,инженер,350000,да
Акифеева,Дарья,жен,20,165,Казань,учитель,500000,нет
Акоев,Максим,муж,33,171,Владимир,директор предприятия,25000,нет
Акопова,Кристина,жен,33,155,Рязань,ведущий инженер,700000,да
Аксенева,Анна,жен,52,185,Калининград,бухгалтер,150000,нет
Акушова,Марина,жен,18,171,Уфа,инженер,30000,да
Алабердиев,Александр,муж,30,184,Казань,руководитель группы,20000,да
Алаева,Евгения,жен,50,171,Мурманск,учитель,20000,да
Алафанова,Дарья,жен,28,172,Москва,бухгалтер,50000,нет
Албов,Александр,муж,24,178,Москва,бухгалтер,100000,нет
Алдохина,Мария,жен,21,176,Санкт-Петербург,кондитер,25000,нет
Алевска,Дарья,жен,37,187,Омск,руководитель группы,150000,да
Алекаев,Сергей,муж,44,185,Уфа,учитель,900000,нет
Алекперова,Ольга,жен,27,164,Владимир,ведущий инженер,40000,нет
Алексанкова,Анастасия,жен,58,173,Москва,ведущий инженер,50000,да
Алексеюка,Марина,жен,42,164,Санкт-Петербург,учитель,150000,нет
Алекумова,Дарья,жен,30,170,Рязань,учитель,800000,да
Аленчева,Анастасия,жен,22,185,Калининград,кондитер,50000,да
Алескина,Анастасия,жен,25,160,Ачинск,директор предприятия,900000,да
Алешикова,Диана,жен,52,182,Ачинск,ведущий инженер,250000,да
Алианбярова,Евгения,жен,27,182,Владимир,конструктор,100000,да
Алиметова,Дарья,жен,30,167,Владимир,кондитер,150000,нет
Алишева,Анна,жен,30,184,Калининград,конструктор,200000,да
Аллилулова,Дарья,жен,30,162,Казань,бухгалтер,25000,да
Алмина,Диана,жен,41,186,Омск,инженер,50000,нет
Алонцев,Максим,муж,18,155,Калининград,кондитер,350000,да
Алтабаев,Сергей,муж,21,168,Москва,учитель,700000,да
Алуев,Максим,муж,42,173,Владимир,директор предприятия,150000,нет
Алфеев,Александр,муж,52,182,Омск,учитель,250000,нет
Алышов-орлов,Никита,муж,25,157,Калининград,директор предприятия,40000,да
Альдиева,Анастасия,жен,21,161,Омск,учитель,150000,нет
Алякимова,Анастасия,жен,18,183,Рязань,директор предприятия,50000,нет
Аляутдинова,Марина,жен,54,172,Ачинск,руководитель группы,80000,нет
Амангельдиева,Анна,жен,56,163,Омск,кондитер,200000,да
Амелькова,Дарья,жен,46,166,Ачинск,конструктор,25000,нет
Аминева,Кристина,жен,37,158,Калининград,бухгалтер,50000,да
Амиршев,Михаил,муж,51,182,Уфа,бухгалтер,25000,нет
Амитиров,Александр,муж,46,155,Рязань,инженер,90000,нет
Амулов,Михаил,муж,50,189,Ачинск,руководитель группы,20000,нет
Амямова,Кристина,жен,41,161,Москва,ведущий инженер,700000,нет
Андамосов,Сергей,муж,58,172,Владимир,учитель,900000,да
Андержанова,Кристина,жен,58,171,Ачинск,конструктор,70000,нет
Андрианкина,Ольга,жен,59,165,Казань,учитель,600000,да
Андропова,Кристина,жен,25,189,Санкт-Петербург,кондитер,35000,нет
Андрюткина,Диана,жен,37,184,Ачинск,руководитель группы,35000,да
Анжелов,Антон,муж,47,162,Рязань,учитель,800000,да
Аниенков,Михаил,муж,30,172,Калининград,конструктор,60000,нет
Анинаров,Сергей,муж,23,182,Москва,кондитер,350000,нет
Анистратова,Евгения,жен,40,166,Рязань,руководитель группы,150000,да
Анников,Никита,муж,54,164,Рязань,руководитель группы,30000,нет
Анпилогов,Максим,муж,50,160,Москва,директор предприятия,80000,да
Анреянова,Диана,жен,41,168,Рязань,кондитер,90000,да
Антасова,Юлия,жен,24,172,Омск,учитель,45000,да
Антиничев,Никита,муж,45,186,Москва,директор предприятия,50000,да
Антудов,Сергей,муж,57,162,Москва,бухгалтер,25000,да
Антюреев,Максим,муж,53,156,Санкт-Петербург,руководитель группы,50000,да
Анфимова,Анна,жен,28,171,Уфа,учитель,300000,нет
Апалишина,Юлия,жен,24,173,Владимир,ведущий инженер,700000,нет
Апетнева,Анна,жен,48,160,Москва,бухгалтер,45000,да
Апрелов,Сергей,муж,21,171,Владимир,руководитель группы,90000,да
Аптухова,Евгения,жен,56,160,Омск,бухгалтер,35000,нет
Аралов,Никита,муж,25,173,Казань,учитель,45000,да
Аргаков,Андрей,муж,31,171,Москва,кондитер,60000,да
Ардасов,Никита,муж,34,177,Рязань,ведущий инженер,80000,нет
Арестархова,Ольга,жен,56,187,Омск,инженер,50000,нет
Арженкова,Кристина,жен,42,181,Ачинск,конструктор,50000,да
Арзюнина,Анна,жен,51,188,Ачинск,бухгалтер,300000,нет
Ариножина,Анна,жен,52,172,Рязань,конструктор,40000,да
Арифолов,Андрей,муж,23,179,Владимир,ведущий инженер,500000,да
Арлушкина,Евгения,жен,22,173,Санкт-Петербург,ведущий инженер,400000,да
Арманова,Кристина,жен,52,165,Ачинск,учитель,400000,нет
Арнаусенкова,Марина,жен,53,182,Омск,кондитер,45000,нет
Арсеничева,Юлия,жен,23,159,Уфа,руководитель группы,900000,нет
Артамашкина,Кристина,жен,21,170,Санкт-Петербург,директор предприятия,150000,да
Артисова,Кристина,жен,56,157,Уфа,инженер,350000,да
Артюнов,Александр,муж,51,167,Рязань,директор предприятия,500000,нет
Аруев,Антон,муж,18,180,Омск,директор предприятия,80000,нет
Архименкова,Анна,жен,53,175,Омск,бухгалтер,900000,нет
Аршавцева,Кристина,жен,51,162,Казань,бухгалтер,400000,да
Аряпова,Мария,жен,56,159,Рязань,конструктор,30000,нет
Асанов,Андрей,муж,47,157,Калининград,инженер,600000,нет
Асденев,Антон,муж,59,168,Омск,кондитер,45000,нет
Асиьвацатуров,Пётр,муж,45,161,Ачинск,руководитель группы,45000,да
Асмалов,Сергей,муж,31,160,Санкт-Петербург,руководитель группы,250000,нет
Асметкова,Анастасия,жен,53,155,Ачинск,инженер,30000,да
Астахова,Ольга,жен,49,160,Москва,конструктор,70000,да
Астраженкова,Марина,жен,52,177,Калининград,конструктор,200000,да
Асфаидырова,Мария,жен,58,158,Уфа,инженер,400000,да
Атанов,Александр,муж,45,175,Уфа,руководитель группы,50000,да
Атемасова,Мария,жен,44,186,Казань,руководитель группы,350000,да
Атнилов,Максим,муж,26,189,Санкт-Петербург,руководитель группы,90000,нет
Аутова,Дарья,жен,18,174,Казань,бухгалтер,80000,да
Афокичева,Мария,жен,50,182,Уфа,бухгалтер,20000,да
Афремчева,Диана,жен,37,157,Владимир,учитель,800000,да
Ахатов,Михаил,муж,25,188,Мурманск,учитель,90000,нет
Ахмарова,Мария,жен,56,174,Владимир,ведущий инженер,50000,да
Ахмеднаров,Пётр,муж,39,175,Санкт-Петербург,кондитер,30000,нет
Ахмиров,Антон,муж,33,155,Владимир,руководитель группы,900000,да
Ахромешина,Анна,жен,59,155,Калининград,инженер,600000,да
Ахтырцев,Антон,муж,49,179,Мурманск,ведущий инженер,30000,да
Ачапкина,Марина,жен,41,174,Казань,ведущий инженер,400000,да
Ачилова,Анастасия,жен,55,157,Омск,инженер,900000,да
Ашбалова,Юлия,жен,47,185,Москва,кондитер,30000,нет
Ашихина-петушкова,Анна,жен,37,158,Москва,ведущий инженер,20000,да
Ашумова,Анастасия,жен,21,164,Санкт-Петербург,ведущий инженер,25000,да
Бабакаев,Сергей,муж,18,165,Москва,ведущий инженер,20000,да
Бабаскина,Евгения,жен,42,166,Мурманск,конструктор,700000,нет
Бабаханова,Мария,жен,47,167,Владимир,кондитер,800000,нет
Бабенышев,Максим,муж,45,176,Уфа,конструктор,300000,нет
Бабинкова,Кристина,жен,39,163,Омск,директор предприятия,20000,нет
Бабундина,Юлия,жен,37,189,Мурманск,руководитель группы,100000,да
Бабуркова,Марина,жен,56,171,Казань,руководитель группы,45000,да
Багданов,Антон,муж,27,158,Уфа,учитель,25000,нет
Багишева,Диана,жен,41,178,Уфа,ведущий инженер,300000,нет
Багричев,Михаил,муж,20,173,Санкт-Петербург,инженер,350000,да
Бадандина,Анна,жен,33,171,Калининград,директор предприятия,100000,нет
Баденина,Евгения,жен,38,165,Уфа,конструктор,35000,нет
Бадимова,Анастасия,жен,58,159,Калининград,директор предприятия,900000,да
Бадукина,Анна,жен,26,160,Калининград,конструктор,250000,нет
Бадырханов,Александр,муж,57,168,Владимир,директор предприятия,50000,да
Базенков,Пётр,муж,30,172,Москва,бухгалтер,35000,нет
Базикулов,Сергей,муж,22,158,Казань,ведущий инженер,200000,да
Базров,Михаил,муж,50,163,Калининград,кондитер,90000,да
Байбанова,Марина,жен,35,160,Владимир,бухгалтер,20000,нет
Байгиков,Андрей,муж,28,166,Уфа,бухгалтер,150000,да
Байдовлятов,Максим,муж,18,173,Владимир,руководитель группы,200000,да
Байматов,Андрей,муж,34,157,Мурманск,руководитель группы,350000,нет
Байнова,Анна,жен,26,174,Казань,ведущий инженер,70000,да
Байтимирова,Диана,жен,26,155,Казань,руководитель группы,350000,нет
Бакалеев,Александр,муж,58,160,Казань,кондитер,50000,нет
Бакерина,Ольга,жен,57,189,Санкт-Петербург,инженер,40000,да
Баклеев,Василий,муж,31,183,Мурманск,директор предприятия,30000,да
Баклухина,Кристина,жен,23,164,Рязань,кондитер,40000,нет
Бактимерова,Диана,жен,33,169,Омск,директор предприятия,60000,да
Бакумцева,Кристина,жен,59,186,Москва,директор предприятия,100000,нет
Бакшев,Василий,муж,49,158,Владимир,директор предприятия,500000,нет
Балабанникова,Юлия,жен,30,174,Москва,ведущий инженер,700000,нет
Балагурова,Анна,жен,33,166,Казань,бухгалтер,500000,да
Балакирова,Анастасия,жен,57,184,Калининград,кондитер,900000,да
Баландова,Анастасия,жен,21,167,Омск,конструктор,350000,нет
Баласов,Василий,муж,57,167,Санкт-Петербург,инженер,400000,да
Балаченков,Андрей,муж,50,187,Калининград,инженер,50000,нет
Балберов,Василий,муж,21,159,Мурманск,кондитер,500000,нет
Балегчев,Сергей,муж,27,164,Ачинск,инженер,20000,да
Балибаев,Никита,муж,32,178,Уфа,бухгалтер,800000,да
Балобаев,Михаил,муж,18,181,Калининград,конструктор,300000,нет
Балосинская-евкина,Анастасия,жен,57,187,Санкт-Петербург,директор предприятия,400000,нет
Балтина,Анастасия,жен,24,187,Уфа,кондитер,500000,да
Баляскина,Мария,жен,57,167,Москва,кондитер,40000,да
Бандаков,Антон,муж,21,174,Владимир,инженер,60000,да
Банзанова,Ольга,жен,28,166,Владимир,руководитель группы,350000,нет
Бантова,Кристина,жен,30,159,Калининград,учитель,90000,нет
Бар-слива,Евгения,жен,55,155,Калининград,директор предприятия,35000,нет
Барабашева,Кристина,жен,37,178,Владимир,директор предприятия,70000,да
Бараненков,Василий,муж,36,188,Ачинск,учитель,90000,нет
Баранчеева,Анастасия,жен,42,181,Казань,директор предприятия,60000,да
Барашнева,Диана,жен,18,183,Омск,бухгалтер,40000,нет
Барбиданов,Никита,муж,18,163,Ачинск,конструктор,700000,нет
Барбиданов,Сергей,муж,48,164,Ачинск,директор предприятия,90000,да
Барвшнина,Анна,жен,20,159,Владимир,бухгалтер,150000,да
Бардошина,Кристина,жен,37,171,Казань,директор предприятия,30000,нет
Бардунов,Максим,муж,21,155,Санкт-Петербург,ведущий инженер,900000,нет
Баржанова,Евгения,жен,56,170,Санкт-Петербург,учитель,900000,нет
Барздина,Диана,жен,57,177,Рязань,директор предприятия,60000,нет
Барласова,Анна,жен,50,185,Казань,инженер,80000,нет
Барминцев,Василий,муж,55,172,Уфа,кондитер,90000,нет
Барнова,Ольга,жен,36,186,Уфа,учитель,800000,да
Бароненков,Сергей,муж,31,155,Калининград,руководитель группы,700000,да
Бартюкова,Кристина,жен,47,158,Уфа,кондитер,900000,нет
Бархеева,Юлия,жен,28,183,Рязань,ведущий инженер,90000,нет
Барышова,Ольга,жен,36,165,Рязань,кондитер,350000,да
Басанцев,Михаил,муж,49,168,Мурманск,конструктор,20000,да
Басенков,Максим,муж,18,159,Мурманск,инженер,50000,да
Басков,Сергей,муж,31,163,Калининград,инженер,400000,нет
Басмакова,Евгения,жен,42,176,Калининград,руководитель группы,200000,да
Басурманов,Андрей,муж,58,158,Калининград,конструктор,700000,да
Баталова,Диана,жен,33,185,Ачинск,ведущий инженер,900000,да
Батарина,Диана,жен,47,183,Казань,бухгалтер,90000,да
Батова-лашина,Анастасия,жен,22,164,Омск,кондитер,25000,нет
Батомункуев,Александр,муж,41,168,Калининград,инженер,90000,да
Батрукова,Юлия,жен,57,155,Уфа,бухгалтер,25000,да
Батурлов,Михаил,муж,55,157,Владимир,учитель,500000,да
Батылина,Дарья,жен,54,181,Уфа,инженер,400000,да
Бахалина,Марина,жен,25,170,Калининград,ведущий инженер,900000,да
Бахметев,Антон,муж,42,159,Санкт-Петербург,бухгалтер,45000,нет
Бахрамеева,Мария,жен,21,161,Москва,руководитель группы,150000,да
Бахтимирова,Диана,жен,59,174,Омск,директор предприятия,25000,да
Бахчиев,Андрей,муж,36,158,Рязань,кондитер,50000,нет
Бацунов,Сергей,муж,20,160,Уфа,руководитель группы,200000,да
Бачерикова,Мария,жен,36,166,Калининград,ведущий инженер,350000,нет
Башев,Пётр,муж,36,156,Омск,директор предприятия,600000,нет
Бебенина,Дарья,жен,57,164,Омск,учитель,800000,нет
Бегенина,Анастасия,жен,53,169,Калининград,руководитель группы,500000,да
Беззванова,Мария,жен,26,156,Казань,кондитер,400000,нет
Безменова,Дарья,жен,34,157,Казань,руководитель группы,500000,нет
Безрогова,Анна,жен,57,180,Владимир,ведущий инженер,800000,нет
Безрукина,Анастасия,жен,27,184,Рязань,руководитель группы,200000,да
Беклешев,Максим,муж,42,189,Владимир,бухгалтер,40000,нет
Бекмуратов,Максим,муж,22,163,Владимир,конструктор,250000,да
Белаков,Михаил,муж,31,162,Ачинск,конструктор,400000,нет
Белдаева,Анастасия,жен,34,187,Санкт-Петербург,директор предприятия,200000,да
Беленинов,Антон,муж,36,156,Рязань,бухгалтер,600000,да
Белильникова,Диана,жен,31,188,Ачинск,инженер,800000,да
Белова,Марина,жен,44,171,Омск,кондитер,150000,да
Белогрудова,Дарья,жен,58,177,Мурманск,директор предприятия,400000,нет
Белокрылова,Дарья,жен,57,189,Калининград,инженер,60000,да
Белолипова,Анастасия,жен,43,189,Калининград,конструктор,800000,нет
Белоногина,Юлия,жен,43,156,Владимир,кондитер,70000,нет
Белоцветова,Анастасия,жен,24,163,Калининград,конструктор,350000,да
Белюнова,Кристина,жен,32,182,Омск,учитель,45000,да
Белялайдинова,Кристина,жен,45,159,Уфа,конструктор,400000,нет
Бембинов,Василий,муж,58,171,Москва,директор предприятия,900000,нет
Бердочкина,Анастасия,жен,46,168,Санкт-Петербург,бухгалтер,25000,да
Березовская-гусева,Диана,жен,39,173,Мурманск,конструктор,400000,да
Берестова,Евгения,жен,32,171,Казань,конструктор,35000,да
Берлева,Евгения,жен,26,183,Москва,ведущий инженер,600000,нет
Бермяков,Никита,муж,47,178,Ачинск,учитель,30000,нет
Берюлева,Марина,жен,39,177,Москва,руководитель группы,250000,нет
Бескакотова,Юлия,жен,54,186,Мурманск,ведущий инженер,300000,нет
Бесплемянова,Диана,жен,49,159,Рязань,учитель,600000,нет
Бестолов,Василий,муж,54,169,Уфа,учитель,200000,нет
Бетрятдинова,Мария,жен,24,189,Москва,конструктор,25000,нет
Беца,Анна,жен,50,181,Ачинск,конструктор,250000,да
Бешарова,Анастасия,жен,57,180,Москва,руководитель группы,20000,да
Бибикова,Анна,жен,18,179,Москва,инженер,90000,нет
Бибичкова,Анна,жен,24,168,Владимир,учитель,800000,нет
Бидбадов,Василий,муж,28,160,Мурманск,конструктор,150000,нет
Бизиков,Андрей,муж,31,181,Омск,директор предприятия,600000,нет
Бикбаева,Кристина,жен,42,163,Санкт-Петербург,конструктор,60000,нет
Бикмеева,Евгения,жен,33,185,Казань,конструктор,70000,нет
Биктумирова,Анастасия,жен,55,156,Казань,руководитель группы,60000,да
Бикчанова,Евгения,жен,31,173,Москва,руководитель группы,300000,нет
Билятдинова,Мария,жен,37,172,Уфа,руководитель группы,70000,да
Бинтова,Юлия,жен,21,176,Санкт-Петербург,бухгалтер,40000,нет
Битаев,Антон,муж,27,184,Казань,учитель,400000,да
Биткина,Диана,жен,30,160,Мурманск,бухгалтер,400000,нет
Благов,Антон,муж,37,181,Омск,конструктор,80000,нет
Благонадежина,Мария,жен,18,158,Калининград,кондитер,150000,да
Бладыкина,Анна,жен,22,169,Омск,директор предприятия,600000,да
Блатнов,Михаил,муж,51,180,Омск,директор предприятия,40000,нет
Бликова,Кристина,жен,39,156,Казань,руководитель группы,80000,да
Блошкина,Мария,жен,20,160,Калининград,ведущий инженер,100000,нет
Блюмкина,Юлия,жен,54,162,Уфа,кондитер,100000,да
Бобринев,Максим,муж,40,177,Санкт-Петербург,бухгалтер,250000,да
Бобрышева,Дарья,жен,54,181,Казань,учитель,25000,да
Боганцев,Александр,муж,33,170,Омск,конструктор,500000,да
Богаутдинов,Пётр,муж,19,159,Санкт-Петербург,инженер,100000,да
Богдаева,Дарья,жен,29,189,Владимир,руководитель группы,250000,да
Богодистов,Сергей,муж,41,166,Казань,руководитель группы,50000,да
Богомыслова,Мария,жен,27,157,Владимир,инженер,250000,да
Богородов,Василий,муж,43,177,Санкт-Петербург,руководитель группы,300000,нет
Богухвалов,Василий,муж,21,183,Санкт-Петербург,бухгалтер,350000,нет
Бодиков,Василий,муж,24,168,Владимир,директор предприятия,200000,да
Бодылев,Андрей,муж,26,186,Уфа,директор предприятия,300000,нет
Боженкова,Мария,жен,21,161,Казань,бухгалтер,400000,да
Бозылев,Василий,муж,57,171,Ачинск,руководитель группы,150000,да
Бойдалова,Юлия,жен,24,188,Калининград,конструктор,350000,да
Бокурцев,Михаил,муж,50,178,Калининград,бухгалтер,350000,нет
Болашов,Василий,муж,30,157,Калининград,кондитер,100000,да
Болбяков,Андрей,муж,52,183,Санкт-Петербург,инженер,50000,нет
Болдуганов,Пётр,муж,42,167,Казань,бухгалтер,900000,нет
Болмашев,Михаил,муж,18,167,Омск,руководитель группы,40000,да
Боловинцева,Кристина,жен,41,159,Мурманск,бухгалтер,400000,да
Болондаев,Сергей,муж,19,177,Мурманск,директор предприятия,400000,да
Болотцова,Анна,жен,48,168,Рязань,руководитель группы,30000,нет
Болушкова,Мария,жен,43,160,Уфа,кондитер,500000,нет
Боляшев,Сергей,муж,34,159,Москва,руководитель группы,25000,да
Бона,Ольга,жен,31,177,Санкт-Петербург,ведущий инженер,45000,да
Бондариев,Никита,муж,25,169,Калининград,конструктор,100000,нет
Бондина,Евгения,жен,37,165,Владимир,ведущий инженер,35000,нет
Бончева,Анна,жен,35,160,Калининград,руководитель группы,150000,нет
Борбылева,Диана,жен,48,159,Калининград,кондитер,600000,да
Боржгуа,Мария,жен,40,167,Омск,кондитер,900000,да
Борзосеков,Андрей,муж,19,174,Владимир,конструктор,80000,нет
Борисенков,Никита,муж,51,163,Омск,ведущий инженер,40000,да
Боришев,Сергей,муж,41,173,Москва,кондитер,100000,да
Борноволоков,Александр,муж,44,183,Калининград,конструктор,150000,нет
Бородавкина,Кристина,жен,40,168,Калининград,директор предприятия,60000,нет
Бородова,Анастасия,жен,51,165,Мурманск,директор предприятия,45000,да
Борознов,Сергей,муж,31,171,Москва,кондитер,600000,да
Боронов,Максим,муж,54,166,Ачинск,руководитель группы,45000,нет
Бортенев,Антон,муж,30,170,Калининград,ведущий инженер,25000,нет
Боршигов,Максим,муж,48,158,Омск,кондитер,200000,нет
Борыков,Максим,муж,42,162,Калининград,бухгалтер,35000,нет
Борянов,Сергей,муж,27,173,Санкт-Петербург,конструктор,800000,нет
Ботинова,Диана,жен,33,163,Москва,учитель,35000,нет
Ботукова,Анастасия,жен,32,157,Владимир,ведущий инженер,90000,да
Боцарев,Никита,муж,53,171,Санкт-Петербург,бухгалтер,20000,да
Бочуров,Максим,муж,39,189,Санкт-Петербург,инженер,500000,нет
Бражников,Михаил,муж,54,160,Омск,конструктор,40000,да
Брамеев,Никита,муж,44,164,Ачинск,бухгалтер,200000,нет
Братухина,Ольга,жен,18,177,Рязань,ведущий инженер,700000,да
Брегеда,Юлия,жен,27,166,Ачинск,кондитер,150000,нет
Бределев,Сергей,муж,54,174,Омск,ведущий инженер,35000,да
Брендина,Марина,жен,35,180,Казань,ведущий инженер,50000,да
Брестина,Дарья,жен,41,177,Омск,конструктор,300000,да
Брилиантова,Евгения,жен,19,165,Уфа,руководитель группы,150000,да
Бритцов,Михаил,муж,27,182,Уфа,директор предприятия,300000,да
Брицкова,Марина,жен,19,188,Казань,конструктор,200000,нет
Бродяева,Евгения,жен,37,188,Ачинск,кондитер,900000,да
Брончукова,Дарья,жен,33,181,Ачинск,конструктор,600000,да
Бружес-сандрунова,Ольга,жен,56,172,Москва,учитель,150000,нет
Брулендалов,Максим,муж,47,175,Омск,руководитель группы,600000,нет
Брусовцева,Мария,жен,40,181,Казань,конструктор,100000,да
Брылькова,Ольга,жен,24,166,Санкт-Петербург,инженер,150000,нет
Брынникова,Мария,жен,39,169,Ачинск,кондитер,35000,да
Брятков,Никита,муж,38,172,Москва,кондитер,20000,нет
Бубела,Евгения,жен,30,169,Казань,руководитель группы,40000,да
Бубородов,Александр,муж,52,177,Уфа,кондитер,100000,нет
Бугурина,Евгения,жен,27,185,Рязань,руководитель группы,300000,нет
Будалина,Кристина,жен,44,184,Рязань,бухгалтер,150000,нет
Будылина,Анастасия,жен,31,168,Калининград,инженер,90000,нет
Буерова,Марина,жен,36,163,Рязань,конструктор,200000,нет
Бузмакова,Кристина,жен,48,168,Владимир,руководитель группы,250000,нет
Бузуленкова,Юлия,жен,47,188,Омск,инженер,300000,нет
Букина,Марина,жен,42,183,Мурманск,кондитер,50000,да
Букоев,Андрей,муж,25,182,Мурманск,бухгалтер,40000,нет
Буктеев,Максим,муж,44,178,Омск,директор предприятия,900000,нет
Буланда,Диана,жен,28,169,Санкт-Петербург,руководитель группы,80000,нет
Булаченков,Александр,муж,59,159,Казань,бухгалтер,300000,да
Буленкова,Ольга,жен,38,182,Владимир,ведущий инженер,35000,да
Булицына,Кристина,жен,34,156,Санкт-Петербург,инженер,800000,нет
Булышева,Дарья,жен,59,164,Рязань,учитель,200000,да
Бульбина,Мария,жен,52,170,Мурманск,руководитель группы,70000,да
Бундикова,Анна,жен,49,164,Омск,кондитер,900000,да
Бунятова,Кристина,жен,19,166,Казань,инженер,70000,да
Буравилина,Юлия,жен,40,185,Рязань,директор предприятия,700000,нет
Бургамистрова,Мария,жен,51,158,Казань,инженер,30000,да
Бурдеева,Мария,жен,54,180,Мурманск,учитель,90000,да
Буреничева,Юлия,жен,43,181,Рязань,ведущий инженер,500000,да
Бурихина,Евгения,жен,34,186,Ачинск,конструктор,35000,да
Бурлачкова,Диана,жен,26,184,Калининград,учитель,700000,нет
Бурняшов,Максим,муж,24,158,Омск,ведущий инженер,150000,да
Бурсукова,Анна,жен,30,175,Рязань,конструктор,20000,нет
Бусина,Анна,жен,47,156,Ачинск,руководитель группы,25000,да
Бусуров,Пётр,муж,28,169,Санкт-Петербург,конструктор,80000,да
Бутареева,Юлия,жен,49,167,Рязань,инженер,350000,да
Бутенков,Андрей,муж,31,189,Москва,конструктор,600000,нет
Бутыркина,Дарья,жен,36,162,Рязань,руководитель группы,80000,нет
Бухаленков,Антон,муж,19,159,Рязань,инженер,900000,да
Бухова,Анастасия,жен,45,182,Уфа,конструктор,70000,да
Бухшеев,Сергей,муж,44,187,Омск,бухгалтер,35000,нет
Бучкина,Юлия,жен,52,171,Уфа,учитель,700000,нет
Бушенкова,Юлия,жен,38,164,Уфа,инженер,90000,нет
Буянова,Ольга,жен,35,179,Мурманск,руководитель группы,50000,да
Бызалов,Михаил,муж,23,159,Ачинск,учитель,600000,да
Быльева,Кристина,жен,27,159,Омск,ведущий инженер,600000,нет
Быстроглазов,Василий,муж,55,165,Рязань,инженер,60000,да
Бычуткина,Анна,жен,37,173,Рязань,бухгалтер,20000,да
Бязров,Никита,муж,26,187,Ачинск,кондитер,40000,да
