Фамилия,Имя,Пол,Возраст,Рост,Город,Должность,Зарплата,Транспорт
Абрярова,Диана,жен,52,164,Калининград,учитель,700000,нет
Абубекирова,Марина,жен,27,170,Омск,руководитель группы,40000,да
Абузарова,Анастасия,жен,44,181,Санкт-Петербург,конструктор,600000,нет
Абулеев,Антон,муж,47,157,Москва,инженер,40000,нет
Абушев,Михаил,муж,22,168,Омск,ведущий инженер,35000,да
Абьянова,Марина,жен,34,160,Уфа,кондитер,700000,да
Аваргина,Мария,жен,46,157,Казань,кондитер,700000,нет
Авграфова,Юлия,жен,49,157,Казань,учитель,500000,нет
Авдеичев,Василий,муж,45,169,Мурманск,конструктор,200000,да
Авдонкина,Анна,жен,30,185,Владимир,ведущий инженер,700000,да
Авдошенкоа,Диана,жен,28,176,Ачинск,директор предприятия,250000,нет
Авдюков,Никита,муж,54,172,Москва,ведущий инженер,90000,нет
Авельчев,Василий,муж,29,163,Уфа,бухгалтер,45000,нет
Аверчева,Ольга,жен,36,162,Ачинск,учитель,300000,нет
Авечкина,Анастасия,жен,47,167,Уфа,бухгалтер,45000,да
Авилина,Ольга,жен,57,180,Ачинск,учитель,35000,нет
Авралев,Пётр,муж,58,158,Ачинск,ведущий инженер,80000,да
Аврунина,Диана,жен,47,163,Омск,конструктор,300000,нет
Авсейчиков,Никита,муж,27,187,Мурманск,конструктор,30000,нет
Автоненкова,Дарья,жен,30,177,Уфа,бухгалтер,80000,да
Авцына,Дарья,жен,27,160,Москва,бухгалтер,25000,да
Агавелов,Андрей,муж,30,157,Казань,директор предприятия,350000,да
Агайчев,Антон,муж,29,177,Уфа,учитель,900000,да
Аганджанова,Кристина,жен,32,182,Владимир,кондитер,900000,нет
Аганина,Ольга,жен,39,180,Владимир,кондитер,40000,да
Агапцева,Евгения,жен,52,155,Калининград,ведущий инженер,900000,да
Агаронов,Пётр,муж,35,166,Калининград,кондитер,60000,да
Агафьева,Дарья,жен,55,167,Рязань,директор предприятия,700000,да
Агеева,Ольга,жен,45,164,Рязань,директор предприятия,40000,да
Агешева,Диана,жен,50,158,Санкт-Петербург,ведущий инженер,350000,нет
Агисенова,Анна,жен,53,161,Калининград,директор предприятия,35000,да
Аголетдинов,Александр,муж,49,155,Москва,ведущий инженер,80000,нет
Аграков,Михаил,муж,34,180,Владимир,директор предприятия,400000,да
Агратина,Дарья,жен,18,168,Владимир,руководитель группы,500000,нет
Агрызкова,Кристина,жен,40,170,Мурманск,конструктор,600000,да
Адабашев,Никита,муж,19,168,Уфа,ведущий инженер,600000,да
Адаксина,Евгения,жен,20,165,Калининград,учитель,300000,нет
Адвокатов,Антон,муж,20,163,Мурманск,учитель,25000,нет
Аджимамудова,Юлия,жен,58,186,Ачинск,директор предприятия,45000,нет
Адиатулина,Мария,жен,34,179,Москва,кондитер,500000,да
Адкина,Анастасия,жен,44,185,Уфа,кондитер,150000,нет
Адомов,Василий,муж,54,162,Ачинск,учитель,500000,да
Адушкина,Диана,жен,28,179,Москва,конструктор,500000,нет
Адысева,Дарья,жен,38,189,Омск,учитель,45000,нет
Ажаурова,Кристина,жен,20,185,Мурманск,руководитель группы,400000,да
Ажигина,Дарья,жен,27,183,Ачинск,учитель,35000,нет
Азамов,Александр,муж,46,186,Мурманск,учитель,40000,да
Азаренкова,Евгения,жен,45,182,Уфа,директор предприятия,70000,да
Азарьев,Максим,муж,31,165,Санкт-Петербург,кондитер,50000,нет
Азатов,Михаил,муж,26,176,Уфа,учитель,60000,нет
Азернов,Василий,муж,40,165,Рязань,кондитер,100000,нет
Азматов,Михаил,муж,41,184,Омск,руководитель группы,30000,нет
Азнабакиев,Василий,муж,52,179,Москва,руководитель группы,900000,нет
Азранкина,Марина,жен,23,167,Калининград,кондитер,30000,нет
Айба,Диана,жен,20,170,Омск,директор предприятия,35000,да
Айдаров,Андрей,муж,54,176,Москва,инженер,90000,да
Айлистов,Пётр,муж,27,180,Уфа,директор предприятия,500000,да
Аймаметдинова,Кристина,жен,52,171,Мурманск,ведущий инженер,40000,да
Айнидинов,Антон,муж,24,186,Омск,конструктор,30000,нет
Айсина,Юлия,жен,20,155,Казань,бухгалтер,400000,да
Айшина,Кристина,жен,22,165,Владимир,ведущий инженер,100000,нет
Акакиев,Александр,муж,46,163,Рязань,инженер,900000,да
Акаткина,Мария,жен,57,157,Калининград,учитель,40000,нет
Акеенова,Анна,жен,53,169,Ачинск,кондитер,600000,нет
Акентьева,Диана,жен,48,161,Мурманск,директор предприятия,350000,да
Акимушкина,Кристина,жен,33,173,Ачинск,инженер,900000,нет
Акинова,Евгения,жен,48,168,Омск,кондитер,60000,нет
Акинщикова,Анна,жен,19,186,Казань,бухгалтер,25000,нет
Аккуратов,Сергей,муж,26,162,Ачинск,инженер,70000,да
Акмашев,Пётр,муж,44,166,Казань,кондитер,90000,нет
Акпалебетов,Антон,муж,49,166,Казань,конструктор,90000,нет
Аксаментова,Дарья,жен,23,181,Уфа,учитель,100000,да
Аксенцева,Марина,жен,54,159,Ачинск,учитель,500000,нет
Актерова,Диана,жен,28,188,Уфа,бухгалтер,150000,нет
Акуратов,Пётр,муж,50,179,Рязань,ведущий инженер,250000,нет
Акушова,Кристина,жен,27,176,Ачинск,ведущий инженер,20000,да
Акчанова,Марина,жен,43,171,Санкт-Петербург,инженер,30000,нет
Аладов,Михаил,муж,25,173,Уфа,директор предприятия,35000,нет
Алайцев,Антон,муж,19,169,Калининград,руководитель группы,40000,нет
Алатайкина,Диана,жен,44,168,Владимир,кондитер,25000,нет
Албутова,Дарья,жен,59,184,Ачинск,руководитель группы,30000,нет
Алгасова,Мария,жен,54,175,Мурманск,инженер,80000,да
Алевича,Мария,жен,18,155,Казань,учитель,20000,да
Алекса,Марина,жен,33,160,Омск,бухгалтер,25000,нет
Алексашенков,Максим,муж,57,186,Калининград,учитель,45000,нет
Алексеевичев,Андрей,муж,27,178,Уфа,руководитель группы,600000,да
Алембеков,Василий,муж,35,161,Уфа,конструктор,25000,нет
Аленникова,Ольга,жен,51,180,Санкт-Петербург,директор предприятия,35000,да
Алешинска,Евгения,жен,24,172,Калининград,руководитель группы,200000,нет
Алиакбяров,Пётр,муж,55,180,Казань,бухгалтер,700000,нет
Алиева,Юлия,жен,31,165,Казань,учитель,250000,нет
Алилякина,Юлия,жен,23,178,Москва,ведущий инженер,500000,да
Алисина,Марина,жен,30,170,Рязань,кондитер,350000,нет
Алифатова,Анна,жен,55,164,Мурманск,инженер,700000,да
Алифузова,Евгения,жен,21,169,Санкт-Петербург,директор предприятия,20000,нет
Алиямов,Антон,муж,54,183,Санкт-Петербург,кондитер,500000,да
Алкина,Юлия,жен,59,158,Уфа,инженер,150000,нет
Аллиулов,Максим,муж,41,164,Владимир,учитель,35000,нет
Алмазов,Михаил,муж,33,160,Владимир,бухгалтер,150000,нет
Алова,Анастасия,жен,34,181,Мурманск,руководитель группы,20000,нет
Алпашкина,Евгения,жен,53,167,Владимир,бухгалтер,35000,да
Алтасина,Евгения,жен,57,184,Ачинск,директор предприятия,500000,да
Алтынбаев,Сергей,муж,57,155,Ачинск,бухгалтер,25000,нет
Алуферов,Сергей,муж,45,184,Омск,кондитер,500000,да
Алферьева,Мария,жен,46,184,Уфа,руководитель группы,60000,нет
Алышов-орлов,Никита,муж,42,174,Омск,конструктор,100000,нет
Альбертов,Никита,муж,55,181,Мурманск,директор предприятия,250000,нет
Альбрегина,Марина,жен,59,161,Уфа,ведущий инженер,30000,нет
Альдохина,Кристина,жен,33,162,Калининград,конструктор,400000,да
Альнурова,Дарья,жен,49,164,Санкт-Петербург,бухгалтер,400000,нет
Альтмана,Анна,жен,38,157,Рязань,руководитель группы,100000,нет
Альханов,Василий,муж,23,183,Мурманск,директор предприятия,60000,нет
Альшанцева,Ольга,жен,57,188,Омск,инженер,40000,да
Алюдинов,Александр,муж,27,186,Омск,учитель,90000,да
Аляждинова,Дарья,жен,36,164,Рязань,руководитель группы,200000,да
Алянчикова,Анна,жен,19,179,Омск,ведущий инженер,700000,да
Амарантова,Кристина,жен,46,155,Уфа,бухгалтер,300000,да
Амбарцумова,Евгения,жен,30,157,Омск,конструктор,25000,да
Амеев,Максим,муж,50,172,Рязань,конструктор,70000,нет
Амельикина,Анастасия,жен,53,183,Владимир,бухгалтер,600000,нет
Амершаев,Василий,муж,59,173,Ачинск,руководитель группы,200000,нет
Амешина,Дарья,жен,42,189,Мурманск,ведущий инженер,500000,да
Аминина,Юлия,жен,22,162,Владимир,кондитер,90000,да
Амичба,Кристина,жен,43,170,Санкт-Петербург,инженер,300000,да
Амонаева,Дарья,жен,52,182,Рязань,директор предприятия,70000,нет
Ампелонова,Евгения,жен,58,181,Москва,бухгалтер,400000,да
Амунова,Кристина,жен,23,172,Ачинск,директор предприятия,40000,да
Ананишина,Ольга,жен,46,156,Калининград,руководитель группы,100000,нет
Ананова,Мария,жен,44,168,Уфа,директор предприятия,900000,нет
Анапьева,Дарья,жен,18,162,Владимир,руководитель группы,30000,да
Анашенкова,Кристина,жен,23,155,Калининград,ведущий инженер,30000,нет
Ангалычева,Ольга,жен,48,184,Омск,кондитер,900000,нет
Андзилевка,Диана,жен,26,169,Рязань,инженер,700000,нет
Андрачников,Андрей,муж,21,166,Ачинск,учитель,50000,да
Андреечева,Анна,жен,38,169,Уфа,учитель,300000,нет
Андрейчев,Максим,муж,40,165,Мурманск,конструктор,700000,да
Андреянов,Василий,муж,47,185,Москва,директор предприятия,350000,да
Андрияничева,Евгения,жен,24,169,Омск,кондитер,150000,да
Андрушева,Дарья,жен,55,156,Санкт-Петербург,директор предприятия,300000,да
Андрюничев,Александр,муж,54,172,Ачинск,руководитель группы,700000,нет
Андрюшенкова,Дарья,жен,54,184,Ачинск,инженер,35000,нет
Андрюшкова,Кристина,жен,41,182,Ачинск,учитель,800000,нет
Анзимирова,Дарья,жен,33,177,Мурманск,кондитер,600000,да
Аниконов,Антон,муж,51,161,Ачинск,бухгалтер,350000,нет
Анисяев,Андрей,муж,24,156,Казань,учитель,100000,да
Анишмова,Диана,жен,20,175,Омск,бухгалтер,30000,да
Анкудинова,Евгения,жен,43,165,Москва,директор предприятия,25000,нет
Антипикова,Дарья,жен,48,155,Санкт-Петербург,ведущий инженер,90000,нет
Антипычева,Ольга,жен,28,172,Уфа,учитель,200000,нет
Антицева,Юлия,жен,58,160,Уфа,бухгалтер,40000,нет
Антоошина,Ольга,жен,48,167,Владимир,директор предприятия,150000,да
Антропцев,Антон,муж,19,170,Владимир,директор предприятия,70000,да
Антропычев,Василий,муж,31,167,Рязань,кондитер,150000,нет
Антюкова,Анастасия,жен,33,169,Ачинск,ведущий инженер,350000,нет
Анфилоофьева,Анна,жен,40,182,Владимир,бухгалтер,300000,нет
Анцибасов,Андрей,муж,38,163,Санкт-Петербург,ведущий инженер,60000,нет
Анчуров,Михаил,муж,53,178,Калининград,ведущий инженер,80000,да
Аншина,Анастасия,жен,39,187,Москва,ведущий инженер,350000,нет
Анюшина,Анастасия,жен,48,160,Калининград,кондитер,150000,нет
Апалкова,Евгения,жен,42,174,Омск,бухгалтер,40000,да
Апарников,Сергей,муж,34,165,Рязань,конструктор,350000,да
Апашкина,Анастасия,жен,44,183,Казань,ведущий инженер,250000,да
Апенышева,Кристина,жен,37,163,Уфа,конструктор,800000,нет
Аплутдинов,Андрей,муж,59,176,Омск,руководитель группы,35000,нет
Аппба,Дарья,жен,22,166,Калининград,кондитер,250000,нет
Апроськина,Мария,жен,48,155,Санкт-Петербург,ведущий инженер,35000,нет
Аптехина,Ольга,жен,21,169,Владимир,директор предприятия,30000,да
Апфиногенов,Александр,муж,37,178,Уфа,руководитель группы,700000,да
Апьева,Мария,жен,23,159,Москва,ведущий инженер,70000,нет
Аргаков,Михаил,муж,48,184,Уфа,ведущий инженер,70000,нет
Арганова,Дарья,жен,39,159,Казань,бухгалтер,900000,да
Арджанова,Диана,жен,52,180,Владимир,ведущий инженер,45000,да
Аревкина,Марина,жен,42,155,Уфа,кондитер,35000,нет
Арельева,Анна,жен,43,162,Рязань,конструктор,600000,да
Арефичева,Анна,жен,40,161,Санкт-Петербург,ведущий инженер,200000,нет
Арефьева,Анастасия,жен,41,167,Рязань,инженер,25000,да
Аржеухова,Мария,жен,30,187,Омск,ведущий инженер,35000,нет
Арзяева,Кристина,жен,57,156,Рязань,учитель,60000,да
Аринакова,Мария,жен,24,181,Омск,учитель,300000,нет
Арипов,Максим,муж,56,186,Москва,бухгалтер,80000,нет
Аристархов,Антон,муж,58,186,Уфа,директор предприятия,60000,нет
Аришков,Михаил,муж,18,166,Мурманск,директор предприятия,150000,нет
Аркашов,Антон,муж,20,166,Калининград,инженер,400000,да
Арлев,Пётр,муж,49,175,Омск,инженер,90000,да
Армаева,Евгения,жен,25,157,Рязань,инженер,90000,да
Армянина,Марина,жен,18,170,Казань,учитель,250000,нет
Аропов,Пётр,муж,25,164,Ачинск,директор предприятия,900000,нет
Арсаманов,Сергей,муж,45,188,Калининград,ведущий инженер,50000,да
Арсенина,Дарья,жен,23,181,Ачинск,ведущий инженер,150000,нет
Артамонов,Михаил,муж,59,177,Рязань,учитель,40000,нет
Артельева,Юлия,жен,32,164,Ачинск,кондитер,400000,да
Артеменова,Ольга,жен,52,161,Мурманск,учитель,700000,да
Артисова,Дарья,жен,46,163,Мурманск,бухгалтер,100000,да
Артюгина,Евгения,жен,30,155,Казань,ведущий инженер,30000,нет
Артюхов,Антон,муж,20,155,Омск,директор предприятия,90000,да
Артюшечкина,Ольга,жен,55,178,Мурманск,кондитер,90000,нет
Архангородска,Марина,жен,38,180,Ачинск,бухгалтер,50000,нет
Арцибашев,Михаил,муж,59,172,Омск,директор предприятия,400000,нет
Арцыбушев,Михаил,муж,21,170,Рязань,учитель,45000,да
Аршиков,Антон,муж,51,182,Казань,конструктор,80000,нет
Арямова,Марина,жен,46,160,Ачинск,руководитель группы,150000,нет
Арясина,Марина,жен,21,167,Владимир,учитель,25000,да
Асекаева,Ольга,жен,32,159,Москва,ведущий инженер,20000,нет
Асламбекова,Марина,жен,53,173,Омск,бухгалтер,45000,нет
Асметкина,Кристина,жен,46,162,Мурманск,директор предприятия,30000,да
Аснина,Анастасия,жен,50,164,Калининград,руководитель группы,30000,нет
Асосова,Марина,жен,42,182,Ачинск,учитель,80000,нет
Астаулова,Евгения,жен,45,163,Ачинск,руководитель группы,40000,да
Астонина,Марина,жен,35,163,Казань,руководитель группы,150000,нет
Астрединов,Андрей,муж,37,184,Калининград,инженер,100000,нет
Асфандияров,Андрей,муж,59,177,Владимир,директор предприятия,20000,нет
Асьянова,Кристина,жен,22,160,Москва,бухгалтер,40000,да
Атакулов,Никита,муж,55,171,Калининград,кондитер,50000,да
Атапов,Василий,муж,49,158,Владимир,директор предприятия,45000,нет
Атауллова,Ольга,жен,43,161,Санкт-Петербург,учитель,800000,да
Атемасова,Евгения,жен,47,181,Москва,директор предприятия,250000,нет
Атланов,Михаил,муж,28,183,Ачинск,ведущий инженер,70000,да
Аточкина,Анна,жен,22,176,Санкт-Петербург,бухгалтер,250000,да
Атров,Никита,муж,56,164,Ачинск,учитель,40000,нет
Аттарова,Анна,жен,21,171,Омск,руководитель группы,60000,да
Атьков,Максим,муж,47,174,Рязань,учитель,70000,нет
Аукина,Евгения,жен,48,161,Калининград,руководитель группы,35000,нет
Афанасенкова,Анастасия,жен,36,159,Уфа,учитель,700000,нет
Афанаськина,Евгения,жен,26,172,Владимир,директор предприятия,350000,да
Афентьева,Кристина,жен,39,170,Санкт-Петербург,директор предприятия,800000,нет
Афинов,Пётр,муж,19,179,Уфа,директор предприятия,700000,нет
Афонишев,Василий,муж,21,181,Мурманск,директор предприятия,800000,да
Афремова,Дарья,жен,32,155,Омск,руководитель группы,150000,нет
Афроськина,Дарья,жен,50,167,Ачинск,бухгалтер,250000,да
Ахломова,Анастасия,жен,26,186,Калининград,руководитель группы,30000,нет
Ахманов,Максим,муж,27,167,Рязань,кондитер,60000,нет
Ахметшина,Анна,жен,45,184,Калининград,конструктор,60000,да
Ахмятжанова,Дарья,жен,51,176,Калининград,кондитер,500000,нет
Ахремцова,Марина,жен,48,185,Владимир,руководитель группы,500000,да
Ахтинов,Михаил,муж,41,158,Мурманск,ведущий инженер,70000,да
Ачилов,Пётр,муж,33,157,Санкт-Петербург,бухгалтер,40000,нет
Ашимбаева,Евгения,жен,26,182,Уфа,директор предприятия,45000,нет
Ашканов,Максим,муж,59,158,Казань,ведущий инженер,100000,да
Ашряфетдинов,Михаил,муж,43,182,Санкт-Петербург,конструктор,70000,нет
Ащина,Ольга,жен,52,189,Уфа,конструктор,350000,нет
Аюшина,Анастасия,жен,57,185,Ачинск,конструктор,60000,нет
Бабаева,Юлия,жен,38,158,Мурманск,бухгалтер,400000,да
Бабанцев,Андрей,муж,46,169,Рязань,ведущий инженер,300000,нет
Бабасов,Максим,муж,59,183,Мурманск,ведущий инженер,35000,да
Бабенов,Александр,муж,20,170,Москва,конструктор,20000,да
Бабиков,Максим,муж,45,167,Санкт-Петербург,бухгалтер,25000,нет
Бабиненкова,Дарья,жен,42,183,Казань,ведущий инженер,30000,нет
Бабичева,Анастасия,жен,47,170,Санкт-Петербург,ведущий инженер,30000,нет
Бабурсков,Василий,муж,43,162,Рязань,бухгалтер,900000,нет
Бабцов,Василий,муж,39,162,Санкт-Петербург,кондитер,250000,нет
Бавидова,Анастасия,жен,50,180,Санкт-Петербург,руководитель группы,600000,нет
Багажкова,Дарья,жен,48,174,Рязань,бухгалтер,60000,нет
Баглазов,Антон,муж,32,181,Уфа,конструктор,100000,нет
Багова,Анна,жен,51,157,Санкт-Петербург,бухгалтер,300000,да
Багорина,Диана,жен,37,182,Омск,инженер,40000,нет
Багрянов,Антон,муж,43,176,Уфа,инженер,50000,да
Баданов,Пётр,муж,49,175,Омск,бухгалтер,50000,нет
Бадертинова,Марина,жен,44,160,Калининград,учитель,150000,нет
Бадиров,Антон,муж,47,167,Москва,директор предприятия,250000,да
Бадретдинов,Михаил,муж,54,183,Казань,конструктор,350000,да
Бадыкина,Юлия,жен,49,177,Санкт-Петербург,учитель,60000,да
Бадяева,Евгения,жен,56,187,Москва,кондитер,700000,нет
Баенкова,Мария,жен,26,168,Мурманск,учитель,90000,да
Баженов,Антон,муж,44,164,Москва,конструктор,800000,да
Бажова,Ольга,жен,43,179,Уфа,директор предприятия,30000,нет
Базалев,Андрей,муж,55,158,Рязань,инженер,70000,да
Базаркина,Анастасия,жен,43,158,Санкт-Петербург,кондитер,400000,нет
Базельцева,Кристина,жен,24,165,Рязань,конструктор,800000,да
Базыгина,Мария,жен,25,168,Рязань,инженер,200000,нет
Базыкова,Марина,жен,30,186,Рязань,инженер,20000,да
Базяев,Пётр,муж,46,167,Калининград,бухгалтер,500000,нет
Бай-балаева,Марина,жен,58,162,Санкт-Петербург,ведущий инженер,35000,да
Байдакова,Мария,жен,57,160,Ачинск,инженер,300000,нет
Байдерова,Евгения,жен,46,188,Москва,учитель,70000,да
Байманова,Ольга,жен,27,185,Казань,конструктор,50000,да
Баймухаметов,Сергей,муж,40,189,Санкт-Петербург,кондитер,400000,нет
Байраков,Михаил,муж,24,158,Уфа,инженер,45000,да
Байсоголова,Дарья,жен,28,158,Уфа,кондитер,700000,нет
Бакапова,Юлия,жен,47,182,Рязань,директор предприятия,900000,нет
Бакеева,Юлия,жен,20,159,Рязань,ведущий инженер,90000,нет
Бакеренкова,Дарья,жен,50,173,Владимир,руководитель группы,90000,нет
Бакланов,Василий,муж,24,181,Москва,кондитер,80000,нет
Бакмаев,Андрей,муж,39,168,Владимир,руководитель группы,100000,да
Бакрунов,Пётр,муж,40,174,Мурманск,бухгалтер,250000,да
Бакшаева,Юлия,жен,37,155,Калининград,руководитель группы,80000,нет
Бала,Диана,жен,28,156,Мурманск,директор предприятия,20000,да
Балаева,Анна,жен,44,185,Мурманск,учитель,500000,да
Балакиров,Максим,муж,33,158,Санкт-Петербург,инженер,50000,да
Балатанова,Евгения,жен,25,176,Рязань,кондитер,50000,да
Балашова,Диана,жен,49,163,Омск,ведущий инженер,80000,да
Балбашова,Кристина,жен,35,167,Казань,бухгалтер,50000,нет
Балденкова,Марина,жен,31,178,Москва,директор предприятия,350000,нет
Балдынов,Василий,муж,26,185,Москва,руководитель группы,35000,нет
Балиндова,Ольга,жен,22,168,Москва,директор предприятия,200000,да
Балкатов,Михаил,муж,18,175,Владимир,директор предприятия,500000,да
Баловина,Евгения,жен,33,162,Омск,инженер,60000,да
Балтачев,Александр,муж,47,183,Омск,конструктор,100000,да
Балушков,Александр,муж,44,177,Мурманск,руководитель группы,200000,да
Бальцева,Евгения,жен,27,180,Ачинск,бухгалтер,90000,нет
Балякина,Евгения,жен,58,158,Калининград,учитель,80000,да
Бамарова,Марина,жен,36,187,Санкт-Петербург,кондитер,900000,нет
Банандина,Юлия,жен,28,184,Мурманск,директор предприятия,300000,да
Бандуров,Андрей,муж,45,164,Уфа,учитель,500000,да
Банникова,Евгения,жен,24,167,Уфа,бухгалтер,350000,да
Банова,Евгения,жен,30,186,Москва,кондитер,600000,да
Банышев,Василий,муж,23,179,Казань,кондитер,100000,нет
Барабашков,Никита,муж,34,172,Уфа,ведущий инженер,25000,да
Бараблина,Диана,жен,29,163,Москва,бухгалтер,45000,нет
Баранчиков,Михаил,муж,33,177,Омск,кондитер,300000,да
Барашнев,Сергей,муж,44,156,Омск,ведущий инженер,90000,нет
Барбава,Мария,жен,57,186,Ачинск,бухгалтер,300000,да
Барбасова,Юлия,жен,59,158,Калининград,кондитер,800000,да
Барбосова,Мария,жен,44,162,Ачинск,учитель,45000,да
Барвенова,Дарья,жен,51,157,Владимир,учитель,900000,да
Бардузова,Евгения,жен,51,187,Ачинск,бухгалтер,90000,да
Бардычева,Марина,жен,46,181,Омск,руководитель группы,200000,нет
Баренцева,Анна,жен,41,178,Рязань,директор предприятия,800000,нет
Бармашова,Евгения,жен,41,167,Мурманск,бухгалтер,35000,да
Барнашов,Сергей,муж,51,158,Санкт-Петербург,бухгалтер,90000,да
Бароненков,Сергей,муж,45,164,Рязань,конструктор,900000,да
Бартюкова,Анастасия,жен,19,159,Омск,бухгалтер,30000,да
Бархаев,Максим,муж,29,174,Санкт-Петербург,бухгалтер,700000,нет
Барымов,Василий,муж,49,189,Рязань,конструктор,70000,да
Барышникова,Дарья,жен,39,155,Ачинск,инженер,25000,да
Барюков,Михаил,муж,51,188,Владимир,инженер,45000,нет
Баскукова,Дарья,жен,22,156,Ачинск,бухгалтер,35000,да
Басова,Дарья,жен,38,167,Омск,учитель,20000,да
Бассирова,Марина,жен,58,179,Санкт-Петербург,инженер,40000,да
Бастраков,Антон,муж,47,183,Калининград,руководитель группы,70000,да
Баташев,Василий,муж,26,179,Санкт-Петербург,кондитер,150000,да
Батенкова,Юлия,жен,55,180,Мурманск,учитель,25000,да
Баткаева,Марина,жен,51,160,Санкт-Петербург,бухгалтер,900000,нет
Батрижена,Мария,жен,47,180,Калининград,конструктор,350000,да
Батузова,Ольга,жен,37,177,Москва,бухгалтер,25000,да
Батуров,Максим,муж,26,167,Уфа,руководитель группы,80000,да
Батыев,Михаил,муж,45,161,Омск,учитель,25000,да
Батьянов,Пётр,муж,27,178,Владимир,кондитер,90000,нет
Бахастова,Анастасия,жен,41,187,Владимир,конструктор,20000,да
Бахмарова,Мария,жен,25,157,Уфа,конструктор,80000,да
Бахрева,Диана,жен,22,174,Казань,инженер,30000,нет
Бахтерова,Мария,жен,19,187,Рязань,инженер,20000,нет
Бахтигозина,Марина,жен,20,163,Рязань,инженер,80000,нет
Бахтурина,Диана,жен,37,163,Ачинск,инженер,100000,нет
Бацев,Александр,муж,24,189,Уфа,кондитер,50000,да
Бачина,Диана,жен,35,186,Санкт-Петербург,ведущий инженер,700000,да
Башилова,Диана,жен,50,160,Мурманск,инженер,70000,да
Башкарева,Мария,жен,22,188,Уфа,руководитель группы,40000,да
Башкириева,Диана,жен,18,158,Мурманск,кондитер,250000,нет
Башлуева,Кристина,жен,38,178,Омск,руководитель группы,20000,да
Баштурева,Марина,жен,34,182,Москва,руководитель группы,600000,нет
Баяндина,Юлия,жен,37,168,Владимир,ведущий инженер,100000,нет
Бегиджанова,Марина,жен,33,174,Санкт-Петербург,инженер,300000,нет
Беглярбекова,Ольга,жен,45,155,Владимир,учитель,150000,да
Бедардинова,Анастасия,жен,57,185,Уфа,бухгалтер,500000,нет
Бедирова,Анастасия,жен,23,155,Омск,бухгалтер,45000,да
Бедриндинова,Кристина,жен,20,177,Санкт-Петербург,кондитер,35000,да
Бедритдинова,Анна,жен,45,162,Омск,инженер,300000,нет
Бедягина,Марина,жен,55,167,Владимир,учитель,90000,да
Бежджонов,Пётр,муж,51,162,Москва,руководитель группы,80000,нет
Безв,Никита,муж,56,188,Москва,конструктор,150000,нет
Безгина,Дарья,жен,36,184,Москва,учитель,300000,нет
Бездетнов,Пётр,муж,33,182,Рязань,руководитель группы,60000,да
Бездушев,Андрей,муж,42,162,Казань,конструктор,30000,да
Безкакотова,Мария,жен,34,167,Уфа,кондитер,70000,да
Безляева,Мария,жен,33,167,Ачинск,руководитель группы,35000,да
Безняткина,Диана,жен,48,158,Ачинск,руководитель группы,200000,да
Безпута,Дарья,жен,58,161,Ачинск,директор предприятия,45000,нет
Безукладникова,Евгения,жен,44,183,Калининград,бухгалтер,600000,да
Безчаснов,Михаил,муж,27,172,Омск,руководитель группы,900000,да
Бейлова,Марина,жен,45,185,Калининград,учитель,30000,да
Бейченков,Михаил,муж,25,164,Уфа,учитель,25000,да
Бекирев,Сергей,муж,32,187,Санкт-Петербург,руководитель группы,250000,нет
Бекнева,Мария,жен,20,166,Санкт-Петербург,учитель,80000,нет
