Фамилия,Имя,Пол,Возраст,Рост,Город,Должность,Зарплата,Транспорт
Аймальдинова,Кристина,жен,26,158,Калининград,бухгалтер,20000,да
Аймятова,Ольга,жен,50,182,Санкт-Петербург,конструктор,35000,нет
Айтматов,Никита,муж,31,186,Рязань,кондитер,60000,нет
Акалунина,Марина,жен,28,176,Владимир,руководитель группы,80000,да
Акатышева,Дарья,жен,21,155,Омск,инженер,900000,нет
Аквилев,Антон,муж,34,165,Казань,руководитель группы,900000,да
Акельева,Анастасия,жен,52,171,Санкт-Петербург,бухгалтер,70000,да
Акеньшина,Кристина,жен,57,176,Калининград,руководитель группы,800000,да
Акимфиев,Пётр,муж,29,157,Москва,инженер,60000,да
Акинова,Анастасия,жен,32,158,Москва,конструктор,150000,нет
Акиньшена,Анна,жен,28,176,Ачинск,руководитель группы,40000,да
Акмаев,Никита,муж,48,172,Ачинск,конструктор,700000,да
Акованцев,Александр,муж,19,185,Калининград,бухгалтер,350000,да
Аконова,Анна,жен,47,173,Казань,инженер,350000,да
Аксарева,Анна,жен,32,156,Калининград,бухгалтер,300000,да
Аксенцова,Ольга,жен,40,177,Калининград,конструктор,500000,нет
Аксинов,Пётр,муж,45,165,Калининград,руководитель группы,900000,да
Актимирова,Кристина,жен,52,187,Владимир,бухгалтер,50000,нет
Актысев,Максим,муж,41,176,Рязань,конструктор,600000,да
Акульчев,Андрей,муж,42,171,Владимир,конструктор,30000,да
Акшитова,Диана,жен,48,172,Санкт-Петербург,ведущий инженер,45000,нет
Алаев,Сергей,муж,21,155,Омск,кондитер,35000,нет
Алалетдинова,Евгения,жен,37,169,Мурманск,учитель,300000,да
Аландаров,Никита,муж,52,166,Омск,бухгалтер,25000,нет
Албутова,Юлия,жен,37,163,Рязань,директор предприятия,800000,нет
Алдашов,Сергей,муж,38,161,Владимир,инженер,500000,да
Алдуненков,Сергей,муж,58,175,Санкт-Петербург,конструктор,600000,нет
Алевсеева,Дарья,жен,28,180,Ачинск,инженер,80000,да
Алексаков,Михаил,муж,45,168,Москва,кондитер,200000,нет
Александра,Марина,жен,33,177,Казань,руководитель группы,60000,да
Александропулов,Никита,муж,29,175,Владимир,учитель,600000,да
Алексейчука,Анна,жен,59,169,Рязань,ведущий инженер,30000,нет
Алелова,Анастасия,жен,54,157,Омск,учитель,70000,да
Аленов,Пётр,муж,42,171,Владимир,конструктор,350000,да
Алескерова,Анна,жен,53,163,Уфа,кондитер,40000,нет
Алетина,Анастасия,жен,32,176,Москва,ведущий инженер,100000,да
Алешунина,Ольга,жен,44,178,Калининград,инженер,90000,нет
Алибаев,Пётр,муж,24,164,Владимир,конструктор,900000,нет
Аликова,Диана,жен,39,160,Уфа,ведущий инженер,90000,нет
Алипонова,Юлия,жен,24,167,Омск,директор предприятия,45000,да
Алифузова,Юлия,жен,54,158,Казань,руководитель группы,40000,нет
Алихина,Ольга,жен,47,167,Мурманск,конструктор,500000,нет
Аллавердиев,Василий,муж,22,174,Уфа,кондитер,40000,нет
Аллидлова,Мария,жен,48,157,Рязань,инженер,20000,нет
Аллямов,Василий,муж,40,179,Санкт-Петербург,директор предприятия,900000,да
Алмосова,Евгения,жен,28,177,Владимир,инженер,350000,да
Алончикова,Дарья,жен,41,160,Омск,кондитер,60000,да
Алпатьев,Василий,муж,35,169,Калининград,директор предприятия,400000,да
Алтаева,Марина,жен,23,161,Калининград,директор предприятия,600000,да
Алтутина,Ольга,жен,58,157,Владимир,конструктор,70000,да
Алтышов,Сергей,муж,32,176,Москва,директор предприятия,700000,нет
Алушпов,Максим,муж,42,163,Ачинск,бухгалтер,350000,нет
Алфионова,Диана,жен,45,157,Владимир,ведущий инженер,500000,да
Алхутова,Диана,жен,39,167,Ачинск,конструктор,200000,да
Алышов,Пётр,муж,55,172,Рязань,директор предприятия,250000,да
Альбеков,Никита,муж,55,177,Уфа,бухгалтер,90000,нет
Альмисакова,Анна,жен,51,173,Калининград,директор предприятия,50000,нет
Альпидовска,Ольга,жен,27,160,Казань,конструктор,500000,нет
Альтамара,Мария,жен,34,159,Владимир,кондитер,50000,да
Альханов,Максим,муж,56,187,Омск,учитель,300000,да
Алютова,Дарья,жен,58,156,Уфа,бухгалтер,400000,да
Алябина,Диана,жен,22,178,Мурманск,конструктор,900000,нет
Аляпкина,Евгения,жен,25,162,Москва,конструктор,600000,да
Амарантова,Евгения,жен,19,174,Владимир,конструктор,40000,да
Амдрианова,Кристина,жен,40,161,Москва,кондитер,40000,нет
Америков,Василий,муж,49,181,Ачинск,бухгалтер,500000,да
Амифова,Юлия,жен,58,161,Рязань,инженер,50000,нет
Амолехина,Кристина,жен,33,168,Уфа,ведущий инженер,150000,да
Амплеенкова,Ольга,жен,58,163,Казань,руководитель группы,40000,нет
Амузаев,Михаил,муж,51,161,Ачинск,ведущий инженер,100000,да
Амушева,Дарья,жен,22,173,Уфа,директор предприятия,900000,да
Анаменкова,Юлия,жен,35,184,Ачинск,руководитель группы,600000,нет
Анафриев,Александр,муж,28,177,Калининград,директор предприятия,200000,да
Анашенкова,Анна,жен,33,184,Уфа,руководитель группы,90000,да
Ангегов,Александр,муж,48,165,Казань,конструктор,250000,нет
Андаева,Марина,жен,36,156,Ачинск,ведущий инженер,70000,нет
Андреева-твердова,Юлия,жен,30,177,Владимир,директор предприятия,900000,нет
Андрецова,Ольга,жен,28,157,Рязань,директор предприятия,700000,нет
Андрианушкина,Анастасия,жен,48,178,Омск,бухгалтер,80000,нет
Андриянычев,Пётр,муж,32,159,Санкт-Петербург,директор предприятия,60000,да
Андронычев,Василий,муж,51,162,Владимир,директор предприятия,35000,нет
Андрючкова,Марина,жен,26,187,Ачинск,кондитер,250000,да
Анемподистов,Антон,муж,54,177,Омск,бухгалтер,150000,да
Аникона,Диана,жен,43,179,Уфа,руководитель группы,900000,нет
Анисифорв,Василий,муж,43,155,Мурманск,кондитер,35000,нет
Анискова,Мария,жен,54,184,Москва,учитель,400000,да
Анифанова,Дарья,жен,58,182,Ачинск,учитель,20000,нет
Аничкина,Юлия,жен,33,179,Рязань,кондитер,70000,нет
Аннгельдинова,Кристина,жен,22,158,Владимир,конструктор,30000,да
Аноева,Анна,жен,32,156,Москва,кондитер,250000,нет
Анплеева,Ольга,жен,56,157,Казань,инженер,25000,да
Анташев,Сергей,муж,21,163,Мурманск,директор предприятия,300000,нет
Антикеева,Юлия,жен,50,188,Мурманск,руководитель группы,50000,да
Антипов-антонов,Пётр,муж,53,175,Санкт-Петербург,конструктор,45000,нет
Антоманов,Антон,муж,23,181,Омск,конструктор,900000,да
Антонов-соловьев,Антон,муж,45,181,Мурманск,инженер,400000,нет
Антошков,Андрей,муж,56,181,Санкт-Петербург,ведущий инженер,60000,да
Анудориева,Мария,жен,47,171,Ачинск,директор предприятия,60000,нет
Ануфрикова,Кристина,жен,57,185,Казань,руководитель группы,40000,нет
Анхимова,Анна,жен,27,156,Владимир,конструктор,800000,да
Анцифров,Пётр,муж,21,178,Рязань,конструктор,500000,нет
Анчанова,Мария,жен,35,160,Казань,директор предприятия,150000,нет
Апаев,Михаил,муж,18,186,Мурманск,кондитер,35000,нет
Апанаев,Пётр,муж,58,164,Мурманск,бухгалтер,25000,нет
Апельцина,Анастасия,жен,59,179,Калининград,инженер,80000,нет
Апикеев,Пётр,муж,50,169,Калининград,директор предприятия,30000,нет
Апокорина,Диана,жен,41,178,Калининград,руководитель группы,35000,нет
Аполченов,Андрей,муж,27,186,Уфа,кондитер,900000,да
Апрелов,Андрей,муж,55,172,Мурманск,учитель,250000,да
Аптюкеев,Никита,муж,55,155,Санкт-Петербург,директор предприятия,500000,нет
Арабаджаева,Евгения,жен,31,157,Санкт-Петербург,директор предприятия,900000,нет
Араканова,Дарья,жен,21,161,Владимир,инженер,300000,нет
Арачков,Максим,муж,44,164,Омск,бухгалтер,80000,да
Арбатскова,Евгения,жен,30,161,Калининград,кондитер,150000,да
Ардашников,Пётр,муж,47,185,Рязань,инженер,900000,нет
Аредаков,Василий,муж,42,156,Мурманск,руководитель группы,900000,нет
Арельева,Диана,жен,52,182,Владимир,директор предприятия,800000,да
Арефичева,Ольга,жен,22,183,Москва,конструктор,200000,нет
Арехметова,Дарья,жен,27,174,Омск,учитель,800000,нет
Аржевикина,Мария,жен,20,168,Ачинск,директор предприятия,350000,нет
Арзамасуева,Анна,жен,20,161,Ачинск,бухгалтер,40000,нет
Аринцева,Ольга,жен,37,162,Ачинск,инженер,700000,нет
Арипова,Ольга,жен,55,177,Санкт-Петербург,инженер,60000,нет
Арифелина,Мария,жен,43,157,Рязань,конструктор,35000,да
Арищев,Антон,муж,43,184,Омск,ведущий инженер,700000,да
Аркадьева,Марина,жен,58,188,Санкт-Петербург,конструктор,250000,да
Арламенкова,Диана,жен,40,176,Рязань,кондитер,100000,да
Армаева,Анна,жен,42,172,Санкт-Петербург,учитель,400000,да
Армашов,Василий,муж,41,171,Уфа,учитель,800000,да
Армодина,Юлия,жен,34,188,Москва,директор предприятия,35000,да
Арсанукаев,Михаил,муж,47,168,Рязань,учитель,150000,нет
Артаева,Юлия,жен,57,160,Санкт-Петербург,ведущий инженер,800000,нет
Артикова,Мария,жен,24,167,Омск,конструктор,700000,да
Артосов,Александр,муж,42,165,Санкт-Петербург,учитель,500000,да
Арунов,Василий,муж,54,170,Рязань,инженер,40000,да
Арушанов,Никита,муж,36,186,Владимир,инженер,700000,нет
Архипеев,Пётр,муж,53,157,Калининград,конструктор,50000,да
Архиреев,Сергей,муж,31,188,Мурманск,кондитер,50000,нет
Арцибасова,Диана,жен,25,185,Санкт-Петербург,конструктор,45000,да
Арцсулов,Александр,муж,50,186,Владимир,директор предприятия,900000,да
Аршакова,Анастасия,жен,22,157,Санкт-Петербург,бухгалтер,25000,да
Арыкова,Марина,жен,46,156,Ачинск,директор предприятия,200000,нет
Арятиков,Антон,муж,24,186,Уфа,конструктор,700000,да
Асатиллаева,Мария,жен,20,179,Владимир,директор предприятия,30000,да
Асевкина,Дарья,жен,28,181,Калининград,кондитер,100000,нет
Асикритова,Дарья,жен,50,157,Рязань,кондитер,600000,да
Асипов,Михаил,муж,34,182,Санкт-Петербург,конструктор,350000,нет
Аслетжанов,Никита,муж,32,188,Рязань,кондитер,70000,нет
Астаськов,Александр,муж,50,163,Москва,бухгалтер,250000,нет
Астаулова,Кристина,жен,23,184,Рязань,инженер,80000,нет
Асташьев,Никита,муж,23,179,Мурманск,учитель,800000,нет
Астонина,Мария,жен,38,170,Казань,бухгалтер,40000,нет
Асылбаев,Антон,муж,35,176,Санкт-Петербург,кондитер,250000,да
Асямалов,Пётр,муж,36,178,Омск,ведущий инженер,100000,да
Атаказова,Диана,жен,51,182,Владимир,директор предприятия,350000,нет
Атамурадова,Мария,жен,21,175,Санкт-Петербург,кондитер,900000,нет
Атибжанова,Ольга,жен,41,166,Казань,директор предприятия,30000,да
Атонязов,Пётр,муж,34,188,Омск,кондитер,25000,да
Атращенкова,Анастасия,жен,24,188,Казань,ведущий инженер,900000,нет
Атрыганьев,Василий,муж,52,167,Санкт-Петербург,конструктор,500000,нет
Аурцева,Дарья,жен,23,166,Уфа,учитель,150000,да
Аутова,Евгения,жен,36,163,Уфа,директор предприятия,700000,нет
Афанасьева-макухина,Анастасия,жен,32,175,Уфа,ведущий инженер,250000,да
Афасижева,Марина,жен,30,162,Рязань,директор предприятия,25000,нет
Афзалова,Ольга,жен,49,171,Уфа,инженер,40000,нет
Афиятуллина,Анна,жен,56,187,Москва,бухгалтер,300000,да
Афоничев,Михаил,муж,24,180,Москва,конструктор,200000,нет
Аханкина,Марина,жен,23,177,Мурманск,директор предприятия,40000,нет
Ахапов,Антон,муж,46,179,Санкт-Петербург,учитель,200000,нет
Ахизарова,Анна,жен,53,169,Уфа,учитель,80000,да
Ахлестина,Кристина,жен,35,169,Москва,конструктор,400000,да
Ахмедов,Сергей,муж,47,162,Омск,кондитер,45000,нет
Ахметвалиев,Сергей,муж,23,160,Уфа,кондитер,50000,да
Ахметсафинов,Михаил,муж,47,189,Мурманск,ведущий инженер,45000,да
Ахмурадова,Анна,жен,56,165,Владимир,конструктор,200000,да
Ахрошеев,Михаил,муж,47,169,Ачинск,кондитер,70000,нет
Ахсянов,Михаил,муж,40,167,Москва,бухгалтер,60000,да
Ачильдиева,Мария,жен,24,182,Рязань,кондитер,25000,да
Аширов,Сергей,муж,55,175,Ачинск,ведущий инженер,40000,да
Ашманов,Никита,муж,46,170,Уфа,руководитель группы,400000,да
Ашманова,Дарья,жен,27,162,Мурманск,конструктор,100000,нет
Ашрафетдинов,Максим,муж,37,178,Санкт-Петербург,кондитер,700000,да
Ашуева,Кристина,жен,37,185,Москва,ведущий инженер,20000,нет
Ащина,Кристина,жен,36,156,Ачинск,учитель,350000,да
Баазова,Мария,жен,20,180,Ачинск,бухгалтер,900000,да
Бабаднов,Сергей,муж,34,182,Мурманск,руководитель группы,250000,да
Бабанцева,Анна,жен,32,159,Казань,кондитер,40000,да
Бабарыка,Мария,жен,18,174,Владимир,ведущий инженер,350000,нет
Бабахов,Антон,муж,58,160,Уфа,руководитель группы,80000,да
Бабернова,Мария,жен,59,155,Рязань,бухгалтер,300000,да
Бабошина,Дарья,жен,20,182,Ачинск,директор предприятия,250000,да
Бабылева,Мария,жен,39,157,Санкт-Петербург,ведущий инженер,35000,да
Бавидов,Андрей,муж,26,170,Казань,учитель,25000,да
Багнов,Никита,муж,46,179,Москва,бухгалтер,30000,нет
Багреева,Марина,жен,50,173,Казань,руководитель группы,250000,да
Баданова,Юлия,жен,33,163,Мурманск,инженер,20000,нет
Бадашев,Максим,муж,55,164,Мурманск,ведущий инженер,900000,да
Бадердинов,Сергей,муж,25,168,Калининград,кондитер,35000,да
Бадехина,Ольга,жен,55,173,Москва,бухгалтер,150000,нет
Бадмаев,Максим,муж,52,179,Москва,руководитель группы,70000,нет
Бадритдинов,Василий,муж,19,162,Мурманск,ведущий инженер,700000,да
Бадукина,Мария,жен,29,175,Омск,директор предприятия,80000,да
Бадыштов,Никита,муж,36,169,Владимир,руководитель группы,50000,да
Бадяутдинов,Сергей,муж,58,165,Ачинск,учитель,200000,да
Бажанов-максимов,Пётр,муж,31,157,Калининград,руководитель группы,70000,нет
Баженов,Андрей,муж,42,164,Москва,кондитер,60000,да
Бажова,Анна,жен,57,171,Казань,ведущий инженер,500000,нет
Базакова,Кристина,жен,39,185,Уфа,ведущий инженер,40000,да
Базанина,Евгения,жен,48,159,Санкт-Петербург,инженер,50000,да
Базванов,Василий,муж,33,160,Калининград,директор предприятия,700000,да
Базинов,Андрей,муж,19,163,Казань,директор предприятия,20000,нет
Базпалова,Кристина,жен,21,156,Москва,учитель,25000,нет
Базуров,Сергей,муж,19,182,Калининград,учитель,600000,да
Баимова,Диана,жен,45,171,Калининград,инженер,35000,нет
Байбара,Мария,жен,41,164,Омск,руководитель группы,700000,нет
Байгельдина,Диана,жен,35,157,Калининград,кондитер,100000,нет
Байлуков,Сергей,муж,42,175,Калининград,директор предприятия,400000,нет
Баймяшкина,Анна,жен,30,167,Калининград,конструктор,600000,нет
Байсоголов,Сергей,муж,22,173,Уфа,руководитель группы,700000,да
Баканенкова,Ольга,жен,42,156,Мурманск,конструктор,200000,да
Бакасов,Никита,муж,33,169,Уфа,руководитель группы,900000,да
Бакатова,Кристина,жен,41,185,Рязань,инженер,100000,нет
Бакирова,Марина,жен,48,172,Уфа,кондитер,70000,нет
Бакленкова,Кристина,жен,27,158,Рязань,ведущий инженер,35000,нет
Бакров,Антон,муж,26,185,Мурманск,ведущий инженер,900000,да
Бакула,Марина,жен,57,158,Уфа,директор предприятия,100000,да
Бакуняева,Анастасия,жен,23,185,Мурманск,инженер,300000,нет
Бакутова,Дарья,жен,39,163,Ачинск,ведущий инженер,350000,да
Бакша,Ольга,жен,32,157,Ачинск,конструктор,900000,нет
Балавнев,Андрей,муж,29,175,Санкт-Петербург,ведущий инженер,200000,да
Балакаев,Никита,муж,31,186,Казань,учитель,40000,да
Балалаев,Сергей,муж,34,156,Мурманск,конструктор,25000,нет
Баламатов,Андрей,муж,36,173,Казань,инженер,700000,нет
Баланенкова,Ольга,жен,59,178,Омск,учитель,25000,нет
Балаховцев,Никита,муж,24,170,Омск,бухгалтер,45000,нет
Балахонов,Пётр,муж,22,168,Рязань,ведущий инженер,25000,да
Балашова-смолкина,Диана,жен,56,180,Казань,руководитель группы,350000,да
Балева,Дарья,жен,49,186,Мурманск,бухгалтер,150000,нет
Балескина,Евгения,жен,38,155,Санкт-Петербург,руководитель группы,60000,нет
Балков,Михаил,муж,31,157,Владимир,учитель,40000,да
Балобенцов,Александр,муж,59,170,Калининград,инженер,150000,нет
Баловинова,Марина,жен,46,170,Ачинск,учитель,70000,да
Балтабаева,Кристина,жен,37,185,Владимир,инженер,200000,да
Балтруганова,Дарья,жен,37,164,Москва,директор предприятия,300000,нет
Балухина,Диана,жен,31,185,Омск,руководитель группы,300000,да
Бальзанникова,Анастасия,жен,42,161,Владимир,учитель,50000,да
Баляскина,Ольга,жен,20,177,Ачинск,ведущий инженер,35000,нет
Банагуров,Андрей,муж,56,187,Мурманск,руководитель группы,45000,нет
Бандалетов,Сергей,муж,27,169,Москва,учитель,200000,да
Бандуров,Сергей,муж,42,184,Владимир,инженер,80000,да
Банкетова,Анастасия,жен,20,177,Казань,конструктор,70000,да
Банкрашков,Сергей,муж,29,188,Москва,кондитер,800000,нет
Бапова,Юлия,жен,30,187,Мурманск,руководитель группы,600000,да
Барабошкина,Мария,жен,46,170,Калининград,учитель,70000,да
Баракаева,Анна,жен,57,187,Мурманск,бухгалтер,200000,нет
Баратаев,Андрей,муж,48,159,Калининград,руководитель группы,300000,да
Барашкина,Анна,жен,44,181,Рязань,учитель,45000,нет
Барбатенкова,Анна,жен,55,180,Мурманск,кондитер,400000,да
Барбосов,Михаил,муж,22,176,Санкт-Петербург,ведущий инженер,900000,нет
Барбушева,Диана,жен,35,181,Владимир,учитель,800000,да
Барвенова,Анастасия,жен,18,188,Казань,инженер,70000,нет
Барецкова,Ольга,жен,22,157,Омск,инженер,400000,да
Барзов,Андрей,муж,41,166,Казань,директор предприятия,350000,да
Баринов,Александр,муж,42,166,Владимир,директор предприятия,40000,да
Баркина,Дарья,жен,57,172,Казань,кондитер,400000,нет
Бармотина,Кристина,жен,20,179,Владимир,ведущий инженер,30000,нет
Барнашева,Кристина,жен,30,177,Казань,конструктор,25000,нет
Бартенев,Андрей,муж,27,168,Москва,учитель,30000,нет
Баруличева,Анна,жен,46,172,Владимир,ведущий инженер,50000,да
Баруцков,Андрей,муж,24,161,Омск,директор предприятия,700000,нет
Бархударова,Кристина,жен,57,170,Ачинск,конструктор,70000,да
Барыльников,Александр,муж,52,178,Москва,кондитер,50000,да
Барышников,Василий,муж,28,161,Казань,кондитер,45000,нет
Басиев,Василий,муж,50,155,Ачинск,ведущий инженер,45000,нет
Баслинова,Дарья,жен,45,163,Ачинск,директор предприятия,150000,да
Басстанова,Евгения,жен,51,166,Владимир,бухгалтер,900000,да
Басырев,Максим,муж,41,189,Рязань,кондитер,350000,да
Баталева,Евгения,жен,31,163,Санкт-Петербург,кондитер,60000,да
Батамиров,Василий,муж,43,175,Рязань,учитель,40000,да
Батаров,Никита,муж,33,168,Калининград,руководитель группы,400000,нет
Батев,Пётр,муж,35,161,Омск,конструктор,25000,да
Баткунова,Марина,жен,30,183,Казань,ведущий инженер,350000,нет
Батова,Марина,жен,26,172,Ачинск,учитель,70000,да
Батранина,Марина,жен,46,168,Казань,инженер,30000,да
Батрушева,Марина,жен,31,171,Калининград,инженер,50000,да
Батуркев,Максим,муж,39,165,Мурманск,конструктор,90000,да
Батшеева,Мария,жен,27,175,Ачинск,кондитер,50000,да
Батькина,Ольга,жен,28,170,Рязань,ведущий инженер,100000,да
Батягина,Диана,жен,54,181,Калининград,руководитель группы,600000,нет
Баукина,Юлия,жен,39,187,Владимир,кондитер,25000,да
Баусова,Анна,жен,19,160,Мурманск,бухгалтер,70000,да
Бахилина,Кристина,жен,48,186,Уфа,конструктор,600000,нет
Бахлинов,Александр,муж,38,158,Омск,кондитер,50000,да
Бахохина,Дарья,жен,56,160,Ачинск,ведущий инженер,80000,нет
Бахтиенка,Ольга,жен,33,157,Калининград,руководитель группы,150000,да
Бахтина,Диана,жен,19,167,Москва,конструктор,20000,да
Бачагов,Никита,муж,30,161,Омск,бухгалтер,350000,да
Башарова,Кристина,жен,38,174,Мурманск,ведущий инженер,250000,да
Баютина,Диана,жен,29,178,Владимир,ведущий инженер,200000,да
Бегизова,Евгения,жен,18,169,Санкт-Петербург,ведущий инженер,350000,нет
Бедакова,Евгения,жен,41,168,Калининград,кондитер,40000,да
Бедеев,Сергей,муж,27,156,Казань,руководитель группы,300000,нет
Бединова,Анастасия,жен,24,184,Калининград,руководитель группы,45000,нет
Бедова,Дарья,жен,27,178,Москва,инженер,80000,нет
Бедрягина,Ольга,жен,58,156,Уфа,бухгалтер,90000,да
Бедякина,Ольга,жен,26,166,Москва,кондитер,250000,нет
Безгинов,Пётр,муж,59,172,Калининград,руководитель группы,250000,да
Безгузинова,Мария,жен,26,161,Санкт-Петербург,кондитер,80000,да
Безженов,Максим,муж,43,181,Ачинск,руководитель группы,900000,нет
Безсмертнова,Ольга,жен,37,183,Санкт-Петербург,директор предприятия,150000,нет
Безяев,Пётр,муж,39,174,Ачинск,учитель,200000,да
Беканова,Анастасия,жен,33,158,Казань,кондитер,200000,нет
Бекенова,Диана,жен,30,179,Мурманск,учитель,300000,нет
Беклешов,Антон,муж,24,188,Москва,ведущий инженер,35000,да
Бекметиров,Сергей,муж,52,178,Мурманск,директор предприятия,25000,да
Бектуганов,Максим,муж,37,177,Калининград,конструктор,100000,да
Бела,Анастасия,жен,43,185,Калининград,кондитер,20000,да
Белевитина,Анна,жен,41,162,Ачинск,учитель,25000,нет
Беленев,Пётр,муж,39,174,Мурманск,конструктор,700000,нет
Беленов,Михаил,муж,50,177,Казань,инженер,300000,нет
Беликова,Диана,жен,49,186,Санкт-Петербург,руководитель группы,60000,нет
Белкачев,Василий,муж,34,178,Ачинск,конструктор,45000,да
Белобров,Никита,муж,19,165,Ачинск,инженер,600000,да
Белогорцева,Дарья,жен,42,178,Санкт-Петербург,бухгалтер,70000,да
Белоконов,Михаил,муж,37,185,Казань,учитель,250000,да
Белокопытова,Евгения,жен,29,160,Калининград,инженер,800000,нет
Белолапоткова,Мария,жен,30,182,Уфа,учитель,150000,да
Белоногина,Мария,жен,21,180,Рязань,конструктор,200000,да
Белорусов,Михаил,муж,47,187,Москва,бухгалтер,35000,да
Белосмурцев,Пётр,муж,56,159,Рязань,ведущий инженер,30000,нет
Белосточна,Марина,жен,36,189,Уфа,конструктор,700000,да
Белошова,Анастасия,жен,37,178,Мурманск,директор предприятия,150000,нет
Бельгибаев,Андрей,муж,58,168,Ачинск,бухгалтер,80000,да
Бельцев,Александр,муж,50,184,Ачинск,инженер,90000,нет
