Фамилия,Имя,Пол,Возраст,Рост,Город,Должность,Зарплата,Транспорт
Антонюшенкова,Ольга,жен,54,189,Москва,руководитель группы,500000,нет
Антусев,Максим,муж,42,187,Калининград,бухгалтер,30000,нет
Антышева,Марина,жен,50,183,Калининград,директор предприятия,600000,нет
Ануреева,Мария,жен,19,188,Мурманск,кондитер,90000,да
Анфиловьев,Александр,муж,26,174,Уфа,бухгалтер,70000,да
Анхимов,Никита,муж,53,165,Казань,руководитель группы,200000,нет
Анчуков,Максим,муж,22,166,Калининград,ведущий инженер,20000,нет
Апаленов,Максим,муж,49,180,Санкт-Петербург,инженер,80000,да
Апанаев,Максим,муж,40,176,Владимир,конструктор,200000,нет
Апекина,Ольга,жен,21,163,Владимир,инженер,20000,да
Апенашев,Михаил,муж,42,176,Омск,инженер,25000,нет
Аполлосов,Александр,муж,23,177,Рязань,конструктор,400000,да
Априна,Дарья,жен,38,175,Санкт-Петербург,ведущий инженер,200000,да
Апряжкина,Анна,жен,45,176,Калининград,директор предприятия,70000,да
Апунов,Никита,муж,27,164,Мурманск,бухгалтер,35000,нет
Арафелова,Анастасия,жен,34,188,Казань,руководитель группы,200000,да
Ардзинба,Анастасия,жен,46,156,Мурманск,инженер,300000,да
Арентьева,Анна,жен,44,173,Владимир,руководитель группы,80000,да
Аржевитова,Кристина,жен,49,173,Омск,кондитер,20000,да
Арифулова,Кристина,жен,22,171,Санкт-Петербург,инженер,400000,нет
Арланова,Кристина,жен,21,176,Омск,директор предприятия,35000,да
Арменинова,Кристина,жен,52,164,Омск,учитель,900000,да
Арсимов,Сергей,муж,30,177,Санкт-Петербург,кондитер,25000,нет
Артасов,Василий,муж,18,179,Казань,инженер,250000,нет
Артикулова,Анна,жен,36,159,Ачинск,инженер,60000,нет
Артюгина,Дарья,жен,53,166,Калининград,бухгалтер,40000,нет
Арунюнова,Анна,жен,25,163,Москва,конструктор,50000,нет
Архангелов,Василий,муж,42,161,Уфа,руководитель группы,30000,нет
Арцибасов,Сергей,муж,18,166,Владимир,инженер,25000,да
Арыкова,Анна,жен,50,162,Рязань,конструктор,500000,да
Арюкова,Евгения,жен,59,169,Владимир,учитель,600000,да
Асакина,Анна,жен,57,185,Мурманск,инженер,350000,нет
Асаулов,Василий,муж,59,166,Владимир,инженер,60000,да
Асекаева,Дарья,жен,56,161,Владимир,конструктор,250000,да
Аскидова,Ольга,жен,56,165,Ачинск,руководитель группы,25000,нет
Асмаев,Александр,муж,27,170,Мурманск,инженер,35000,нет
Астахова,Анастасия,жен,38,170,Мурманск,руководитель группы,350000,нет
Асфяндияров,Михаил,муж,56,157,Калининград,кондитер,200000,нет
Асяева,Кристина,жен,50,172,Ачинск,ведущий инженер,900000,нет
Атабекова,Дарья,жен,49,179,Мурманск,инженер,300000,нет
Атаниязова,Мария,жен,42,186,Омск,инженер,100000,да
Атемасов,Михаил,муж,54,179,Казань,ведущий инженер,60000,нет
Атопушева,Марина,жен,37,177,Рязань,конструктор,600000,нет
Атрахов,Андрей,муж,29,178,Санкт-Петербург,бухгалтер,600000,да
Аутцев,Антон,муж,37,172,Омск,руководитель группы,700000,да
Афзалудинова,Анастасия,жен,35,176,Мурманск,ведущий инженер,50000,нет
Афлятунова,Марина,жен,51,167,Омск,директор предприятия,150000,нет
Афонченкова,Дарья,жен,40,159,Калининград,директор предприятия,300000,нет
Афроимова,Диана,жен,48,175,Мурманск,конструктор,600000,да
Ахарцов,Антон,муж,27,162,Москва,конструктор,600000,нет
Ахмеджанова,Ольга,жен,39,189,Мурманск,бухгалтер,40000,да
Ахмедьярова,Юлия,жен,25,172,Санкт-Петербург,кондитер,45000,да
Ахметьев,Михаил,муж,34,161,Мурманск,инженер,90000,да
Ахошина,Мария,жен,19,169,Калининград,директор предприятия,25000,нет
Ахтанина,Евгения,жен,34,165,Мурманск,руководитель группы,900000,да
Ачеев,Александр,муж,36,162,Калининград,конструктор,200000,да
Ачичаев,Михаил,муж,38,156,Мурманск,инженер,900000,нет
Аширафетдинов,Александр,муж,29,180,Омск,учитель,70000,да
Ашметьев,Пётр,муж,47,177,Рязань,бухгалтер,50000,да
Ашрафова,Евгения,жен,50,166,Казань,ведущий инженер,400000,нет
Аюкина,Дарья,жен,25,162,Ачинск,учитель,800000,да
Бабаднов,Антон,муж,36,157,Мурманск,конструктор,250000,да
Бабайкина,Анна,жен,34,182,Уфа,инженер,60000,нет
Бабников,Антон,муж,40,173,Рязань,конструктор,100000,нет
Бабуков,Андрей,муж,53,170,Мурманск,кондитер,250000,нет
Бабуренкова,Дарья,жен,34,174,Ачинск,конструктор,150000,да
Бабынина,Евгения,жен,49,185,Омск,директор предприятия,25000,да
Бабышева,Евгения,жен,22,178,Владимир,руководитель группы,35000,нет
Бавтута,Юлия,жен,31,170,Владимир,инженер,35000,да
Багашов,Антон,муж,25,157,Уфа,руководитель группы,600000,да
Багдасаров,Никита,муж,50,186,Санкт-Петербург,бухгалтер,350000,нет
Баглаева,Кристина,жен,53,162,Санкт-Петербург,директор предприятия,40000,нет
Багричев,Сергей,муж,34,184,Рязань,учитель,60000,да
Бадашов,Никита,муж,31,181,Санкт-Петербург,конструктор,30000,да
Бадилов,Михаил,муж,56,187,Омск,инженер,30000,нет
Бадонышева,Анастасия,жен,45,167,Ачинск,руководитель группы,700000,да
Бадрутдинов,Пётр,муж,24,158,Мурманск,руководитель группы,350000,да
Бажитов,Михаил,муж,43,179,Москва,кондитер,200000,нет
Базаитов,Максим,муж,52,162,Москва,кондитер,700000,нет
Базаронова,Евгения,жен,32,185,Владимир,директор предприятия,30000,нет
Баздова,Дарья,жен,36,168,Мурманск,руководитель группы,60000,нет
Базуникина,Диана,жен,41,174,Омск,бухгалтер,60000,нет
Базылева,Анастасия,жен,57,185,Ачинск,кондитер,80000,да
Байгозина,Кристина,жен,48,184,Уфа,учитель,25000,да
Байдерова,Диана,жен,54,180,Ачинск,руководитель группы,250000,нет
Байзаков,Андрей,муж,23,186,Санкт-Петербург,руководитель группы,200000,нет
Байкулов,Александр,муж,20,169,Ачинск,директор предприятия,40000,да
Байрушина,Анастасия,жен,51,171,Уфа,руководитель группы,20000,нет
Байтова,Марина,жен,36,173,Казань,кондитер,300000,да
Бакелова,Анастасия,жен,42,165,Рязань,директор предприятия,25000,да
Бакков,Никита,муж,25,156,Москва,инженер,45000,нет
Бакрылова,Мария,жен,19,161,Рязань,конструктор,700000,да
Бактова,Марина,жен,55,166,Омск,бухгалтер,350000,нет
Бакунчева,Мария,жен,29,163,Рязань,ведущий инженер,70000,нет
Бакшинов,Максим,муж,20,177,Омск,директор предприятия,20000,да
Балабосов,Пётр,муж,22,171,Уфа,кондитер,900000,да
Балаенков,Андрей,муж,43,156,Казань,инженер,70000,нет
Балалина,Диана,жен,52,181,Санкт-Петербург,ведущий инженер,250000,да
Баланенков,Антон,муж,22,181,Уфа,ведущий инженер,300000,нет
Балекеева,Ольга,жен,53,162,Москва,учитель,25000,да
Балесков,Василий,муж,21,175,Владимир,кондитер,250000,нет
Балкунов,Василий,муж,49,181,Ачинск,учитель,90000,нет
Балокина,Дарья,жен,27,176,Владимир,ведущий инженер,350000,нет
Балтакса,Мария,жен,20,167,Ачинск,учитель,70000,да
Балуев,Пётр,муж,32,177,Уфа,руководитель группы,40000,нет
Бальмина,Диана,жен,58,184,Санкт-Петербург,инженер,200000,нет
Банандина,Юлия,жен,46,184,Омск,инженер,70000,нет
Банкузова,Дарья,жен,52,186,Ачинск,кондитер,100000,да
Барабашкина,Анастасия,жен,39,183,Калининград,руководитель группы,70000,нет
Барабохина,Диана,жен,28,155,Ачинск,учитель,250000,нет
Барбаков,Василий,муж,43,157,Ачинск,директор предприятия,500000,да
Барбинягра,Юлия,жен,41,165,Уфа,бухгалтер,35000,да
Бардеева,Анна,жен,40,173,Рязань,учитель,30000,да
Бардышева,Евгения,жен,45,173,Казань,ведущий инженер,45000,да
Барилова,Юлия,жен,27,169,Рязань,учитель,40000,нет
Барляев,Михаил,муж,41,175,Омск,конструктор,300000,нет
Бармосина,Евгения,жен,48,157,Омск,директор предприятия,800000,да
Барошина,Диана,жен,22,159,Омск,ведущий инженер,250000,нет
Барулев,Андрей,муж,31,168,Москва,ведущий инженер,400000,нет
Бархинцев,Василий,муж,40,158,Москва,ведущий инженер,45000,да
Барчамова,Марина,жен,58,157,Москва,ведущий инженер,150000,да
Баршинова,Анастасия,жен,43,157,Мурманск,ведущий инженер,400000,да
Барышевцева,Юлия,жен,22,165,Владимир,директор предприятия,800000,нет
Басаков,Александр,муж,24,184,Мурманск,инженер,900000,нет
Басипов,Александр,муж,56,161,Москва,учитель,800000,нет
Басманова,Марина,жен,37,163,Рязань,учитель,40000,нет
Басов,Никита,муж,27,177,Омск,ведущий инженер,25000,да
Баталиева,Дарья,жен,25,160,Москва,директор предприятия,40000,да
Батареева,Марина,жен,54,170,Мурманск,конструктор,400000,да
Батишев,Александр,муж,53,185,Уфа,бухгалтер,80000,нет
Батунов,Никита,муж,42,177,Ачинск,учитель,300000,нет
Батушева,Дарья,жен,53,180,Владимир,руководитель группы,150000,нет
Батылева,Юлия,жен,29,185,Рязань,инженер,300000,да
Батюшина,Марина,жен,44,163,Москва,ведущий инженер,100000,да
Баушева,Ольга,жен,29,179,Ачинск,бухгалтер,600000,нет
Бафадарова,Диана,жен,20,155,Москва,руководитель группы,20000,нет
Бахмаров,Александр,муж,48,178,Владимир,кондитер,35000,да
Бахтерова,Анастасия,жен,44,164,Казань,кондитер,40000,нет
Бахтызова,Анна,жен,54,185,Казань,конструктор,300000,да
Бахурова,Дарья,жен,27,184,Санкт-Петербург,ведущий инженер,70000,да
Бачаев,Александр,муж,32,186,Казань,инженер,200000,нет
Бачалаева,Диана,жен,35,189,Москва,бухгалтер,800000,да
Бачучина,Юлия,жен,37,179,Казань,конструктор,150000,нет
Башарина,Анастасия,жен,30,159,Мурманск,конструктор,300000,нет
Башинина,Евгения,жен,42,172,Москва,руководитель группы,40000,да
Башковитов,Василий,муж,42,181,Рязань,руководитель группы,35000,нет
Башманова,Ольга,жен,48,161,Калининград,инженер,70000,да
Баясова,Мария,жен,31,161,Санкт-Петербург,руководитель группы,400000,нет
Беглецов,Михаил,муж,54,176,Уфа,конструктор,60000,да
Бегоева,Мария,жен,37,176,Москва,конструктор,35000,нет
Бедакова,Анастасия,жен,55,177,Санкт-Петербург,инженер,900000,да
Бедрединова-сафонова,Марина,жен,31,155,Рязань,учитель,30000,да
Бедритдинов,Василий,муж,42,165,Москва,кондитер,70000,да
Бедунова,Евгения,жен,30,179,Уфа,руководитель группы,45000,нет
Безбородкина,Анастасия,жен,21,172,Санкт-Петербург,учитель,70000,да
Безгодков,Михаил,муж,52,172,Санкт-Петербург,руководитель группы,900000,да
Бездольнова,Анастасия,жен,37,174,Казань,учитель,800000,да
Беззаборова,Анна,жен,52,161,Рязань,ведущий инженер,200000,нет
Безумнов,Василий,муж,24,162,Санкт-Петербург,ведущий инженер,25000,да
Безьязыкова,Диана,жен,40,165,Рязань,руководитель группы,500000,да
Бек-аваков,Василий,муж,59,158,Калининград,учитель,250000,да
Бекешев,Сергей,муж,39,188,Омск,ведущий инженер,250000,нет
Беклунова,Марина,жен,21,163,Москва,кондитер,30000,да
Бекниязов,Пётр,муж,27,182,Ачинск,учитель,20000,да
Белавенцева,Дарья,жен,52,184,Уфа,конструктор,900000,нет
Белетов,Василий,муж,46,186,Владимир,руководитель группы,70000,нет
Белихов,Михаил,муж,29,182,Казань,директор предприятия,25000,да
Белла,Ольга,жен,52,161,Санкт-Петербург,инженер,35000,да
Белов,Василий,муж,55,174,Мурманск,инженер,250000,нет
Белокуров,Максим,муж,53,164,Санкт-Петербург,руководитель группы,900000,да
Белоцветов,Василий,муж,56,171,Москва,бухгалтер,500000,да
Белтов,Максим,муж,39,181,Мурманск,директор предприятия,600000,нет
Беляковцева,Марина,жен,32,189,Казань,бухгалтер,350000,нет
Белянушкина,Ольга,жен,55,160,Казань,бухгалтер,60000,нет
Бемеков,Никита,муж,32,164,Уфа,учитель,90000,нет
Бендриков,Андрей,муж,59,169,Омск,директор предприятия,600000,нет
Беняев,Антон,муж,45,172,Уфа,конструктор,250000,да
Бербенев,Никита,муж,33,188,Владимир,учитель,700000,да
Берданков,Андрей,муж,30,173,Казань,конструктор,45000,да
Бердирдинова,Евгения,жен,32,182,Москва,директор предприятия,50000,да
Бердолеева,Евгения,жен,34,175,Омск,кондитер,100000,да
Бередина,Анна,жен,59,189,Мурманск,кондитер,400000,нет
Берендеева,Анна,жен,40,161,Москва,кондитер,900000,да
Берестенникова,Юлия,жен,40,189,Калининград,конструктор,40000,да
Берзарина,Евгения,жен,20,162,Рязань,кондитер,350000,нет
Беринова,Мария,жен,37,167,Владимир,инженер,35000,нет
Беркаев,Александр,муж,53,183,Уфа,учитель,200000,нет
Берликов,Пётр,муж,44,176,Санкт-Петербург,ведущий инженер,800000,да
Берлюта,Дарья,жен,38,173,Калининград,инженер,250000,нет
Бертулова,Юлия,жен,48,181,Уфа,конструктор,45000,нет
Беседина,Диана,жен,52,169,Владимир,кондитер,40000,да
Бескоронов,Сергей,муж,25,165,Санкт-Петербург,руководитель группы,400000,нет
Бесогонова,Ольга,жен,29,174,Омск,кондитер,500000,нет
Бесплемянова,Юлия,жен,23,183,Мурманск,конструктор,90000,нет
Беспроскурнов,Андрей,муж,44,188,Казань,кондитер,800000,да
Бессолицина,Мария,жен,40,181,Уфа,инженер,60000,да
Бестаев,Андрей,муж,43,157,Омск,директор предприятия,20000,нет
Бетехтина,Диана,жен,44,157,Казань,кондитер,70000,да
Бехбутов,Антон,муж,57,162,Омск,конструктор,60000,нет
Бешменева,Диана,жен,48,181,Уфа,бухгалтер,800000,нет
Бжостовска,Диана,жен,58,186,Казань,конструктор,400000,нет
Бигаутдинова,Анна,жен,18,170,Калининград,учитель,200000,нет
Бизиков,Михаил,муж,54,186,Казань,ведущий инженер,90000,нет
Бикбаева,Марина,жен,43,159,Омск,директор предприятия,600000,да
Бикчантаева,Ольга,жен,54,186,Москва,руководитель группы,300000,да
Билляльдинов,Андрей,муж,42,172,Владимир,директор предприятия,35000,да
Билялетдинов,Александр,муж,57,177,Санкт-Петербург,инженер,70000,нет
Бирута,Мария,жен,49,174,Ачинск,бухгалтер,80000,да
Бисага,Анастасия,жен,25,184,Ачинск,учитель,250000,да
Битев,Андрей,муж,43,169,Ачинск,директор предприятия,25000,да
Битунов,Андрей,муж,55,169,Ачинск,ведущий инженер,70000,нет
Битюкова,Диана,жен,43,186,Казань,директор предприятия,80000,да
Бицоев,Александр,муж,22,181,Ачинск,ведущий инженер,70000,да
Бишенков,Андрей,муж,39,188,Калининград,инженер,600000,да
Биятов,Антон,муж,49,187,Ачинск,руководитель группы,50000,да
Благоволина,Мария,жен,26,186,Калининград,кондитер,600000,да
Благолева,Кристина,жен,38,161,Уфа,директор предприятия,500000,нет
Благошнинова,Анна,жен,53,176,Омск,кондитер,800000,да
Блажкина,Ольга,жен,35,189,Рязань,инженер,900000,нет
Блашанкова,Марина,жен,22,157,Омск,ведущий инженер,250000,нет
Бленда,Анастасия,жен,39,157,Мурманск,ведущий инженер,800000,нет
Близнеченкова,Евгения,жен,29,189,Омск,инженер,200000,да
Блинков,Никита,муж,35,174,Омск,конструктор,250000,да
Блистунов,Василий,муж,28,188,Санкт-Петербург,инженер,70000,нет
Бляблина,Мария,жен,27,188,Ачинск,инженер,150000,нет
Бобарова,Анна,жен,24,189,Ачинск,ведущий инженер,200000,нет
Бобинова,Анастасия,жен,32,159,Уфа,ведущий инженер,250000,нет
Бобов,Михаил,муж,46,171,Рязань,инженер,45000,нет
Бобриков,Александр,муж,21,176,Рязань,директор предприятия,90000,нет
Бобронникова,Юлия,жен,24,165,Омск,инженер,900000,да
Бобрынева,Ольга,жен,56,176,Москва,конструктор,250000,да
Бовалкина,Евгения,жен,36,165,Ачинск,директор предприятия,40000,да
Бовыкина,Анна,жен,57,167,Владимир,бухгалтер,250000,да
Богатеева,Юлия,жен,47,171,Рязань,руководитель группы,700000,да
Богачанова,Анастасия,жен,37,180,Рязань,учитель,600000,да
Богдашев,Антон,муж,52,155,Москва,бухгалтер,900000,да
Боглаева,Юлия,жен,35,172,Омск,учитель,400000,нет
Боголепов,Максим,муж,20,174,Омск,бухгалтер,50000,нет
Богомягков,Андрей,муж,42,171,Омск,учитель,35000,да
Богородов,Антон,муж,45,179,Москва,учитель,90000,нет
Богреева,Дарья,жен,48,180,Рязань,бухгалтер,60000,нет
Богушев,Сергей,муж,27,184,Казань,ведущий инженер,800000,нет
Бодакова,Евгения,жен,47,162,Санкт-Петербург,конструктор,60000,да
Боднев,Василий,муж,43,185,Владимир,руководитель группы,400000,нет
Бодроносова,Евгения,жен,46,186,Омск,инженер,300000,нет
Божилкина,Евгения,жен,55,171,Ачинск,конструктор,900000,нет
Бозяева,Анна,жен,31,156,Рязань,кондитер,70000,нет
Бойченкова,Евгения,жен,26,181,Калининград,ведущий инженер,80000,да
Бокатанова,Кристина,жен,25,167,Москва,учитель,250000,да
Болвинов,Михаил,муж,54,175,Казань,конструктор,20000,да
Болдакова,Диана,жен,36,170,Москва,конструктор,100000,нет
Болдукова,Диана,жен,49,165,Рязань,кондитер,300000,нет
Болмосова,Юлия,жен,36,189,Омск,бухгалтер,350000,нет
Болов,Михаил,муж,35,174,Мурманск,кондитер,30000,да
Болокина,Евгения,жен,41,187,Уфа,руководитель группы,35000,нет
Болохова,Мария,жен,36,155,Москва,кондитер,30000,да
Болтенкова,Ольга,жен,30,189,Мурманск,учитель,40000,нет
Болтункова,Марина,жен,48,185,Мурманск,бухгалтер,900000,нет
Болусова,Ольга,жен,34,189,Калининград,бухгалтер,250000,да
Бондапев,Михаил,муж,51,168,Владимир,директор предприятия,250000,нет
Борзилов,Михаил,муж,38,156,Казань,бухгалтер,70000,нет
Борисеева,Евгения,жен,49,161,Мурманск,конструктор,20000,нет
Борихина,Юлия,жен,19,179,Владимир,руководитель группы,700000,нет
Борненков,Антон,муж,45,165,Ачинск,бухгалтер,400000,да
Бороноскова,Кристина,жен,29,180,Мурманск,учитель,20000,да
Бортяхова,Дарья,жен,28,163,Санкт-Петербург,инженер,40000,нет
Боснякова,Анна,жен,57,170,Казань,инженер,500000,да
Ботаногов,Сергей,муж,40,178,Москва,кондитер,25000,да
Ботоев,Пётр,муж,35,186,Владимир,кондитер,900000,нет
Боханов,Антон,муж,55,186,Казань,ведущий инженер,600000,нет
Бохарева,Диана,жен,24,165,Санкт-Петербург,директор предприятия,50000,нет
Бочанов,Сергей,муж,36,188,Санкт-Петербург,конструктор,30000,нет
Бошева,Диана,жен,58,170,Казань,конструктор,600000,нет
Бравинова,Мария,жен,53,165,Казань,конструктор,350000,нет
Браславцева,Марина,жен,33,156,Уфа,кондитер,600000,нет
Братенников,Андрей,муж,51,166,Омск,кондитер,600000,нет
Браунова,Евгения,жен,54,177,Калининград,директор предприятия,150000,да
Брезгунов,Никита,муж,41,162,Омск,конструктор,40000,нет
Бренчалов,Александр,муж,46,175,Калининград,конструктор,600000,нет
Брикина,Диана,жен,42,166,Омск,бухгалтер,800000,да
