Фамилия,Имя,Пол,Возраст,Рост,Город,Должность,Зарплата,Транспорт
Антипкина,Анна,жен,35,163,Уфа,учитель,600000,да
Антипычева,Анастасия,жен,48,160,Рязань,бухгалтер,300000,нет
Антонников,Сергей,муж,18,189,Уфа,директор предприятия,25000,да
Антопова,Евгения,жен,35,178,Москва,бухгалтер,45000,да
Антусева,Дарья,жен,21,168,Мурманск,бухгалтер,200000,да
Ануреева,Евгения,жен,32,188,Санкт-Петербург,руководитель группы,80000,нет
Анхимова,Евгения,жен,31,189,Омск,руководитель группы,250000,нет
Аншпатова,Диана,жен,53,162,Владимир,инженер,200000,да
Апалина,Мария,жен,28,185,Уфа,кондитер,80000,нет
Апанова,Анна,жен,58,177,Рязань,кондитер,35000,да
Апасов,Александр,муж,18,176,Москва,ведущий инженер,35000,нет
Апеллясов,Александр,муж,40,183,Казань,руководитель группы,800000,нет
Аполлонов,Пётр,муж,38,169,Уфа,ведущий инженер,250000,да
Аппаков,Сергей,муж,23,182,Омск,руководитель группы,45000,да
Апрелов,Василий,муж,30,163,Москва,конструктор,350000,да
Апринцева,Марина,жен,56,184,Ачинск,ведущий инженер,90000,нет
Арабгаджаев,Максим,муж,51,182,Ачинск,бухгалтер,250000,нет
Арбаев,Михаил,муж,59,183,Ачинск,руководитель группы,45000,нет
Аргудяевва,Мария,жен,46,171,Рязань,кондитер,700000,нет
Ардатова,Мария,жен,24,155,Санкт-Петербург,конструктор,600000,да
Ардынцев,Антон,муж,55,185,Омск,ведущий инженер,200000,да
Арещенков,Андрей,муж,24,176,Казань,бухгалтер,900000,да
Аржеухова,Ольга,жен,33,165,Ачинск,конструктор,25000,нет
Аринархова,Юлия,жен,20,170,Москва,конструктор,90000,нет
Аркадов,Василий,муж,36,170,Владимир,ведущий инженер,50000,да
Арлашина,Юлия,жен,57,186,Казань,конструктор,200000,да
Армаев,Пётр,муж,22,169,Ачинск,руководитель группы,45000,да
Армянинов,Александр,муж,51,186,Мурманск,ведущий инженер,200000,нет
Арсельгов,Пётр,муж,47,165,Санкт-Петербург,руководитель группы,40000,нет
Артаков,Андрей,муж,49,186,Уфа,руководитель группы,800000,да
Артемина,Дарья,жен,22,182,Москва,ведущий инженер,500000,да
Артищев,Андрей,муж,52,167,Калининград,директор предприятия,80000,нет
Артощенков,Антон,муж,53,166,Ачинск,конструктор,45000,нет
Артюшов,Михаил,муж,59,184,Мурманск,учитель,45000,да
Арферьев,Антон,муж,19,181,Ачинск,инженер,70000,нет
Архангелова,Марина,жен,45,170,Мурманск,руководитель группы,70000,да
Архипенков,Антон,муж,54,177,Казань,учитель,90000,да
Арцебасов,Андрей,муж,27,189,Владимир,кондитер,900000,нет
Арчагов,Василий,муж,41,174,Ачинск,ведущий инженер,400000,да
Асанина,Евгения,жен,45,160,Уфа,конструктор,45000,нет
Асейчев,Александр,муж,55,164,Казань,инженер,150000,да
Асехина,Марина,жен,55,178,Москва,ведущий инженер,250000,да
Аскидова,Дарья,жен,44,164,Ачинск,инженер,200000,нет
Астанина,Юлия,жен,57,178,Рязань,ведущий инженер,100000,да
Астафьева,Дарья,жен,25,174,Ачинск,бухгалтер,45000,нет
Асыев,Антон,муж,52,169,Мурманск,конструктор,40000,да
Атабаев,Александр,муж,27,183,Казань,ведущий инженер,200000,да
Аталиков,Антон,муж,35,169,Санкт-Петербург,директор предприятия,700000,да
Атров,Михаил,муж,20,158,Уфа,конструктор,45000,да
Атянина,Мария,жен,23,172,Мурманск,бухгалтер,300000,нет
Афанаскина,Евгения,жен,19,165,Ачинск,инженер,25000,да
Афнатулов,Василий,муж,56,188,Ачинск,учитель,60000,да
Афоничев,Сергей,муж,45,168,Ачинск,кондитер,300000,нет
Ахальцев,Михаил,муж,40,182,Омск,бухгалтер,25000,да
Аханов,Василий,муж,34,175,Калининград,инженер,350000,да
Ахиба,Юлия,жен,33,186,Калининград,руководитель группы,35000,нет
Ахмадиев,Михаил,муж,22,162,Мурманск,учитель,40000,нет
Ахмедвалиева,Дарья,жен,52,180,Рязань,директор предприятия,20000,нет
Ахмедсафина,Диана,жен,22,163,Ачинск,учитель,70000,нет
Ахмидеева,Ольга,жен,40,163,Ачинск,конструктор,70000,да
Ахмуханов,Андрей,муж,25,188,Уфа,конструктор,25000,нет
Ахпателов,Никита,муж,23,157,Мурманск,инженер,250000,да
Ахромятова,Анастасия,жен,32,177,Санкт-Петербург,ведущий инженер,150000,да
Ахтиманкина,Мария,жен,30,169,Казань,инженер,100000,нет
Ахундзянова,Анастасия,жен,21,167,Ачинск,кондитер,25000,да
Ачичаев,Антон,муж,28,164,Омск,учитель,600000,нет
Ашайкина,Кристина,жен,22,165,Владимир,конструктор,25000,нет
Ашинева,Марина,жен,38,172,Санкт-Петербург,кондитер,600000,нет
Ашрапова,Мария,жен,28,173,Казань,бухгалтер,45000,нет
Ашхотова,Анастасия,жен,31,176,Калининград,инженер,80000,нет
Ащепкова,Евгения,жен,43,175,Владимир,ведущий инженер,35000,нет
Бабанкова,Диана,жен,33,187,Мурманск,ведущий инженер,600000,да
Бабаренов,Никита,муж,38,170,Омск,руководитель группы,80000,да
Бабеев,Антон,муж,23,158,Рязань,ведущий инженер,700000,нет
Бабенышева,Евгения,жен,25,188,Санкт-Петербург,руководитель группы,700000,нет
Бабмурова,Дарья,жен,21,171,Калининград,руководитель группы,70000,да
Бабрина,Марина,жен,26,181,Рязань,директор предприятия,25000,да
Бавихина,Анна,жен,30,186,Москва,руководитель группы,25000,нет
Багаева,Марина,жен,42,157,Мурманск,бухгалтер,90000,нет
Баглачев,Василий,муж,21,164,Ачинск,бухгалтер,200000,нет
Багров,Антон,муж,56,177,Казань,руководитель группы,250000,нет
Бадака,Марина,жен,40,158,Ачинск,конструктор,700000,да
Бадзына,Марина,жен,30,182,Рязань,учитель,25000,нет
Бадтиев,Максим,муж,44,189,Москва,конструктор,20000,да
Бажданова,Ольга,жен,20,163,Ачинск,ведущий инженер,200000,нет
Бажничкина,Марина,жен,38,163,Москва,конструктор,80000,да
Базгалева,Анастасия,жен,47,166,Владимир,инженер,20000,да
Базечкина,Анастасия,жен,51,160,Владимир,инженер,25000,нет
Базнаева,Юлия,жен,47,177,Москва,конструктор,350000,да
Базыкина,Мария,жен,25,161,Ачинск,учитель,80000,нет
Баиндурова,Юлия,жен,41,172,Уфа,директор предприятия,600000,да
Байгуттуев,Михаил,муж,57,188,Уфа,учитель,200000,нет
Байдала,Марина,жен,25,176,Москва,ведущий инженер,150000,нет
Байзерова,Анна,жен,48,170,Уфа,руководитель группы,40000,да
Баймашов,Михаил,муж,56,177,Уфа,конструктор,250000,да
Байназаров,Антон,муж,37,163,Санкт-Петербург,директор предприятия,90000,нет
Байсурина,Дарья,жен,19,155,Санкт-Петербург,ведущий инженер,300000,нет
Байтемиров,Пётр,муж,57,170,Уфа,конструктор,60000,нет
Бакакова,Мария,жен,48,174,Мурманск,руководитель группы,400000,да
Баканчиков,Василий,муж,38,166,Мурманск,руководитель группы,40000,нет
Бакаютова,Евгения,жен,32,155,Санкт-Петербург,учитель,20000,нет
Бакластов,Пётр,муж,48,177,Рязань,кондитер,250000,нет
Бакмаева,Ольга,жен,41,161,Казань,директор предприятия,900000,да
Бакрунова,Анна,жен,20,172,Мурманск,бухгалтер,350000,нет
Бакунова,Марина,жен,57,175,Мурманск,директор предприятия,250000,да
Бакурова,Евгения,жен,55,176,Ачинск,учитель,90000,да
Балабина,Марина,жен,57,165,Москва,учитель,70000,да
Балалыкина,Мария,жен,33,162,Омск,инженер,70000,да
Баланова,Юлия,жен,38,174,Омск,конструктор,80000,да
Балахонова,Евгения,жен,28,189,Ачинск,директор предприятия,350000,нет
Балгимбаев,Александр,муж,29,161,Владимир,бухгалтер,45000,да
Балева,Юлия,жен,28,170,Владимир,кондитер,30000,да
Балескина,Анна,жен,23,161,Мурманск,директор предприятия,50000,нет
Балкатов,Михаил,муж,55,165,Ачинск,бухгалтер,40000,нет
Балмашова,Марина,жен,58,169,Омск,кондитер,45000,нет
Балтенков,Андрей,муж,49,176,Мурманск,ведущий инженер,500000,нет
Балыклов,Пётр,муж,44,163,Ачинск,инженер,25000,да
Бальцева,Юлия,жен,23,173,Ачинск,бухгалтер,45000,нет
Балюков,Михаил,муж,59,182,Уфа,ведущий инженер,150000,да
Бамбусова,Дарья,жен,23,173,Москва,директор предприятия,50000,да
Бандуганова,Ольга,жен,28,182,Рязань,конструктор,45000,да
Банкетова,Кристина,жен,32,161,Рязань,директор предприятия,900000,да
Банукова,Дарья,жен,31,179,Омск,инженер,60000,нет
Банцерова,Евгения,жен,18,165,Рязань,кондитер,700000,да
Баработкина,Диана,жен,58,174,Санкт-Петербург,руководитель группы,200000,нет
Бараев,Михаил,муж,27,159,Владимир,ведущий инженер,70000,нет
Баранунькина,Анастасия,жен,30,180,Омск,ведущий инженер,600000,да
Барбашова,Мария,жен,25,160,Санкт-Петербург,кондитер,30000,нет
Барванова,Анна,жен,56,175,Казань,кондитер,20000,нет
Баренцева,Юлия,жен,36,165,Москва,инженер,40000,да
Баричка,Мария,жен,41,165,Санкт-Петербург,ведущий инженер,30000,да
Барметова,Мария,жен,28,179,Ачинск,кондитер,250000,да
Барношова,Евгения,жен,32,175,Казань,бухгалтер,60000,да
Баронников,Михаил,муж,48,176,Санкт-Петербург,конструктор,150000,да
Барсамова,Мария,жен,55,167,Рязань,инженер,250000,да
Барусов,Никита,муж,33,155,Владимир,руководитель группы,300000,нет
Барыков,Пётр,муж,47,171,Омск,кондитер,50000,нет
Басмакова,Дарья,жен,48,180,Владимир,конструктор,45000,нет
Басюкова,Кристина,жен,45,162,Уфа,учитель,150000,да
Батальникова,Анастасия,жен,58,158,Уфа,бухгалтер,50000,нет
Батарова,Марина,жен,54,158,Омск,бухгалтер,100000,да
Батгозина,Анна,жен,56,180,Владимир,учитель,150000,да
Баткова,Марина,жен,36,172,Рязань,инженер,150000,нет
Батраев,Сергей,муж,25,172,Рязань,кондитер,600000,да
Батрышина,Ольга,жен,54,166,Казань,конструктор,150000,да
Батыркина,Ольга,жен,30,167,Калининград,директор предприятия,250000,нет
Бауамара,Кристина,жен,50,157,Уфа,учитель,20000,да
Бахлычева,Юлия,жен,20,174,Санкт-Петербург,кондитер,30000,да
Бахнина,Ольга,жен,34,171,Рязань,бухгалтер,300000,нет
Бахошкина,Евгения,жен,35,170,Омск,директор предприятия,40000,нет
Бахта,Анна,жен,42,189,Рязань,руководитель группы,30000,да
Баценкова,Юлия,жен,39,165,Ачинск,конструктор,500000,нет
Бачалаева,Анна,жен,30,186,Калининград,ведущий инженер,150000,нет
Бачина,Диана,жен,56,173,Ачинск,бухгалтер,25000,нет
Башанина,Юлия,жен,57,167,Уфа,конструктор,70000,нет
Башканкова,Кристина,жен,20,186,Омск,ведущий инженер,30000,да
Башманов,Василий,муж,38,179,Владимир,директор предприятия,30000,нет
Баштакова,Юлия,жен,32,188,Москва,директор предприятия,70000,да
Баядина,Мария,жен,47,157,Рязань,кондитер,600000,нет
Бегаев,Пётр,муж,52,184,Рязань,руководитель группы,40000,да
Бегов,Максим,муж,19,179,Ачинск,инженер,80000,да
Бедаченкова,Евгения,жен,55,172,Рязань,бухгалтер,300000,да
Бединова,Диана,жен,49,157,Рязань,ведущий инженер,600000,да
Безлихотнов,Пётр,муж,55,184,Владимир,бухгалтер,350000,да
Безрукавников,Александр,муж,49,186,Москва,ведущий инженер,400000,нет
Безуглина,Дарья,жен,59,184,Ачинск,ведущий инженер,800000,нет
Безунова,Марина,жен,28,165,Казань,директор предприятия,80000,нет
Безымянов,Антон,муж,51,158,Санкт-Петербург,кондитер,100000,да
Бек-назаров,Александр,муж,37,167,Ачинск,конструктор,20000,нет
Бекеев,Максим,муж,22,185,Уфа,инженер,35000,нет
Бекетова,Мария,жен,54,157,Казань,инженер,30000,да
Бекленищева,Марина,жен,35,189,Москва,бухгалтер,35000,да
Белгородцева,Диана,жен,58,158,Москва,учитель,300000,нет
Белеглазова,Анна,жен,48,156,Санкт-Петербург,бухгалтер,600000,нет
Белединова,Дарья,жен,56,157,Казань,кондитер,35000,да
Беленов,Александр,муж,51,157,Санкт-Петербург,инженер,200000,да
Белеутов,Андрей,муж,53,185,Казань,конструктор,20000,нет
Белинцова,Кристина,жен,52,183,Санкт-Петербург,директор предприятия,300000,нет
Белков,Максим,муж,59,158,Ачинск,руководитель группы,80000,нет
Белогубцев,Александр,муж,55,182,Казань,конструктор,100000,нет
Белоконев,Андрей,муж,57,175,Мурманск,инженер,25000,да
Беломыльцева,Анна,жен,51,189,Казань,инженер,90000,нет
Белонова,Дарья,жен,20,160,Ачинск,конструктор,80000,нет
Белорусова,Диана,жен,39,183,Мурманск,конструктор,60000,да
Белостокова,Марина,жен,25,172,Москва,учитель,300000,да
Белоярова,Кристина,жен,33,179,Калининград,конструктор,50000,да
Белукова,Марина,жен,49,172,Ачинск,кондитер,350000,да
Бельдягина,Мария,жен,54,158,Рязань,директор предприятия,35000,да
Бельнов,Михаил,муж,55,169,Казань,директор предприятия,45000,да
Белюнова,Мария,жен,34,166,Ачинск,конструктор,300000,да
Белясников,Андрей,муж,36,163,Ачинск,ведущий инженер,150000,нет
Бенюмов,Андрей,муж,24,169,Омск,кондитер,900000,нет
Бербасов,Сергей,муж,41,180,Ачинск,бухгалтер,20000,да
Бердашева,Евгения,жен,30,181,Калининград,инженер,800000,да
Бердетдинов,Пётр,муж,31,177,Санкт-Петербург,кондитер,35000,нет
Берегела,Мария,жен,53,179,Уфа,директор предприятия,700000,да
Береснев,Пётр,муж,42,182,Владимир,директор предприятия,700000,да
Беристова,Марина,жен,55,189,Мурманск,бухгалтер,35000,нет
Беркунова,Дарья,жен,29,156,Санкт-Петербург,руководитель группы,500000,да
Берлева,Анна,жен,31,165,Ачинск,директор предприятия,400000,да
Берляков,Василий,муж,31,164,Уфа,кондитер,600000,да
Бернов,Антон,муж,40,180,Калининград,инженер,100000,нет
Берюлева,Марина,жен,49,179,Омск,учитель,300000,да
Бесланцев,Пётр,муж,22,179,Санкт-Петербург,кондитер,25000,нет
Бестиникова,Анна,жен,57,180,Мурманск,директор предприятия,400000,да
Бесшапошникова,Кристина,жен,51,187,Омск,ведущий инженер,800000,да
Бетеев,Михаил,муж,47,189,Владимир,руководитель группы,900000,нет
Бехбудов,Александр,муж,51,162,Москва,учитель,800000,нет
Бехметьев,Сергей,муж,53,180,Калининград,ведущий инженер,40000,нет
Беялева,Марина,жен,41,175,Москва,директор предприятия,700000,нет
Бжостовска,Евгения,жен,31,171,Калининград,кондитер,800000,нет
Бибашов,Василий,муж,43,163,Мурманск,учитель,90000,да
Бибнева,Диана,жен,31,179,Москва,бухгалтер,400000,нет
Бигишева,Юлия,жен,51,178,Москва,учитель,80000,да
Бизев,Антон,муж,47,168,Казань,учитель,700000,да
Бикбаев,Сергей,муж,45,159,Владимир,учитель,250000,да
Биккузина,Анастасия,жен,49,186,Ачинск,кондитер,40000,да
Бикточиров,Никита,муж,29,179,Калининград,инженер,25000,да
Бикчантаева,Диана,жен,53,159,Владимир,инженер,25000,нет
Билюгина,Марина,жен,51,175,Ачинск,кондитер,40000,да
Бинов,Антон,муж,20,165,Уфа,учитель,150000,нет
Бирюзов,Никита,муж,35,170,Рязань,конструктор,60000,нет
Биряйцев,Сергей,муж,52,167,Москва,учитель,150000,да
Битков,Сергей,муж,51,180,Рязань,инженер,250000,нет
Битюкова,Ольга,жен,27,170,Калининград,инженер,700000,нет
Бихванов,Андрей,муж,33,181,Омск,директор предприятия,200000,нет
Биченкова,Мария,жен,38,162,Мурманск,конструктор,350000,нет
Бишнева,Диана,жен,26,158,Москва,учитель,150000,нет
Благосклонов,Максим,муж,53,188,Казань,руководитель группы,25000,да
Блазнинов,Антон,муж,23,178,Калининград,конструктор,90000,да
Бленцев,Антон,муж,18,160,Санкт-Петербург,ведущий инженер,250000,нет
Блискунова,Юлия,жен,23,164,Уфа,директор предприятия,150000,да
Блокова,Мария,жен,59,179,Ачинск,конструктор,900000,нет
Блохинцева,Марина,жен,34,166,Калининград,бухгалтер,600000,да
Блудшева,Ольга,жен,56,164,Уфа,конструктор,20000,нет
Блюнов,Антон,муж,39,155,Казань,кондитер,35000,да
Бобга,Юлия,жен,27,161,Владимир,инженер,40000,нет
Бобленкова,Кристина,жен,18,177,Москва,руководитель группы,300000,нет
Бобовников,Максим,муж,41,156,Мурманск,ведущий инженер,250000,да
Бобриков,Андрей,муж,39,175,Омск,учитель,20000,да
Богавлев,Антон,муж,44,155,Казань,директор предприятия,25000,да
Богачанова,Анна,жен,45,184,Владимир,кондитер,60000,да
Богданорова,Мария,жен,20,173,Омск,ведущий инженер,90000,да
Богитов,Максим,муж,33,163,Казань,кондитер,150000,да
Боговеева,Мария,жен,53,189,Казань,бухгалтер,50000,да
Богомидов,Максим,муж,44,184,Омск,бухгалтер,60000,да
Богоудинова,Евгения,жен,18,171,Уфа,бухгалтер,25000,да
Богрецов,Андрей,муж,32,177,Рязань,ведущий инженер,90000,да
Богухвалова,Ольга,жен,58,162,Калининград,конструктор,100000,да
Бодренков,Антон,муж,23,165,Мурманск,инженер,600000,нет
Бодрецова,Мария,жен,28,161,Рязань,учитель,700000,нет
Божакина,Кристина,жен,59,159,Санкт-Петербург,инженер,25000,да
Боженкова,Диана,жен,51,167,Москва,ведущий инженер,30000,нет
Бокучаева,Дарья,жен,45,159,Калининград,кондитер,700000,нет
Болдузев,Пётр,муж,32,171,Санкт-Петербург,директор предприятия,60000,да
Болкарева,Анастасия,жен,28,179,Омск,бухгалтер,500000,нет
Болкунова,Ольга,жен,25,189,Ачинск,конструктор,80000,нет
Боловикова,Анастасия,жен,58,170,Владимир,кондитер,250000,нет
Болонкина,Анна,жен,42,180,Уфа,кондитер,800000,да
Болотина,Мария,жен,41,186,Ачинск,учитель,150000,нет
Болсинов,Василий,муж,51,187,Рязань,директор предприятия,45000,да
Болтасев,Андрей,муж,27,160,Уфа,кондитер,700000,да
Болтов,Никита,муж,54,181,Казань,инженер,150000,нет
Болуева,Мария,жен,49,182,Калининград,ведущий инженер,25000,да
Большуков,Антон,муж,31,165,Омск,учитель,150000,да
Бомина,Кристина,жен,40,183,Владимир,учитель,700000,нет
Бонопартов,Василий,муж,48,166,Мурманск,ведущий инженер,35000,нет
Борбакова,Ольга,жен,58,180,Владимир,бухгалтер,30000,нет
Бордеев,Антон,муж,30,155,Рязань,ведущий инженер,20000,да
Бордюкова,Евгения,жен,55,167,Омск,конструктор,800000,нет
Борздунова,Анна,жен,45,174,Омск,бухгалтер,70000,нет
Борищев,Максим,муж,37,170,Уфа,учитель,50000,нет
Боробова,Дарья,жен,24,169,Уфа,директор предприятия,25000,да
