Фамилия,Имя,Пол,Возраст,Рост,Город,Должность,Зарплата,Транспорт
Афтаев,Михаил,муж,39,157,Калининград,руководитель группы,40000,нет
Ахмадьянова,Марина,жен,38,184,Калининград,инженер,500000,нет
Ахметвалиев,Андрей,муж,38,159,Москва,бухгалтер,200000,нет
Ахметханов,Михаил,муж,25,182,Москва,инженер,150000,да
Ахремов,Василий,муж,48,160,Владимир,руководитель группы,200000,нет
Ахроменков,Василий,муж,38,186,Владимир,директор предприятия,700000,да
Ахтариева,Анна,жен,32,156,Владимир,инженер,20000,да
Ахуба,Евгения,жен,29,155,Москва,ведущий инженер,70000,нет
Ачейкина,Кристина,жен,28,173,Москва,инженер,90000,нет
Ашарфутдинов,Никита,муж,33,178,Москва,директор предприятия,35000,нет
Ашитков,Антон,муж,52,172,Ачинск,ведущий инженер,400000,да
Ашрапов,Антон,муж,27,180,Владимир,ведущий инженер,40000,да
Ашхотов,Михаил,муж,31,174,Мурманск,кондитер,70000,да
Аякиев,Андрей,муж,44,156,Калининград,руководитель группы,35000,да
Бабасова,Анна,жен,30,185,Ачинск,инженер,300000,нет
Бабашенков,Александр,муж,43,157,Мурманск,ведущий инженер,50000,да
Бабинова,Евгения,жен,25,180,Москва,инженер,70000,да
Бабичев,Никита,муж,45,178,Калининград,инженер,600000,да
Бабушинов,Никита,муж,27,163,Ачинск,учитель,60000,да
Бавинова,Диана,жен,56,184,Ачинск,конструктор,350000,нет
Багатуров,Пётр,муж,47,174,Омск,ведущий инженер,400000,нет
Багдатьев,Василий,муж,22,161,Москва,ведущий инженер,35000,да
Багоза,Дарья,жен,33,175,Калининград,конструктор,45000,нет
Бада,Анна,жен,43,181,Калининград,конструктор,30000,да
Бадардинов,Никита,муж,48,185,Мурманск,ведущий инженер,400000,нет
Бадеков,Сергей,муж,57,158,Ачинск,бухгалтер,90000,да
Бадиенков,Василий,муж,58,156,Мурманск,учитель,70000,да
Бадыкина,Кристина,жен,47,175,Уфа,директор предприятия,400000,нет
Бадяев,Андрей,муж,58,189,Ачинск,конструктор,400000,да
Бажкова,Анастасия,жен,38,189,Казань,учитель,600000,да
Базаитова,Юлия,жен,27,178,Уфа,учитель,800000,нет
Базаркина,Диана,жен,41,185,Рязань,руководитель группы,400000,да
Базетова,Ольга,жен,42,160,Ачинск,кондитер,20000,да
Базюков,Никита,муж,51,174,Мурманск,ведущий инженер,300000,нет
Байдалинов,Сергей,муж,49,168,Мурманск,ведущий инженер,800000,нет
Байлунова,Ольга,жен,53,171,Казань,директор предприятия,200000,нет
Байнев,Никита,муж,32,165,Мурманск,руководитель группы,500000,да
Байромова,Евгения,жен,48,189,Владимир,кондитер,500000,нет
Байтова,Кристина,жен,33,179,Рязань,учитель,40000,нет
Байчурина,Мария,жен,22,180,Санкт-Петербург,учитель,600000,нет
Бакарькова,Юлия,жен,33,156,Мурманск,ведущий инженер,35000,да
Бакелова,Кристина,жен,39,183,Калининград,инженер,350000,да
Бакожина,Марина,жен,49,178,Владимир,конструктор,45000,да
Бакренева,Диана,жен,21,168,Владимир,директор предприятия,500000,нет
Бакутенков,Василий,муж,59,171,Москва,руководитель группы,500000,нет
Бакшевников,Антон,муж,51,168,Ачинск,ведущий инженер,60000,да
Балагина,Юлия,жен,45,188,Ачинск,директор предприятия,600000,нет
Балаенкова,Евгения,жен,27,185,Калининград,директор предприятия,90000,нет
Балаклеева,Мария,жен,57,159,Санкт-Петербург,учитель,100000,да
Балашев,Никита,муж,43,186,Москва,директор предприятия,100000,да
Балдаков,Василий,муж,40,182,Владимир,инженер,20000,да
Балдыжева,Дарья,жен,54,186,Мурманск,кондитер,600000,да
Балесков,Антон,муж,41,172,Санкт-Петербург,конструктор,250000,да
Балиева,Анастасия,жен,50,165,Ачинск,инженер,150000,да
Балмошнов,Александр,муж,24,169,Ачинск,руководитель группы,250000,да
Баловинцева,Диана,жен,43,171,Рязань,ведущий инженер,70000,да
Балосинская-евкина,Юлия,жен,22,183,Калининград,директор предприятия,250000,нет
Балявина,Диана,жен,52,172,Владимир,инженер,200000,нет
Банадысев,Александр,муж,33,163,Уфа,инженер,40000,нет
Банкрашков,Максим,муж,25,169,Мурманск,бухгалтер,800000,нет
Банышева,Мария,жен,23,162,Мурманск,учитель,60000,нет
Барабашина,Евгения,жен,42,164,Рязань,кондитер,70000,да
Баранова-журавлева,Дарья,жен,57,160,Санкт-Петербург,руководитель группы,50000,нет
Баранцов,Антон,муж,19,185,Мурманск,бухгалтер,20000,да
Барахов,Сергей,муж,21,189,Санкт-Петербург,конструктор,40000,да
Барашова,Марина,жен,33,165,Калининград,учитель,20000,нет
Барбара,Анна,жен,35,169,Калининград,директор предприятия,300000,нет
Барбосова,Диана,жен,47,168,Калининград,директор предприятия,200000,нет
Бардина,Мария,жен,50,168,Калининград,руководитель группы,250000,да
Баричева,Евгения,жен,34,186,Уфа,конструктор,300000,нет
Баркалова,Дарья,жен,34,185,Рязань,конструктор,300000,да
Барклаева,Юлия,жен,43,188,Владимир,конструктор,200000,да
Бармакина,Мария,жен,33,182,Санкт-Петербург,руководитель группы,800000,нет
Барминов,Василий,муж,23,169,Омск,руководитель группы,900000,да
Барнова,Анастасия,жен,56,156,Ачинск,конструктор,20000,да
Баронова,Евгения,жен,38,164,Уфа,бухгалтер,30000,нет
Бартяева,Юлия,жен,23,163,Казань,конструктор,700000,нет
Бархатова,Диана,жен,40,159,Ачинск,бухгалтер,700000,да
Барцев,Антон,муж,37,174,Ачинск,кондитер,400000,да
Барынкина,Мария,жен,34,178,Владимир,руководитель группы,900000,нет
Баряева,Ольга,жен,45,179,Рязань,директор предприятия,90000,нет
Баскиков,Василий,муж,24,185,Уфа,директор предприятия,25000,нет
Бастрикина,Мария,жен,57,155,Москва,ведущий инженер,40000,да
Батавина,Ольга,жен,31,164,Рязань,руководитель группы,350000,да
Батайкина,Анна,жен,25,180,Мурманск,конструктор,600000,нет
Батамирова,Евгения,жен,28,185,Уфа,конструктор,250000,да
Батрамеев,Никита,муж,54,185,Уфа,учитель,60000,нет
Батуричев,Никита,муж,56,177,Москва,бухгалтер,70000,нет
Батушина,Ольга,жен,34,185,Ачинск,руководитель группы,30000,нет
Батюева,Евгения,жен,32,179,Уфа,руководитель группы,800000,да
Бауамара,Мария,жен,47,161,Мурманск,ведущий инженер,200000,да
Бахалдина,Диана,жен,49,177,Казань,кондитер,90000,да
Бахлятьев,Александр,муж,33,181,Мурманск,инженер,90000,да
Бахтигареев,Антон,муж,29,162,Москва,учитель,700000,нет
Бахтызина,Диана,жен,49,180,Рязань,конструктор,900000,да
Бахчеева,Анна,жен,30,183,Ачинск,директор предприятия,70000,да
Бача,Юлия,жен,22,189,Владимир,директор предприятия,70000,да
Бачигина,Кристина,жен,52,169,Омск,кондитер,500000,нет
Башарина,Кристина,жен,41,176,Омск,руководитель группы,60000,нет
Башикова,Анна,жен,19,160,Омск,бухгалтер,250000,нет
Башкаров,Сергей,муж,55,158,Санкт-Петербург,ведущий инженер,800000,да
Башкирев,Андрей,муж,29,189,Рязань,руководитель группы,60000,да
Башмакова,Юлия,жен,57,183,Ачинск,директор предприятия,400000,нет
Башунов,Василий,муж,22,168,Москва,кондитер,35000,да
Бегизов,Никита,муж,39,162,Ачинск,учитель,40000,нет
Бедардинова,Юлия,жен,59,169,Ачинск,конструктор,200000,да
Бедонина,Марина,жен,23,177,Санкт-Петербург,директор предприятия,50000,да
Бежелуков,Никита,муж,53,157,Владимир,бухгалтер,45000,нет
Безбрязова,Ольга,жен,54,179,Москва,руководитель группы,20000,да
Бездуганова,Диана,жен,40,170,Санкт-Петербург,ведущий инженер,500000,да
Безладнов,Михаил,муж,23,187,Уфа,учитель,40000,нет
Безмодов,Никита,муж,45,167,Мурманск,бухгалтер,300000,да
Безператова,Диана,жен,50,179,Ачинск,директор предприятия,35000,да
Безруков-семенов,Андрей,муж,26,174,Рязань,руководитель группы,90000,да
Безуглина,Юлия,жен,28,157,Казань,бухгалтер,400000,нет
Безунов,Василий,муж,43,175,Москва,директор предприятия,100000,да
Безшапошнова,Юлия,жен,57,187,Казань,конструктор,50000,нет
Бейзеров,Пётр,муж,45,184,Ачинск,ведущий инженер,100000,да
Бейтуганова,Анна,жен,43,172,Санкт-Петербург,ведущий инженер,600000,нет
Бекбаев,Александр,муж,55,179,Владимир,руководитель группы,80000,нет
Бекметова,Ольга,жен,34,174,Уфа,бухгалтер,500000,нет
Бекнева,Юлия,жен,48,188,Уфа,конструктор,350000,нет
Белавенцев,Андрей,муж,26,168,Казань,ведущий инженер,45000,нет
Белахова,Марина,жен,18,174,Ачинск,ведущий инженер,80000,нет
Белевцов,Михаил,муж,23,172,Москва,директор предприятия,200000,нет
Беленкова,Кристина,жен,24,161,Казань,учитель,50000,нет
Белобрагина,Дарья,жен,30,166,Мурманск,руководитель группы,250000,нет
Белоброва,Анна,жен,38,162,Омск,директор предприятия,900000,нет
Беловолов,Максим,муж,48,186,Казань,директор предприятия,150000,нет
Белоликов,Михаил,муж,24,173,Санкт-Петербург,учитель,300000,нет
Беломестнов,Василий,муж,50,164,Рязань,руководитель группы,35000,да
Белоручева-марьясина,Кристина,жен,44,155,Санкт-Петербург,директор предприятия,200000,да
Белослюдов,Сергей,муж,19,183,Санкт-Петербург,конструктор,500000,нет
Белофанова,Диана,жен,47,180,Санкт-Петербург,ведущий инженер,400000,нет
Бельга,Диана,жен,46,171,Казань,бухгалтер,700000,да
Бельчев,Василий,муж,24,176,Омск,учитель,35000,нет
Белянкина,Дарья,жен,24,163,Омск,директор предприятия,20000,нет
Белярова,Диана,жен,40,183,Казань,директор предприятия,25000,нет
Бендюгов,Александр,муж,33,165,Калининград,учитель,200000,да
Бенкерова,Евгения,жен,41,186,Уфа,кондитер,500000,нет
Бенусов,Сергей,муж,32,167,Калининград,конструктор,300000,нет
Бердешева,Анастасия,жен,24,187,Омск,ведущий инженер,40000,да
Берегова,Дарья,жен,46,172,Мурманск,ведущий инженер,200000,да
Березанцева,Мария,жен,26,161,Мурманск,директор предприятия,250000,да
Березнев,Антон,муж,58,163,Омск,бухгалтер,40000,нет
Берестенникова,Марина,жен,18,176,Уфа,инженер,30000,нет
Берзуков,Максим,муж,24,160,Уфа,кондитер,100000,нет
Берлеев,Михаил,муж,21,187,Уфа,директор предприятия,90000,нет
Бермилеев,Пётр,муж,51,171,Уфа,кондитер,50000,да
Берцева,Евгения,жен,19,175,Москва,директор предприятия,500000,нет
Бесжалов,Андрей,муж,43,187,Рязань,ведущий инженер,700000,нет
Бесплатнов,Максим,муж,48,166,Калининград,руководитель группы,400000,нет
Бессалов,Пётр,муж,39,160,Мурманск,кондитер,600000,нет
Бесчетвертнов,Василий,муж,31,162,Ачинск,руководитель группы,90000,да
Бетерякова,Анастасия,жен,49,186,Москва,ведущий инженер,50000,да
Бехта,Диана,жен,30,171,Уфа,учитель,900000,нет
Бечейкина,Анна,жен,44,186,Рязань,руководитель группы,800000,да
Бешменев,Александр,муж,56,171,Москва,кондитер,200000,да
Бигачева,Марина,жен,36,181,Москва,руководитель группы,90000,нет
Биджамов,Василий,муж,56,170,Владимир,конструктор,600000,да
Бижов,Михаил,муж,22,170,Уфа,инженер,500000,нет
Бизиков,Михаил,муж,35,186,Рязань,ведущий инженер,25000,нет
Биказоваа,Анна,жен,44,159,Калининград,бухгалтер,50000,да
Биккулов,Максим,муж,26,188,Рязань,директор предприятия,70000,нет
Биксентеев,Сергей,муж,27,187,Владимир,директор предприятия,20000,да
Биктяшева,Анастасия,жен,20,162,Калининград,учитель,70000,да
Билелетдинов,Александр,муж,44,160,Ачинск,инженер,50000,да
Бильков,Антон,муж,56,173,Уфа,руководитель группы,20000,да
Билялов,Михаил,муж,29,172,Рязань,конструктор,35000,да
Бирилев,Максим,муж,43,179,Владимир,директор предприятия,60000,нет
Бирков,Михаил,муж,18,180,Казань,руководитель группы,80000,да
Бирюлечева,Анна,жен,26,173,Уфа,директор предприятия,20000,да
Биряев,Сергей,муж,36,177,Мурманск,инженер,35000,да
Бит-бунова,Евгения,жен,47,155,Мурманск,бухгалтер,20000,да
Битова,Ольга,жен,43,183,Санкт-Петербург,ведущий инженер,90000,нет
Битханова,Мария,жен,19,173,Ачинск,ведущий инженер,100000,да
Бичарова,Анна,жен,48,165,Ачинск,конструктор,300000,да
Благирева,Анна,жен,54,161,Ачинск,руководитель группы,25000,да
Благодаров,Михаил,муж,27,164,Уфа,руководитель группы,800000,да
Благочев,Никита,муж,51,166,Уфа,руководитель группы,800000,да
Блаженкина,Анастасия,жен,27,159,Санкт-Петербург,директор предприятия,350000,нет
Блатов,Пётр,муж,35,181,Казань,конструктор,700000,да
Блданова,Юлия,жен,39,185,Санкт-Петербург,инженер,60000,нет
Блехов,Сергей,муж,22,166,Санкт-Петербург,бухгалтер,600000,нет
Блиев,Пётр,муж,18,156,Омск,кондитер,20000,да
Блиндяева,Ольга,жен,54,177,Уфа,учитель,30000,да
Блунова,Диана,жен,42,169,Рязань,директор предприятия,150000,да
Бляхера,Диана,жен,44,162,Омск,конструктор,500000,да
Бобиков,Сергей,муж,26,162,Ачинск,учитель,25000,да
Бободина,Кристина,жен,37,189,Уфа,директор предприятия,45000,да
Бобринев,Пётр,муж,24,171,Санкт-Петербург,директор предприятия,400000,да
Бобрышова,Дарья,жен,29,182,Санкт-Петербург,директор предприятия,45000,нет
Бовина,Кристина,жен,56,159,Москва,руководитель группы,50000,да
Богадица,Кристина,жен,26,157,Омск,кондитер,700000,нет
Боганова,Ольга,жен,54,179,Уфа,кондитер,800000,да
Богаченков,Сергей,муж,58,171,Калининград,бухгалтер,300000,нет
Богдасарова,Марина,жен,27,163,Уфа,конструктор,40000,нет
Богомаров,Михаил,муж,50,178,Ачинск,директор предприятия,40000,да
Богопомочева,Анастасия,жен,24,177,Казань,конструктор,150000,да
Богренцева,Анна,жен,18,176,Рязань,руководитель группы,900000,нет
Богушева,Мария,жен,37,163,Калининград,конструктор,250000,да
Бодачева,Дарья,жен,48,167,Калининград,бухгалтер,250000,да
Бодулев,Пётр,муж,39,176,Казань,руководитель группы,50000,да
Боздрикова,Дарья,жен,52,189,Казань,руководитель группы,20000,нет
Бокалев,Михаил,муж,43,163,Омск,ведущий инженер,35000,нет
Боканова,Анна,жен,57,174,Владимир,ведущий инженер,90000,нет
Бокулева,Диана,жен,19,161,Москва,конструктор,800000,да
Болатаева,Евгения,жен,52,167,Рязань,инженер,50000,нет
Болесов,Михаил,муж,42,158,Омск,учитель,500000,да
