Фамилия,Имя,Пол,Возраст,Рост,Город,Должность,Зарплата,Транспорт
Артаманцев,Андрей,муж,28,177,Ачинск,конструктор,25000,нет
Арташова,Юлия,жен,41,167,Санкт-Петербург,кондитер,150000,нет
Артемонова,Марина,жен,39,173,Казань,учитель,25000,нет
Артюпов,Пётр,муж,21,166,Владимир,бухгалтер,25000,да
Артюшечкина,Юлия,жен,49,168,Ачинск,ведущий инженер,70000,нет
Арутчев,Василий,муж,29,175,Ачинск,директор предприятия,50000,нет
Арцев,Александр,муж,39,170,Мурманск,инженер,45000,нет
Аршемова,Ольга,жен,34,158,Казань,руководитель группы,100000,нет
Арятькова,Кристина,жен,43,185,Уфа,инженер,900000,да
Асалеева,Анна,жен,42,162,Москва,директор предприятия,90000,нет
Асева,Дарья,жен,25,185,Ачинск,кондитер,30000,нет
Асколов,Никита,муж,43,187,Калининград,ведущий инженер,35000,да
Аскреткина,Анастасия,жен,49,176,Ачинск,руководитель группы,200000,нет
Асметков,Пётр,муж,41,156,Уфа,конструктор,350000,да
Астраханцева,Юлия,жен,55,156,Казань,кондитер,35000,да
Астрецова,Мария,жен,57,181,Уфа,бухгалтер,50000,да
Асханова,Кристина,жен,33,159,Рязань,директор предприятия,300000,да
Атбаева,Кристина,жен,41,162,Казань,руководитель группы,45000,да
Атланова,Диана,жен,45,171,Ачинск,конструктор,30000,нет
Атменеева,Дарья,жен,46,155,Мурманск,конструктор,600000,да
Атреньев,Никита,муж,37,187,Калининград,конструктор,600000,да
Афанасьев,Андрей,муж,29,177,Москва,ведущий инженер,700000,да
Афенкина,Марина,жен,55,187,Калининград,ведущий инженер,800000,нет
Афиногентов,Сергей,муж,48,157,Владимир,инженер,500000,нет
Афончев,Михаил,муж,58,162,Мурманск,конструктор,80000,да
Афросина,Диана,жен,22,172,Санкт-Петербург,инженер,80000,нет
Афтахов,Сергей,муж,34,173,Владимир,директор предприятия,200000,нет
Ахаров,Василий,муж,55,171,Рязань,ведущий инженер,20000,да
Ахлестов,Максим,муж,28,158,Владимир,инженер,90000,да
Ахметдеев,Пётр,муж,46,169,Калининград,инженер,800000,нет
Ахметьянов,Никита,муж,18,160,Уфа,конструктор,80000,да
Ахмистова,Анастасия,жен,35,187,Владимир,инженер,200000,да
Ахромеев,Антон,муж,26,175,Калининград,конструктор,800000,да
Ачкасова,Анна,жен,57,155,Рязань,бухгалтер,800000,нет
Ашимбаева,Евгения,жен,43,155,Казань,учитель,45000,нет
Ашканов,Пётр,муж,35,167,Ачинск,директор предприятия,600000,нет
Ашрафединов,Максим,муж,37,158,Уфа,конструктор,90000,нет
Бабанов,Александр,муж,24,164,Мурманск,учитель,250000,да
Бабарскова,Диана,жен,19,166,Рязань,конструктор,900000,нет
Бабаянцева,Кристина,жен,59,174,Москва,инженер,90000,нет
Бабиев,Михаил,муж,48,182,Владимир,руководитель группы,50000,нет
Бабнева,Ольга,жен,21,173,Омск,директор предприятия,40000,да
Бабунников,Антон,муж,51,164,Санкт-Петербург,директор предприятия,90000,нет
Бабыничев,Сергей,муж,49,184,Калининград,инженер,35000,да
Багашов,Никита,муж,28,162,Ачинск,учитель,100000,нет
Багнюков,Антон,муж,24,187,Мурманск,учитель,700000,да
Баданова,Анастасия,жен,29,189,Рязань,кондитер,700000,да
Бадейкина,Евгения,жен,52,187,Казань,конструктор,400000,да
Бадрединов,Пётр,муж,59,187,Санкт-Петербург,учитель,60000,да
Бадушева,Дарья,жен,36,164,Мурманск,конструктор,700000,да
Бадяудинов,Никита,муж,26,188,Мурманск,директор предприятия,80000,нет
Бажинов,Антон,муж,51,186,Уфа,инженер,400000,да
Базаева,Дарья,жен,27,189,Ачинск,бухгалтер,20000,да
Базжина,Анастасия,жен,59,165,Ачинск,ведущий инженер,500000,нет
Базулева,Анна,жен,25,175,Калининград,бухгалтер,200000,да
Баилов,Антон,муж,32,170,Мурманск,директор предприятия,60000,да
Бай-балаева,Марина,жен,42,163,Казань,учитель,25000,да
Байданова,Марина,жен,20,176,Омск,кондитер,150000,нет
Байдуанов,Василий,муж,41,167,Санкт-Петербург,руководитель группы,40000,да
Баймасова,Кристина,жен,23,178,Санкт-Петербург,инженер,80000,да
Баймуратова,Анна,жен,46,161,Санкт-Петербург,кондитер,400000,да
Байтимерова,Мария,жен,57,182,Москва,ведущий инженер,45000,да
Бакалдина,Ольга,жен,42,156,Уфа,руководитель группы,100000,да
Бакаринова,Дарья,жен,53,167,Омск,учитель,20000,нет
Бакишева,Ольга,жен,29,184,Казань,учитель,25000,да
Баклыков,Михаил,муж,33,159,Казань,ведущий инженер,900000,нет
Баксеанов,Антон,муж,24,174,Ачинск,директор предприятия,150000,нет
Бакунцева,Анастасия,жен,43,167,Уфа,учитель,45000,да
Бакштакина,Юлия,жен,52,169,Мурманск,кондитер,35000,нет
Балабенков,Антон,муж,56,156,Калининград,кондитер,700000,да
Балавнева,Анна,жен,49,186,Омск,руководитель группы,700000,да
Баланова,Кристина,жен,26,177,Мурманск,ведущий инженер,800000,нет
Баласова,Евгения,жен,36,164,Рязань,инженер,60000,нет
Балаховцев,Василий,муж,19,156,Москва,конструктор,100000,да
Балашков,Максим,муж,21,165,Владимир,бухгалтер,800000,нет
Балбасов,Никита,муж,25,179,Владимир,бухгалтер,500000,да
Баликоева,Ольга,жен,34,172,Рязань,кондитер,800000,да
Баличева,Анастасия,жен,47,156,Омск,учитель,25000,нет
Балматков,Никита,муж,40,182,Калининград,кондитер,100000,нет
Балндовцева,Дарья,жен,23,159,Рязань,инженер,200000,да
Балычев,Никита,муж,45,164,Ачинск,ведущий инженер,90000,да
Балясов,Василий,муж,34,183,Калининград,директор предприятия,50000,нет
Бандалетов,Пётр,муж,19,173,Калининград,учитель,60000,нет
Бандукова,Евгения,жен,33,165,Уфа,конструктор,90000,нет
Баннанова,Кристина,жен,30,182,Владимир,директор предприятия,500000,да
Банукова,Евгения,жен,59,163,Санкт-Петербург,инженер,60000,нет
Барабашков,Василий,муж,43,176,Рязань,директор предприятия,45000,да
Барадулина,Евгения,жен,40,181,Владимир,ведущий инженер,600000,нет
Баранникова,Евгения,жен,47,164,Омск,директор предприятия,150000,да
Баранчугов,Василий,муж,26,172,Санкт-Петербург,кондитер,900000,нет
Барашева,Мария,жен,22,160,Уфа,директор предприятия,900000,нет
Барбатенкова,Евгения,жен,30,155,Санкт-Петербург,директор предприятия,70000,да
Барданова,Юлия,жен,27,167,Рязань,конструктор,70000,да
Бардышев,Антон,муж,35,167,Мурманск,руководитель группы,800000,да
Баржникова,Ольга,жен,26,189,Уфа,конструктор,350000,нет
Баркетов,Пётр,муж,28,162,Рязань,конструктор,300000,нет
Барлуков,Антон,муж,51,169,Казань,учитель,200000,нет
Барнашова,Диана,жен,50,169,Уфа,конструктор,700000,да
Барта,Анастасия,жен,28,186,Владимир,конструктор,800000,нет
Барухина,Дарья,жен,54,188,Казань,руководитель группы,80000,да
Барухов,Александр,муж,44,185,Уфа,руководитель группы,150000,нет
Барчев,Василий,муж,34,157,Рязань,кондитер,70000,да
Баршенев,Михаил,муж,54,165,Омск,конструктор,45000,да
Барышнева,Ольга,жен,34,166,Санкт-Петербург,бухгалтер,70000,да
Барюков,Антон,муж,46,177,Мурманск,руководитель группы,20000,нет
Басилов,Александр,муж,20,173,Рязань,кондитер,400000,нет
Баснина,Анастасия,жен,56,184,Владимир,директор предприятия,150000,нет
Бассарова,Марина,жен,43,179,Москва,кондитер,35000,нет
Батагов,Василий,муж,53,179,Омск,конструктор,500000,нет
Батайкина,Ольга,жен,36,155,Калининград,кондитер,500000,нет
Баташов,Антон,муж,27,177,Казань,конструктор,700000,нет
Батеев,Пётр,муж,31,173,Омск,руководитель группы,100000,нет
Батретдинов,Василий,муж,27,173,Мурманск,директор предприятия,60000,нет
Батутемирова,Марина,жен,35,165,Калининград,ведущий инженер,200000,да
Баукина,Дарья,жен,46,187,Калининград,бухгалтер,350000,нет
Бахаев,Василий,муж,42,174,Мурманск,ведущий инженер,700000,да
Бахлитьева,Диана,жен,42,189,Омск,бухгалтер,25000,да
Бахтиюзина,Анна,жен,25,167,Казань,учитель,45000,да
Бахтюкова,Анастасия,жен,42,179,Казань,конструктор,700000,нет
Бачурина,Юлия,жен,44,176,Ачинск,руководитель группы,400000,да
Баширова,Кристина,жен,36,155,Омск,конструктор,700000,да
Башнева,Кристина,жен,29,179,Омск,кондитер,300000,нет
Баюкина,Дарья,жен,41,186,Москва,конструктор,250000,да
Бегидов,Андрей,муж,18,180,Мурманск,бухгалтер,90000,да
Бегоева,Ольга,жен,20,156,Санкт-Петербург,директор предприятия,70000,нет
Бедаков,Андрей,муж,21,174,Калининград,бухгалтер,20000,нет
Бедидуллина,Анна,жен,24,169,Омск,кондитер,90000,да
Бединов,Антон,муж,52,174,Ачинск,кондитер,150000,да
Бездомников,Сергей,муж,24,168,Москва,ведущий инженер,20000,нет
Безлобова,Марина,жен,55,170,Ачинск,бухгалтер,45000,нет
Безокова,Евгения,жен,35,155,Мурманск,инженер,600000,нет
Безрученков,Василий,муж,46,189,Мурманск,ведущий инженер,500000,да
Бейрутов,Александр,муж,28,165,Рязань,бухгалтер,800000,нет
Бекенев,Михаил,муж,35,176,Казань,бухгалтер,700000,нет
Бекзантеева,Анастасия,жен,29,184,Мурманск,конструктор,30000,нет
Беклимешева,Юлия,жен,51,177,Уфа,конструктор,600000,да
Бекова,Анастасия,жен,31,183,Мурманск,конструктор,90000,нет
Белгородцева,Дарья,жен,37,168,Казань,инженер,25000,нет
Белевцев,Максим,муж,41,167,Владимир,учитель,500000,да
Беликеев,Андрей,муж,19,180,Уфа,инженер,900000,да
Беличенкова,Мария,жен,32,177,Казань,конструктор,60000,нет
Белобородов,Александр,муж,48,158,Санкт-Петербург,директор предприятия,500000,нет
Белогорлов,Сергей,муж,25,185,Москва,директор предприятия,45000,да
Белодворцева,Дарья,жен,21,171,Мурманск,ведущий инженер,150000,да
Белокина,Дарья,жен,21,160,Калининград,учитель,600000,да
Белолапкина,Дарья,жен,52,167,Казань,директор предприятия,100000,да
Беломытцева,Дарья,жен,23,167,Казань,бухгалтер,80000,нет
Белотелова,Анна,жен,41,166,Санкт-Петербург,инженер,25000,нет
Белоцветов,Пётр,муж,58,182,Ачинск,ведущий инженер,500000,нет
Белошова,Ольга,жен,39,169,Калининград,учитель,50000,нет
Белужкина,Дарья,жен,59,183,Москва,инженер,250000,нет
Белялова,Мария,жен,35,165,Уфа,бухгалтер,25000,нет
Белянченков,Сергей,муж,46,164,Москва,учитель,500000,нет
Бенуа,Ольга,жен,36,163,Владимир,инженер,400000,да
Бенюмов,Максим,муж,47,174,Владимир,учитель,35000,нет
Бервинова,Анастасия,жен,32,177,Уфа,кондитер,25000,да
Берденникова,Юлия,жен,54,178,Омск,конструктор,600000,нет
Беребердина,Мария,жен,43,169,Москва,учитель,600000,да
Беренгилов,Антон,муж,20,182,Казань,кондитер,700000,нет
Берестова,Диана,жен,42,157,Калининград,конструктор,60000,да
Бермусова,Дарья,жен,56,160,Мурманск,директор предприятия,500000,да
Беседа,Анастасия,жен,28,180,Рязань,ведущий инженер,20000,да
Беслекоева,Юлия,жен,36,170,Уфа,бухгалтер,800000,нет
Бессадов,Пётр,муж,35,164,Рязань,руководитель группы,25000,нет
Бессчеткова,Ольга,жен,42,172,Рязань,бухгалтер,350000,да
Бетешева,Ольга,жен,26,166,Калининград,руководитель группы,900000,нет
Бибашова,Дарья,жен,23,175,Санкт-Петербург,бухгалтер,250000,да
Бибищев,Василий,муж,52,163,Рязань,кондитер,50000,да
Бигильдина,Марина,жен,46,161,Ачинск,учитель,400000,нет
Бижанова,Евгения,жен,21,167,Казань,инженер,30000,да
Бизиков,Никита,муж,21,187,Мурманск,кондитер,25000,нет
Бикбулатова,Анна,жен,21,155,Омск,ведущий инженер,30000,нет
Бикмуллина,Анна,жен,48,161,Омск,конструктор,100000,да
Биктимеров,Александр,муж,39,155,Москва,директор предприятия,25000,да
Бильдяев,Сергей,муж,35,177,Москва,инженер,100000,нет
Билялитдинов,Максим,муж,47,162,Владимир,кондитер,30000,нет
Бирюза,Евгения,жен,29,159,Уфа,руководитель группы,90000,да
Бисеркина,Диана,жен,43,173,Санкт-Петербург,учитель,600000,да
Битюшева,Евгения,жен,50,183,Мурманск,директор предприятия,400000,да
Блаженова,Марина,жен,56,168,Калининград,учитель,90000,да
Бланта,Анна,жен,23,178,Ачинск,руководитель группы,25000,нет
Блашанков,Александр,муж,49,159,Уфа,ведущий инженер,900000,нет
Блокова,Ольга,жен,32,181,Казань,ведущий инженер,100000,нет
Бляхорова,Ольга,жен,20,189,Мурманск,директор предприятия,250000,нет
Боборухина,Мария,жен,59,167,Ачинск,бухгалтер,900000,нет
Бобылина,Мария,жен,43,169,Казань,бухгалтер,40000,нет
Бовтунов,Михаил,муж,30,188,Ачинск,конструктор,600000,нет
Бовшеверов,Александр,муж,59,159,Ачинск,кондитер,40000,нет
Богатищева,Дарья,жен,46,177,Уфа,инженер,400000,нет
Богаченков,Пётр,муж,31,177,Мурманск,ведущий инженер,800000,да
Богданова-болотова,Кристина,жен,26,185,Мурманск,кондитер,150000,да
Богначев,Михаил,муж,57,166,Владимир,бухгалтер,200000,да
Боголепов,Василий,муж,48,184,Владимир,бухгалтер,600000,нет
Богонатев,Максим,муж,58,160,Рязань,конструктор,200000,нет
Бодажников,Антон,муж,38,166,Уфа,учитель,90000,да
Бодрилов,Сергей,муж,31,182,Уфа,кондитер,30000,да
Бодулев,Александр,муж,45,167,Москва,инженер,40000,да
Божданов,Сергей,муж,52,169,Уфа,ведущий инженер,45000,да
Божефатова,Мария,жен,44,171,Мурманск,ведущий инженер,70000,нет
Бозылев,Антон,муж,59,159,Калининград,директор предприятия,30000,да
Бойлов,Пётр,муж,51,172,Уфа,кондитер,400000,нет
Бокадорова,Евгения,жен,53,166,Омск,инженер,100000,нет
Болабанова,Мария,жен,42,169,Владимир,директор предприятия,35000,нет
Болгарова,Юлия,жен,51,166,Омск,директор предприятия,70000,нет
Болдинова,Кристина,жен,33,178,Санкт-Петербург,руководитель группы,60000,нет
Болдышева,Ольга,жен,24,188,Москва,бухгалтер,20000,нет
Болмосов,Михаил,муж,28,173,Рязань,инженер,250000,нет
Бологов,Сергей,муж,22,187,Уфа,руководитель группы,45000,да
Болотцова,Дарья,жен,22,166,Ачинск,ведущий инженер,900000,нет
Болохоненкова,Дарья,жен,50,158,Казань,директор предприятия,45000,да
Болтиев,Сергей,муж,45,158,Уфа,кондитер,50000,нет
Болтнев,Михаил,муж,21,172,Ачинск,директор предприятия,35000,нет
Болысова,Дарья,жен,30,163,Москва,бухгалтер,250000,нет
Большеменникова,Анастасия,жен,26,158,Санкт-Петербург,ведущий инженер,70000,нет
Болюдова,Диана,жен,23,166,Москва,ведущий инженер,400000,да
Боляткова,Мария,жен,47,173,Ачинск,руководитель группы,900000,да
Бондешова,Евгения,жен,33,183,Мурманск,директор предприятия,80000,нет
Бонова,Мария,жен,36,176,Рязань,директор предприятия,100000,да
Бордычева,Юлия,жен,30,171,Калининград,ведущий инженер,150000,да
Бореева,Диана,жен,45,159,Казань,директор предприятия,300000,да
Борисов-смирнов,Никита,муж,58,183,Ачинск,директор предприятия,400000,нет
Борматов,Михаил,муж,39,187,Москва,директор предприятия,200000,нет
Боровенков,Пётр,муж,53,177,Омск,кондитер,90000,нет
Бородинов,Никита,муж,57,175,Ачинск,кондитер,600000,нет
Бородкина,Анна,жен,22,162,Рязань,бухгалтер,60000,нет
Боронаев,Пётр,муж,56,165,Омск,директор предприятия,40000,нет
Бортулева,Мария,жен,52,183,Казань,руководитель группы,900000,нет
Борхозова,Дарья,жен,25,179,Мурманск,руководитель группы,150000,да
Босова,Мария,жен,28,169,Владимир,учитель,35000,нет
Ботавина,Диана,жен,21,165,Омск,конструктор,100000,нет
Ботвина,Диана,жен,40,182,Калининград,инженер,45000,да
Боунова,Кристина,жен,28,166,Калининград,учитель,400000,да
Бохарев,Михаил,муж,55,156,Калининград,кондитер,60000,да
Бошарина,Диана,жен,47,158,Москва,бухгалтер,350000,нет
