Фамилия,Имя,Пол,Возраст,Рост,Город,Должность,Зарплата,Транспорт
Аперников,Максим,муж,32,182,Москва,ведущий инженер,70000,нет
Апикеев,Сергей,муж,47,168,Калининград,кондитер,900000,нет
Апунова,Анастасия,жен,59,158,Рязань,инженер,25000,да
Аралова,Ольга,жен,27,174,Санкт-Петербург,директор предприятия,800000,да
Аргалова,Анастасия,жен,22,165,Казань,учитель,50000,нет
Аренков,Антон,муж,32,166,Казань,директор предприятия,400000,да
Арецкина,Евгения,жен,47,181,Мурманск,ведущий инженер,100000,да
Арзамасов,Максим,муж,51,159,Омск,бухгалтер,100000,да
Ариничев,Максим,муж,47,181,Ачинск,руководитель группы,600000,нет
Ариорулина,Дарья,жен,22,167,Омск,учитель,500000,нет
Арифанов,Андрей,муж,26,187,Ачинск,бухгалтер,300000,нет
Аркаева,Евгения,жен,19,176,Мурманск,конструктор,50000,да
Армеев,Андрей,муж,49,185,Уфа,руководитель группы,20000,да
Аррарас-гордичага,Евгения,жен,34,172,Омск,инженер,45000,нет
Арстанов,Сергей,муж,44,157,Мурманск,учитель,500000,нет
Артюпов,Пётр,муж,42,175,Ачинск,бухгалтер,25000,нет
Арусов,Пётр,муж,21,179,Казань,ведущий инженер,500000,да
Архиперков,Сергей,муж,39,167,Мурманск,учитель,45000,да
Архипцев,Андрей,муж,27,168,Рязань,инженер,45000,нет
Аршамонова,Диана,жен,31,178,Омск,инженер,500000,да
Асаинов,Василий,муж,30,169,Владимир,учитель,90000,нет
Асевкина,Мария,жен,33,188,Уфа,конструктор,40000,нет
Асикаев,Александр,муж,20,189,Омск,директор предприятия,70000,нет
Аскеров,Василий,муж,45,188,Уфа,кондитер,300000,нет
Асманов,Александр,муж,44,157,Мурманск,кондитер,500000,нет
Астраханцева,Ольга,жен,38,189,Владимир,бухгалтер,45000,нет
Астров,Михаил,муж,48,163,Москва,директор предприятия,350000,нет
Асылбекова,Юлия,жен,57,169,Москва,учитель,350000,да
Атаков,Пётр,муж,25,179,Омск,ведущий инженер,500000,нет
Атланов,Максим,муж,47,184,Владимир,учитель,100000,нет
Атнашева,Кристина,жен,49,157,Казань,инженер,300000,да
Атутова,Анна,жен,34,182,Уфа,ведущий инженер,300000,да
Аузина,Юлия,жен,21,160,Москва,директор предприятия,700000,нет
Афиатулова,Ольга,жен,47,165,Рязань,кондитер,500000,нет
Афромеева,Евгения,жен,28,157,Казань,ведущий инженер,300000,да
Ахатов,Никита,муж,53,163,Мурманск,кондитер,250000,нет
Ахмадов,Пётр,муж,31,174,Ачинск,руководитель группы,150000,нет
Ахмедеева,Диана,жен,43,174,Ачинск,бухгалтер,800000,да
Ахметдеева,Евгения,жен,31,173,Москва,руководитель группы,20000,да
Ахметзянов,Никита,муж,57,187,Мурманск,кондитер,900000,нет
Ахремова,Мария,жен,24,171,Омск,кондитер,200000,да
Ахунзянова,Юлия,жен,42,177,Ачинск,учитель,600000,нет
Ачильдиева,Ольга,жен,45,172,Казань,конструктор,800000,нет
Аширафетдинов,Пётр,муж,30,171,Москва,директор предприятия,600000,нет
Аширова,Марина,жен,26,165,Ачинск,бухгалтер,600000,нет
Ашметков,Сергей,муж,40,178,Мурманск,директор предприятия,25000,да
Ашуркина,Юлия,жен,53,185,Владимир,бухгалтер,100000,да
Бабаджанов,Александр,муж,46,157,Уфа,учитель,400000,нет
Бабалов,Андрей,муж,32,157,Рязань,кондитер,25000,да
Бабаренов,Михаил,муж,23,155,Ачинск,конструктор,40000,нет
Бабиков,Александр,муж,57,159,Казань,руководитель группы,400000,нет
Баблоев,Василий,муж,57,189,Рязань,руководитель группы,70000,да
Бабракова,Кристина,жен,25,172,Москва,директор предприятия,80000,да
Багаева,Анастасия,жен,47,168,Санкт-Петербург,учитель,400000,да
Багатов,Никита,муж,50,164,Казань,инженер,350000,нет
Багимова,Мария,жен,20,187,Санкт-Петербург,кондитер,50000,нет
Багмятова,Юлия,жен,50,178,Казань,ведущий инженер,80000,нет
Багуева,Анастасия,жен,45,169,Омск,кондитер,30000,нет
Бадайкина,Мария,жен,26,170,Владимир,учитель,350000,нет
Бадголина,Анастасия,жен,34,165,Мурманск,инженер,50000,нет
Бадов,Никита,муж,50,178,Рязань,бухгалтер,40000,да
Бадрядинов,Пётр,муж,31,189,Владимир,директор предприятия,45000,нет
Бадянов,Антон,муж,51,167,Рязань,кондитер,700000,нет
Бажарев,Михаил,муж,54,175,Владимир,руководитель группы,70000,нет
Базба,Мария,жен,51,166,Санкт-Петербург,конструктор,30000,нет
Базиева,Кристина,жен,54,177,Москва,ведущий инженер,35000,нет
Базоев,Никита,муж,34,178,Калининград,кондитер,45000,да
Базыма,Евгения,жен,57,158,Уфа,учитель,200000,да
Байбабаева,Анна,жен,27,156,Уфа,руководитель группы,90000,нет
Байгельдина,Анна,жен,54,180,Москва,учитель,90000,да
Байкова,Диана,жен,29,171,Москва,руководитель группы,500000,да
Байтлиева,Юлия,жен,21,186,Ачинск,инженер,20000,нет
Бакалеева-ральцова,Евгения,жен,20,188,Омск,кондитер,100000,да
Бакаляев,Андрей,муж,42,156,Владимир,бухгалтер,35000,да
Бакетов,Антон,муж,46,158,Омск,учитель,90000,да
Баклиманов,Антон,муж,57,176,Владимир,инженер,150000,да
Бакрешов,Пётр,муж,58,160,Уфа,кондитер,70000,нет
Бакумцева,Диана,жен,33,174,Санкт-Петербург,кондитер,30000,да
Бакша,Евгения,жен,19,174,Ачинск,директор предприятия,150000,да
Балабичев,Александр,муж,40,174,Мурманск,руководитель группы,700000,да
Балакерева,Мария,жен,45,176,Казань,конструктор,20000,нет
Балаутдинова,Анастасия,жен,53,182,Санкт-Петербург,ведущий инженер,150000,да
Балахонцев,Андрей,муж,54,169,Казань,бухгалтер,150000,да
Балберов,Максим,муж,53,173,Омск,конструктор,70000,да
Балдашкина,Дарья,жен,37,166,Мурманск,инженер,25000,да
Баленичев,Сергей,муж,33,187,Ачинск,руководитель группы,400000,нет
Балобина,Анастасия,жен,45,173,Калининград,бухгалтер,700000,нет
Балшина,Евгения,жен,36,171,Уфа,руководитель группы,400000,да
Балымова,Марина,жен,29,168,Казань,кондитер,300000,да
Бальбоа,Дарья,жен,32,160,Рязань,кондитер,800000,да
Бальчикова,Дарья,жен,56,184,Омск,бухгалтер,20000,нет
Баналова,Мария,жен,34,183,Ачинск,директор предприятия,30000,да
Бандикова,Ольга,жен,42,178,Владимир,инженер,800000,нет
Бар-слива,Евгения,жен,34,169,Уфа,инженер,35000,да
Баравцева,Анна,жен,48,163,Санкт-Петербург,ведущий инженер,200000,да
Баранихина,Анна,жен,46,186,Казань,ведущий инженер,60000,да
Баранцов,Антон,муж,35,176,Москва,руководитель группы,20000,да
Барбакова,Евгения,жен,41,161,Уфа,руководитель группы,200000,нет
Барбатуков,Пётр,муж,28,175,Москва,учитель,500000,нет
Баргамова,Кристина,жен,42,172,Казань,кондитер,80000,да
Бардишева,Диана,жен,34,180,Калининград,бухгалтер,500000,да
Барженаков,Никита,муж,51,183,Калининград,руководитель группы,20000,нет
Бариакова,Евгения,жен,57,155,Калининград,бухгалтер,35000,да
Барисов,Андрей,муж,51,160,Казань,директор предприятия,50000,да
Барляев,Александр,муж,30,174,Ачинск,бухгалтер,90000,да
Барманова,Дарья,жен,24,186,Владимир,учитель,30000,нет
Бартенева-сторожкова,Ольга,жен,51,162,Рязань,руководитель группы,900000,да
Бартусова,Анна,жен,54,158,Калининград,инженер,30000,нет
Барусеева,Кристина,жен,30,175,Мурманск,ведущий инженер,60000,нет
Барышникова,Ольга,жен,29,185,Уфа,бухгалтер,70000,нет
Бас-дубова,Марина,жен,22,155,Владимир,руководитель группы,45000,нет
Басилов,Михаил,муж,36,182,Ачинск,бухгалтер,800000,да
Баскова,Анастасия,жен,31,158,Санкт-Петербург,бухгалтер,100000,нет
Баслинова,Евгения,жен,45,157,Москва,директор предприятия,400000,да
Басуматоров,Андрей,муж,32,157,Мурманск,директор предприятия,60000,да
Батасова,Марина,жен,51,157,Уфа,кондитер,40000,да
Батиньков,Сергей,муж,49,189,Казань,директор предприятия,100000,нет
Батова-лашина,Юлия,жен,21,158,Санкт-Петербург,инженер,80000,нет
Батрбаев,Александр,муж,22,163,Ачинск,конструктор,35000,нет
Батура,Диана,жен,44,158,Рязань,бухгалтер,20000,нет
Батялова,Анна,жен,46,168,Мурманск,конструктор,500000,да
Баучкина,Диана,жен,56,159,Москва,конструктор,500000,да
Бахлова,Ольга,жен,43,174,Москва,руководитель группы,300000,да
Бахтерева,Марина,жен,30,164,Рязань,директор предприятия,90000,да
Бахтилина,Юлия,жен,49,189,Омск,кондитер,50000,нет
Бацанова,Юлия,жен,31,159,Москва,инженер,45000,нет
Бачаева,Кристина,жен,31,158,Рязань,директор предприятия,300000,нет
Бачкина,Ольга,жен,21,178,Санкт-Петербург,бухгалтер,50000,нет
Баширов,Михаил,муж,19,178,Ачинск,ведущий инженер,800000,нет
Башлаков,Пётр,муж,42,171,Калининград,бухгалтер,35000,да
Баштакова,Диана,жен,47,188,Казань,руководитель группы,80000,нет
Баюмов,Андрей,муж,21,170,Мурманск,инженер,90000,да
Бегенжова,Дарья,жен,58,156,Уфа,бухгалтер,70000,нет
Бегенина,Юлия,жен,51,169,Калининград,учитель,30000,нет
Бегтина,Юлия,жен,22,167,Уфа,директор предприятия,40000,да
Беденгов,Антон,муж,20,159,Омск,кондитер,90000,нет
Бедренкова,Марина,жен,46,185,Казань,бухгалтер,500000,да
Бедрятдинова,Анастасия,жен,57,170,Мурманск,директор предприятия,20000,нет
Безирганова,Кристина,жен,21,176,Казань,ведущий инженер,100000,нет
Безмаев,Андрей,муж,26,177,Рязань,директор предприятия,100000,нет
Безносенков,Василий,муж,57,162,Калининград,конструктор,800000,нет
Безпрозвана,Юлия,жен,24,176,Мурманск,учитель,20000,да
Безродкина,Кристина,жен,59,166,Рязань,руководитель группы,25000,нет
Безыкорнова,Юлия,жен,24,169,Мурманск,инженер,300000,да
Бейлина,Мария,жен,39,180,Мурманск,ведущий инженер,700000,нет
Бекирова,Дарья,жен,49,184,Уфа,кондитер,50000,нет
Бексаев,Никита,муж,31,157,Казань,конструктор,600000,нет
Белавинцева,Дарья,жен,43,176,Москва,учитель,45000,нет
Белебашев,Василий,муж,47,172,Ачинск,бухгалтер,900000,да
Белибов,Максим,муж,20,177,Калининград,конструктор,90000,да
Белоглинцев,Максим,муж,44,178,Омск,бухгалтер,50000,нет
Беломызов,Василий,муж,30,181,Казань,ведущий инженер,100000,да
Белынцева,Ольга,жен,38,155,Мурманск,кондитер,70000,нет
Белькина,Марина,жен,57,186,Уфа,бухгалтер,90000,нет
Белюнова,Марина,жен,32,160,Казань,ведущий инженер,35000,да
Белялендинова,Ольга,жен,37,173,Рязань,директор предприятия,500000,нет
Бергавина,Евгения,жен,39,170,Омск,учитель,300000,нет
Бердышов,Михаил,муж,40,182,Казань,инженер,90000,нет
Берейкина,Дарья,жен,24,175,Омск,бухгалтер,300000,нет
Беренкова,Анна,жен,54,189,Санкт-Петербург,конструктор,900000,да
Берзегов,Никита,муж,30,180,Ачинск,директор предприятия,800000,да
Берунова,Ольга,жен,41,174,Владимир,бухгалтер,200000,нет
Бершакова,Дарья,жен,27,186,Владимир,директор предприятия,150000,да
Бесов,Александр,муж,47,180,Калининград,конструктор,150000,да
Бессержнов,Сергей,муж,46,179,Рязань,ведущий инженер,350000,да
Бессчетнов,Максим,муж,25,173,Мурманск,бухгалтер,900000,да
Бесчерева,Юлия,жен,47,161,Мурманск,ведущий инженер,250000,нет
Бетрятдинова,Юлия,жен,22,170,Уфа,руководитель группы,700000,нет
Бехметьева,Юлия,жен,30,180,Мурманск,директор предприятия,100000,да
Бешенков,Андрей,муж,44,174,Омск,кондитер,80000,да
Бешнов,Василий,муж,37,183,Москва,инженер,20000,нет
Бибеева,Юлия,жен,38,184,Калининград,инженер,150000,нет
Бидбайров,Максим,муж,52,161,Ачинск,учитель,400000,нет
Бижонов,Василий,муж,32,155,Санкт-Петербург,учитель,900000,нет
Бикирова,Ольга,жен,44,178,Ачинск,кондитер,500000,да
Биксемтеева,Юлия,жен,18,169,Омск,кондитер,90000,да
Бильдянов,Михаил,муж,27,156,Санкт-Петербург,руководитель группы,150000,да
Бильтюкова,Кристина,жен,23,174,Калининград,учитель,700000,нет
Бирулев,Андрей,муж,48,176,Уфа,конструктор,200000,да
Бисаев,Александр,муж,47,171,Омск,кондитер,70000,да
Битаев,Сергей,муж,25,162,Владимир,кондитер,800000,нет
Битов,Андрей,муж,57,156,Ачинск,директор предприятия,20000,нет
Битюцков,Андрей,муж,37,183,Уфа,конструктор,150000,нет
Бициев,Александр,муж,58,176,Мурманск,учитель,50000,нет
Бичкова,Юлия,жен,20,173,Москва,кондитер,600000,да
Благовестников,Александр,муж,45,184,Рязань,директор предприятия,350000,да
Благолева,Анастасия,жен,40,183,Владимир,конструктор,200000,нет
Блазнинов,Никита,муж,22,183,Санкт-Петербург,ведущий инженер,25000,да
Блехов,Сергей,муж,46,168,Казань,руководитель группы,400000,да
Блудина,Анна,жен,38,166,Ачинск,ведущий инженер,35000,нет
Бобонова,Кристина,жен,35,182,Казань,инженер,40000,да
Бобороджабов,Сергей,муж,29,159,Санкт-Петербург,бухгалтер,250000,да
Бобрышев,Сергей,муж,39,173,Москва,бухгалтер,100000,нет
Богачанова,Ольга,жен,25,174,Калининград,ведущий инженер,20000,нет
Богданков,Андрей,муж,32,171,Санкт-Петербург,инженер,400000,нет
Богданова-климанова,Анна,жен,49,181,Уфа,руководитель группы,40000,да
Богомолова-филатова,Кристина,жен,54,157,Рязань,бухгалтер,200000,да
Богонатова,Мария,жен,27,155,Владимир,директор предприятия,45000,да
Богрецов,Сергей,муж,31,162,Рязань,ведущий инженер,300000,да
Богринцев,Василий,муж,41,171,Владимир,директор предприятия,30000,нет
Бодарова,Кристина,жен,41,180,Калининград,руководитель группы,70000,нет
Бодрихина,Диана,жен,38,158,Рязань,учитель,40000,нет
Боенова,Анна,жен,49,165,Ачинск,бухгалтер,80000,нет
Боженетов,Пётр,муж,40,183,Омск,ведущий инженер,200000,нет
Божиков,Андрей,муж,21,184,Омск,инженер,250000,нет
Бозанов,Сергей,муж,44,161,Казань,директор предприятия,45000,нет
Боишева,Ольга,жен,19,182,Москва,конструктор,30000,да
Бокулева,Анастасия,жен,32,185,Владимир,директор предприятия,400000,да
Болдов,Михаил,муж,24,172,Ачинск,директор предприятия,40000,нет
Болезнова,Кристина,жен,30,188,Санкт-Петербург,учитель,500000,нет
Болованов,Максим,муж,43,177,Рязань,бухгалтер,900000,да
Болонова,Ольга,жен,21,157,Омск,ведущий инженер,80000,да
Болотаев,Андрей,муж,30,187,Омск,конструктор,40000,нет
Болтага,Диана,жен,42,158,Владимир,учитель,40000,да
Болтов,Максим,муж,42,187,Москва,учитель,250000,нет
Болтушина,Дарья,жен,54,184,Мурманск,кондитер,500000,да
Большеротов,Максим,муж,35,164,Санкт-Петербург,учитель,200000,да
Болянина,Евгения,жен,44,159,Москва,директор предприятия,60000,да
Бондакова,Мария,жен,38,172,Омск,кондитер,90000,нет
Бондина,Анастасия,жен,36,177,Калининград,бухгалтер,600000,нет
Бонховитянова,Анна,жен,25,177,Казань,инженер,400000,нет
Борахвостов,Максим,муж,24,160,Омск,бухгалтер,250000,да
Бордышев,Василий,муж,56,189,Владимир,директор предприятия,700000,нет
Борисанов,Александр,муж,31,171,Уфа,ведущий инженер,350000,нет
Борисов,Антон,муж,21,168,Уфа,учитель,80000,нет
Боришев,Максим,муж,31,180,Мурманск,конструктор,600000,да
Борминова,Анна,жен,44,166,Рязань,инженер,500000,да
Борозда,Дарья,жен,45,189,Мурманск,бухгалтер,30000,да
Борхина,Мария,жен,21,188,Рязань,учитель,200000,нет
Босняцкая-ветчинина,Кристина,жен,53,164,Мурманск,кондитер,400000,нет
Ботвина,Марина,жен,24,187,Ачинск,инженер,100000,да
Ботухова,Кристина,жен,32,181,Ачинск,кондитер,70000,да
Бочманов,Андрей,муж,42,163,Омск,бухгалтер,40000,да
Боязетов,Никита,муж,51,162,Мурманск,кондитер,50000,да
Бояховитинова,Анна,жен,23,161,Москва,кондитер,45000,да
Брагинцев,Александр,муж,43,168,Уфа,бухгалтер,800000,да
Бражищева,Мария,жен,34,160,Омск,инженер,30000,да
Братанцев,Михаил,муж,41,177,Омск,конструктор,100000,нет
Браткова,Кристина,жен,18,166,Уфа,директор предприятия,80000,нет
Братяшина,Анастасия,жен,19,186,Ачинск,учитель,20000,нет
Брахнов,Александр,муж,43,169,Казань,инженер,200000,нет
Брехунцева,Кристина,жен,23,180,Москва,конструктор,600000,да
Бризгова,Евгения,жен,33,178,Омск,кондитер,40000,да
Бринцев,Сергей,муж,49,171,Калининград,директор предприятия,25000,нет
Бровиков,Василий,муж,36,186,Уфа,конструктор,70000,нет
Бродина,Ольга,жен,31,188,Казань,бухгалтер,25000,да
Брокарова,Евгения,жен,54,160,Калининград,руководитель группы,50000,да
Бронихина,Ольга,жен,46,164,Казань,инженер,900000,да
Бросалова,Анна,жен,36,178,Уфа,директор предприятия,30000,да
Брундасова,Марина,жен,33,186,Калининград,инженер,50000,да
Брускина,Анна,жен,36,167,Калининград,бухгалтер,150000,да
Брыжинков,Василий,муж,40,189,Мурманск,учитель,600000,нет
Брыкова,Ольга,жен,56,180,Москва,бухгалтер,800000,нет
Брынцева,Кристина,жен,35,168,Владимир,руководитель группы,300000,да
Брюнцев,Никита,муж,48,160,Уфа,кондитер,20000,нет
Брюхатов,Андрей,муж,51,155,Казань,конструктор,80000,да
Брянов,Антон,муж,53,166,Ачинск,конструктор,50000,да
Бугарева,Мария,жен,51,180,Санкт-Петербург,конструктор,400000,да
Бугина,Юлия,жен,30,178,Мурманск,директор предприятия,50000,да
Бугриев,Никита,муж,40,160,Ачинск,конструктор,600000,да
Буданкина,Кристина,жен,41,170,Владимир,ведущий инженер,90000,нет
Бударцева,Дарья,жен,46,187,Мурманск,руководитель группы,20000,да
Будушкина,Анастасия,жен,22,170,Уфа,директор предприятия,900000,да
Бужурина,Ольга,жен,40,161,Москва,конструктор,250000,нет
Бузеева,Мария,жен,40,188,Уфа,ведущий инженер,20000,нет
Бузсудов,Василий,муж,43,185,Казань,бухгалтер,25000,нет
Буйлакова,Анастасия,жен,39,177,Санкт-Петербург,руководитель группы,25000,нет
Букарева,Кристина,жен,57,162,Казань,руководитель группы,500000,да
Буклинов,Никита,муж,35,183,Казань,бухгалтер,25000,нет
Булава,Мария,жен,40,175,Ачинск,кондитер,900000,нет
Буланенкова,Марина,жен,44,156,Калининград,руководитель группы,30000,да
Булатова,Анна,жен,29,185,Мурманск,руководитель группы,400000,да
Буликова,Кристина,жен,31,171,Ачинск,руководитель группы,200000,да
Булхова,Дарья,жен,50,182,Калининград,руководитель группы,400000,да
Булытова,Ольга,жен,37,162,Рязань,ведущий инженер,25000,нет
Бульонова,Анна,жен,43,187,Калининград,конструктор,100000,нет
Булякова,Дарья,жен,58,177,Омск,конструктор,45000,да
Буничева,Мария,жен,55,173,Мурманск,бухгалтер,900000,нет
Буракова,Кристина,жен,39,188,Санкт-Петербург,кондитер,400000,да
Буранков,Андрей,муж,59,173,Мурманск,бухгалтер,100000,нет
Бурвина,Диана,жен,47,160,Владимир,учитель,20000,да
Бурдакина,Марина,жен,59,177,Рязань,учитель,80000,нет
