Фамилия,Имя,Пол,Возраст,Рост,Город,Должность,Зарплата,Транспорт
Алипенков,Максим,муж,37,162,Мурманск,учитель,45000,да
Алитов,Александр,муж,27,189,Калининград,бухгалтер,600000,да
Алифузова,Евгения,жен,25,188,Мурманск,бухгалтер,400000,нет
Алиякберов,Михаил,муж,29,170,Мурманск,бухгалтер,350000,нет
Алкачев,Сергей,муж,19,160,Владимир,учитель,35000,да
Алленова,Анна,жен,58,166,Владимир,руководитель группы,250000,да
Аллянова,Дарья,жен,37,175,Москва,директор предприятия,35000,нет
Алоев,Александр,муж,45,184,Казань,конструктор,45000,да
Алтамонова,Ольга,жен,50,179,Рязань,бухгалтер,70000,нет
Алтупина,Анастасия,жен,33,177,Калининград,инженер,60000,да
Алтынникова,Диана,жен,26,169,Калининград,ведущий инженер,20000,да
Алферина,Марина,жен,31,189,Уфа,руководитель группы,80000,нет
Алхименкова,Ольга,жен,31,171,Казань,кондитер,250000,нет
Алыщева,Анна,жен,25,155,Ачинск,кондитер,900000,да
Альбина,Ольга,жен,47,186,Москва,директор предприятия,350000,да
Альметова,Юлия,жен,25,163,Мурманск,конструктор,35000,нет
Альперова,Анастасия,жен,35,169,Казань,учитель,350000,да
Алюшина,Анна,жен,21,158,Санкт-Петербург,ведущий инженер,80000,нет
Амбарцумов,Сергей,муж,52,166,Уфа,ведущий инженер,600000,нет
Амдрианова,Диана,жен,31,178,Уфа,учитель,80000,нет
Амилехина,Евгения,жен,47,180,Москва,кондитер,40000,да
Амирахова,Анастасия,жен,41,163,Ачинск,руководитель группы,600000,нет
Амихмина,Диана,жен,55,162,Казань,директор предприятия,100000,да
Амонаева,Юлия,жен,21,156,Санкт-Петербург,ведущий инженер,400000,да
Амукова,Кристина,жен,29,155,Уфа,директор предприятия,20000,нет
Анапченков,Василий,муж,43,160,Санкт-Петербург,директор предприятия,20000,нет
Анатольев,Никита,муж,25,165,Казань,ведущий инженер,350000,нет
Ангалычева,Дарья,жен,37,164,Владимир,руководитель группы,35000,да
Ангельчева,Ольга,жен,45,179,Ачинск,руководитель группы,50000,да
Андершанов,Василий,муж,20,188,Мурманск,руководитель группы,600000,нет
Андраханов,Сергей,муж,53,174,Мурманск,кондитер,700000,нет
Андриянов,Андрей,муж,45,164,Казань,бухгалтер,20000,нет
Андрюничева,Евгения,жен,21,162,Санкт-Петербург,руководитель группы,70000,да
Андрющина,Анна,жен,40,179,Ачинск,бухгалтер,45000,да
Анзимирова,Ольга,жен,21,189,Москва,директор предприятия,900000,нет
Аникимова,Диана,жен,32,156,Омск,ведущий инженер,700000,да
Анисаров,Антон,муж,44,189,Казань,инженер,70000,нет
Анихреева,Марина,жен,48,180,Калининград,кондитер,200000,да
Анкудинов,Антон,муж,30,187,Казань,инженер,20000,нет
Аннина,Мария,жен,34,162,Ачинск,директор предприятия,60000,нет
Аноченков,Михаил,муж,44,166,Казань,учитель,400000,да
Ансеров,Антон,муж,37,184,Рязань,директор предприятия,700000,да
Антипичев,Пётр,муж,47,160,Калининград,инженер,90000,нет
Антифеев,Никита,муж,45,179,Ачинск,кондитер,300000,нет
Антонихина,Кристина,жен,27,171,Уфа,конструктор,20000,нет
Антофьев,Сергей,муж,27,171,Омск,ведущий инженер,500000,да
Антропцев,Александр,муж,54,183,Мурманск,бухгалтер,50000,да
Антюреев,Максим,муж,53,165,Рязань,кондитер,250000,нет
Анфиногентов,Максим,муж,57,181,Москва,ведущий инженер,40000,да
Апалькова,Евгения,жен,55,164,Калининград,руководитель группы,250000,нет
Аполченова,Анна,жен,55,172,Мурманск,инженер,90000,нет
Апрелова,Анна,жен,27,155,Москва,руководитель группы,20000,нет
Аптечнов,Сергей,муж,56,187,Омск,инженер,300000,да
Апунов,Пётр,муж,23,156,Калининград,учитель,350000,нет
Арабжанов,Никита,муж,58,158,Москва,руководитель группы,80000,нет
Арамова,Диана,жен,53,180,Мурманск,ведущий инженер,250000,нет
Арачков,Сергей,муж,54,179,Казань,кондитер,40000,да
Ардашева,Марина,жен,38,173,Казань,руководитель группы,200000,да
Аревкина,Дарья,жен,48,187,Омск,ведущий инженер,45000,нет
Арельева,Марина,жен,29,186,Москва,кондитер,90000,нет
Арестархова,Мария,жен,40,183,Владимир,бухгалтер,30000,да
Аржеухова,Юлия,жен,49,184,Ачинск,кондитер,90000,нет
Арзяева,Дарья,жен,41,177,Москва,бухгалтер,600000,да
Арисланова,Кристина,жен,31,187,Москва,конструктор,700000,да
Аристарова,Марина,жен,41,177,Владимир,инженер,20000,нет
Аркатов,Сергей,муж,18,162,Санкт-Петербург,бухгалтер,600000,да
Арлачева,Диана,жен,51,173,Ачинск,конструктор,35000,да
Арманова,Дарья,жен,25,165,Казань,ведущий инженер,40000,да
Армянина,Ольга,жен,28,156,Омск,учитель,20000,да
Аров,Василий,муж,21,189,Мурманск,конструктор,400000,нет
Арошина,Анастасия,жен,18,165,Владимир,руководитель группы,600000,нет
Арсеньева-образцова,Юлия,жен,33,173,Калининград,директор предприятия,50000,нет
Арстанов,Василий,муж,23,155,Рязань,конструктор,150000,да
Артаманцев,Александр,муж,58,165,Мурманск,кондитер,35000,нет
Артеменков,Василий,муж,46,182,Казань,руководитель группы,100000,нет
Артемонова,Дарья,жен,22,173,Казань,руководитель группы,200000,нет
Артюгина,Анна,жен,22,182,Мурманск,кондитер,100000,нет
Артюшова,Марина,жен,26,158,Казань,инженер,800000,нет
Архипцов,Максим,муж,55,174,Москва,бухгалтер,800000,нет
Арцибасова,Дарья,жен,31,175,Владимир,инженер,250000,да
Арцыбушева,Ольга,жен,22,182,Калининград,конструктор,60000,нет
Арчегова,Мария,жен,46,166,Владимир,инженер,200000,да
Арщипов,Андрей,муж,22,174,Ачинск,кондитер,150000,да
Асадова,Анна,жен,31,164,Ачинск,конструктор,800000,да
Асадчиков,Василий,муж,49,160,Мурманск,бухгалтер,100000,нет
Асаянов,Никита,муж,49,170,Рязань,инженер,250000,нет
Асекаева,Ольга,жен,23,155,Рязань,учитель,350000,да
Асланбеков,Антон,муж,34,173,Казань,инженер,900000,да
Асмолова,Дарья,жен,46,168,Москва,учитель,25000,да
Аспидова,Ольга,жен,50,170,Уфа,бухгалтер,40000,да
Астафеева,Ольга,жен,53,168,Рязань,кондитер,800000,нет
Асташова,Кристина,жен,39,171,Владимир,учитель,100000,да
Астрецов,Антон,муж,34,170,Москва,директор предприятия,400000,нет
Асфандярова,Диана,жен,59,170,Ачинск,конструктор,45000,нет
Атаманова,Юлия,жен,38,186,Владимир,инженер,45000,нет
Атлаева,Кристина,жен,53,158,Омск,директор предприятия,100000,да
Атяшкина,Кристина,жен,24,167,Санкт-Петербург,руководитель группы,70000,нет
Афанусова,Анна,жен,37,173,Санкт-Петербург,директор предприятия,100000,нет
Афиатуллова,Ольга,жен,23,177,Санкт-Петербург,конструктор,45000,да
Афонников,Максим,муж,27,160,Казань,директор предприятия,100000,да
Афрамеева,Марина,жен,58,156,Уфа,кондитер,500000,да
Афтандилов,Максим,муж,19,168,Рязань,кондитер,50000,нет
Ахлынина,Евгения,жен,37,176,Москва,учитель,80000,нет
Ахмаметьева,Юлия,жен,19,163,Владимир,конструктор,70000,нет
Ахмедшина,Анна,жен,26,181,Мурманск,кондитер,40000,нет
Ахметзанова,Диана,жен,37,157,Ачинск,руководитель группы,80000,нет
Ахметханова,Анастасия,жен,40,182,Санкт-Петербург,инженер,80000,нет
Ахрапов,Максим,муж,28,179,Рязань,бухгалтер,70000,да
Ахрюшина,Ольга,жен,34,166,Мурманск,кондитер,400000,нет
Ахтинова,Марина,жен,24,167,Санкт-Петербург,учитель,200000,да
Ахунов,Максим,муж,41,174,Владимир,ведущий инженер,900000,нет
Ачкауев,Александр,муж,36,186,Омск,директор предприятия,20000,нет
Ачутина,Мария,жен,56,156,Омск,инженер,500000,да
Ашманова,Евгения,жен,42,174,Ачинск,кондитер,40000,нет
Ашрафутдинов,Пётр,муж,44,166,Мурманск,кондитер,200000,да
Бабенов,Андрей,муж,33,187,Казань,кондитер,250000,да
Бавлов,Максим,муж,55,167,Владимир,бухгалтер,45000,да
Багатурова,Дарья,жен,39,187,Омск,кондитер,400000,нет
Багдинова,Евгения,жен,48,157,Уфа,инженер,20000,нет
Баглиев,Михаил,муж,37,188,Уфа,инженер,30000,да
Бадаланова,Анна,жен,38,157,Рязань,конструктор,900000,нет
Бадашков,Василий,муж,23,169,Владимир,бухгалтер,600000,да
Бадертдинов,Василий,муж,42,163,Ачинск,инженер,30000,да
Базала,Ольга,жен,47,166,Казань,кондитер,250000,да
Базелев,Максим,муж,43,187,Мурманск,бухгалтер,20000,да
Баззаев,Андрей,муж,32,189,Владимир,руководитель группы,900000,да
Базулукова,Дарья,жен,48,163,Казань,кондитер,60000,нет
Баилов,Михаил,муж,21,165,Калининград,кондитер,150000,да
Байгильдина,Ольга,жен,44,161,Москва,бухгалтер,50000,да
Байданова,Анна,жен,46,187,Омск,учитель,30000,нет
Байков,Михаил,муж,58,156,Санкт-Петербург,учитель,25000,нет
Байсаров,Сергей,муж,42,181,Рязань,ведущий инженер,45000,нет
Байцеров,Андрей,муж,59,186,Омск,ведущий инженер,50000,да
Бакалейникова,Дарья,жен,57,155,Ачинск,бухгалтер,700000,да
Бакмцева,Марина,жен,45,170,Москва,ведущий инженер,20000,да
Бакуличев,Никита,муж,50,177,Москва,ведущий инженер,150000,нет
Бакусев,Андрей,муж,31,189,Уфа,учитель,25000,нет
Балабанова,Анастасия,жен,58,167,Ачинск,конструктор,250000,нет
Балабуева,Ольга,жен,50,161,Рязань,ведущий инженер,250000,да
Балатанов,Андрей,муж,55,165,Рязань,учитель,250000,нет
Балачина,Марина,жен,27,176,Рязань,учитель,800000,да
Балгимбаев,Антон,муж,48,177,Москва,директор предприятия,700000,да
Балдышев,Максим,муж,18,182,Калининград,бухгалтер,500000,да
Балиев,Максим,муж,33,167,Уфа,ведущий инженер,80000,нет
Балкичева,Мария,жен,35,157,Калининград,бухгалтер,500000,да
Балобанов,Михаил,муж,44,183,Санкт-Петербург,бухгалтер,150000,нет
Балюра,Диана,жен,18,177,Казань,бухгалтер,60000,да
Балябина,Анастасия,жен,18,185,Омск,инженер,100000,нет
Бандурина,Анна,жен,55,183,Уфа,кондитер,20000,да
Баннанова,Анастасия,жен,40,174,Мурманск,учитель,90000,да
Банчукова,Анна,жен,43,177,Казань,учитель,35000,да
Барабанкина,Мария,жен,46,183,Владимир,конструктор,40000,да
Бараболкина,Диана,жен,44,162,Рязань,бухгалтер,150000,да
Барамзина,Кристина,жен,22,170,Омск,ведущий инженер,350000,да
Барангулова,Кристина,жен,20,178,Ачинск,ведущий инженер,150000,да
Барбарыкина,Мария,жен,18,180,Мурманск,директор предприятия,80000,да
Барбинов,Антон,муж,58,158,Казань,бухгалтер,45000,да
Бареева,Анастасия,жен,44,181,Калининград,ведущий инженер,60000,нет
Барзыкина,Дарья,жен,22,181,Владимир,конструктор,30000,нет
Баркаров,Андрей,муж,51,168,Москва,кондитер,500000,нет
Бармачева,Мария,жен,57,160,Рязань,бухгалтер,25000,да
Барна,Мария,жен,33,183,Мурманск,учитель,30000,да
Барнаулов,Михаил,муж,18,186,Мурманск,кондитер,800000,да
Бартагов,Сергей,муж,52,177,Санкт-Петербург,учитель,400000,да
Барулева,Евгения,жен,25,166,Казань,ведущий инженер,45000,да
Барухина,Диана,жен,45,158,Владимир,конструктор,45000,нет
Барышков,Сергей,муж,25,164,Москва,бухгалтер,150000,нет
Барьзева,Диана,жен,38,164,Москва,бухгалтер,400000,нет
Басипов,Александр,муж,36,178,Мурманск,инженер,150000,да
Басипов,Михаил,муж,41,184,Казань,кондитер,30000,да
Баслинова,Дарья,жен,55,188,Ачинск,директор предприятия,35000,да
Бассерова,Анна,жен,41,173,Мурманск,учитель,900000,да
Басстанова,Ольга,жен,27,167,Калининград,инженер,700000,нет
Басханов,Михаил,муж,18,156,Калининград,кондитер,900000,да
Батагова,Дарья,жен,31,172,Казань,инженер,700000,да
Батдалов,Михаил,муж,33,169,Владимир,руководитель группы,30000,да
Батиньков,Василий,муж,53,179,Рязань,инженер,45000,нет
Баторина,Ольга,жен,48,182,Уфа,директор предприятия,150000,нет
Батунина,Кристина,жен,59,166,Казань,директор предприятия,90000,нет
Батуричев,Максим,муж,36,180,Ачинск,учитель,25000,да
Батчикова,Дарья,жен,29,165,Владимир,бухгалтер,500000,нет
Батюшева,Кристина,жен,31,156,Москва,учитель,600000,да
Бауськова,Анна,жен,55,187,Казань,бухгалтер,90000,да
Бахина,Мария,жен,58,178,Омск,кондитер,600000,нет
Бахмедова,Анна,жен,29,172,Владимир,инженер,20000,нет
Бахрева,Марина,жен,38,163,Казань,кондитер,400000,да
Бахров,Александр,муж,53,157,Калининград,учитель,30000,да
Бахтиозина,Анна,жен,43,157,Уфа,ведущий инженер,100000,нет
Бахшиев,Пётр,муж,20,170,Мурманск,руководитель группы,250000,да
Бачманов,Василий,муж,45,159,Владимир,инженер,900000,нет
Башашкина,Диана,жен,55,170,Омск,ведущий инженер,40000,нет
Башимова,Анна,жен,41,182,Омск,бухгалтер,400000,да
Башканков,Андрей,муж,24,162,Мурманск,инженер,60000,да
Башкова,Мария,жен,34,155,Санкт-Петербург,руководитель группы,90000,да
Башнева,Диана,жен,52,155,Москва,директор предприятия,300000,да
Баюкина,Марина,жен,38,158,Уфа,ведущий инженер,30000,да
Баякова,Кристина,жен,47,160,Мурманск,директор предприятия,40000,да
Бегаев,Андрей,муж,37,173,Уфа,бухгалтер,500000,да
Беглов,Василий,муж,45,173,Владимир,конструктор,800000,нет
Беданова,Ольга,жен,35,166,Санкт-Петербург,кондитер,300000,да
Бедачева,Ольга,жен,40,187,Ачинск,ведущий инженер,100000,да
Бедрединов,Никита,муж,33,181,Мурманск,директор предприятия,350000,да
Бедритдинова,Анна,жен,18,171,Рязань,инженер,250000,да
Беелов,Пётр,муж,28,159,Рязань,ведущий инженер,60000,да
Безменова,Ольга,жен,52,176,Казань,ведущий инженер,45000,нет
Безобразов,Максим,муж,28,180,Калининград,ведущий инженер,500000,нет
Безрукава,Анна,жен,22,155,Москва,учитель,900000,нет
Безумнов,Василий,муж,55,174,Владимир,ведущий инженер,150000,да
Безьязычнов,Сергей,муж,24,168,Владимир,кондитер,700000,да
Бекинеев,Андрей,муж,28,177,Уфа,инженер,40000,нет
Бекорюкова,Мария,жен,51,189,Москва,кондитер,100000,нет
Бекузаров,Максим,муж,39,178,Уфа,инженер,600000,да
Бекшенева,Анна,жен,36,166,Ачинск,учитель,25000,нет
Беларов,Михаил,муж,44,183,Санкт-Петербург,конструктор,250000,да
Белая-иванова,Анна,жен,50,164,Казань,руководитель группы,150000,нет
Белеченкова,Анна,жен,54,186,Рязань,конструктор,60000,да
Белканов,Антон,муж,40,161,Калининград,ведущий инженер,500000,да
Белобусов,Сергей,муж,29,159,Казань,ведущий инженер,400000,да
Беловешкина,Кристина,жен,38,160,Рязань,руководитель группы,300000,да
Белоголова,Анна,жен,51,163,Казань,руководитель группы,300000,нет
Белоедов,Никита,муж,53,180,Санкт-Петербург,кондитер,600000,нет
Белокрылова,Анастасия,жен,28,159,Уфа,бухгалтер,50000,нет
Белолаткова,Ольга,жен,57,155,Казань,инженер,50000,нет
Белослюдов,Андрей,муж,39,188,Москва,конструктор,250000,да
Белоха,Дарья,жен,24,162,Калининград,бухгалтер,100000,да
Белохвостикова,Евгения,жен,56,177,Мурманск,бухгалтер,900000,нет
Бельцева,Кристина,жен,18,172,Владимир,руководитель группы,800000,да
Белялова,Марина,жен,41,166,Мурманск,инженер,60000,да
Беляченкова,Диана,жен,34,185,Владимир,конструктор,45000,да
Бембеев,Никита,муж,47,181,Уфа,директор предприятия,20000,нет
Бербасов,Антон,муж,56,180,Москва,кондитер,25000,да
Бербионов,Михаил,муж,38,172,Уфа,кондитер,800000,да
Берданкова,Мария,жен,27,171,Омск,ведущий инженер,350000,нет
Бердов,Антон,муж,18,167,Ачинск,руководитель группы,70000,да
Бердочкина,Анна,жен,55,156,Уфа,бухгалтер,900000,да
Бережанов,Антон,муж,22,158,Владимир,директор предприятия,600000,да
Береза,Мария,жен,57,178,Омск,конструктор,100000,нет
Березенцева,Ольга,жен,53,185,Владимир,бухгалтер,150000,да
Березнякова,Мария,жен,39,175,Мурманск,учитель,900000,нет
Беркаев,Пётр,муж,48,189,Ачинск,директор предприятия,150000,нет
Берлинова,Анастасия,жен,55,180,Ачинск,руководитель группы,35000,да
Бермина,Дарья,жен,28,159,Москва,директор предприятия,350000,да
Берникова,Дарья,жен,49,174,Омск,инженер,40000,нет
Беряхина,Дарья,жен,21,177,Ачинск,учитель,70000,нет
Беседкова,Мария,жен,49,155,Владимир,инженер,800000,да
Бескишков,Никита,муж,40,176,Уфа,конструктор,150000,нет
Беспровнов,Антон,муж,46,171,Владимир,директор предприятия,45000,нет
Бессмертнова,Анастасия,жен,29,174,Санкт-Петербург,руководитель группы,900000,нет
Бессребренников,Пётр,муж,58,177,Ачинск,учитель,45000,да
Бетеев,Антон,муж,19,185,Рязань,бухгалтер,90000,да
Бететников,Андрей,муж,32,169,Уфа,ведущий инженер,60000,да
Бечеверова,Дарья,жен,42,174,Владимир,бухгалтер,600000,да
Бжалава,Диана,жен,45,162,Калининград,директор предприятия,150000,да
Бибиленова,Диана,жен,28,157,Казань,бухгалтер,100000,нет
Бибяев,Александр,муж,46,184,Калининград,руководитель группы,70000,да
Биденков,Сергей,муж,46,187,Мурманск,конструктор,800000,нет
Бидина,Мария,жен,55,179,Ачинск,инженер,400000,да
Бидюкова,Ольга,жен,41,162,Рязань,директор предприятия,600000,нет
Бизикина,Юлия,жен,30,172,Санкт-Петербург,руководитель группы,500000,нет
Бикиева,Кристина,жен,51,156,Москва,конструктор,600000,да
Биккенина,Дарья,жен,43,170,Санкт-Петербург,ведущий инженер,150000,нет
Биктумирова,Диана,жен,33,181,Омск,инженер,700000,да
Бикчуркина,Ольга,жен,31,170,Владимир,ведущий инженер,45000,да
Билев,Александр,муж,23,185,Казань,руководитель группы,70000,да
Билямдинова,Дарья,жен,42,186,Уфа,директор предприятия,90000,нет
Бинеев,Сергей,муж,55,181,Рязань,ведущий инженер,45000,нет
Бирина,Евгения,жен,18,177,Омск,кондитер,400000,да
Бирюзов,Василий,муж,54,180,Калининград,руководитель группы,200000,нет
Битеньков,Максим,муж,51,184,Владимир,ведущий инженер,70000,нет
Бичарев,Максим,муж,23,187,Мурманск,ведущий инженер,500000,да
Бишменев,Антон,муж,55,159,Казань,кондитер,90000,да
Благодаров,Максим,муж,51,157,Уфа,директор предприятия,800000,да
Благонравова,Марина,жен,23,181,Рязань,бухгалтер,500000,нет
Блашеев,Никита,муж,37,188,Казань,кондитер,700000,нет
Бледнов,Пётр,муж,43,162,Уфа,конструктор,60000,нет
Близняков,Сергей,муж,26,163,Уфа,кондитер,90000,нет
Блоконенков,Михаил,муж,21,186,Мурманск,инженер,400000,да
Блуднова,Марина,жен,21,185,Москва,инженер,80000,нет
Блюхтеров,Александр,муж,27,173,Москва,учитель,900000,нет
Боболова,Марина,жен,57,181,Владимир,кондитер,700000,нет
Бобренкова,Марина,жен,35,184,Рязань,конструктор,600000,да
Бобряшов,Пётр,муж,46,169,Уфа,конструктор,300000,да
Богатиков,Никита,муж,44,189,Казань,учитель,500000,нет
Богданорова,Ольга,жен,48,175,Ачинск,руководитель группы,700000,нет
Богдашов,Сергей,муж,51,180,Рязань,кондитер,20000,нет
Боговалов,Александр,муж,57,184,Мурманск,ведущий инженер,60000,да
Боголов,Андрей,муж,45,179,Казань,руководитель группы,250000,да
Богонина,Кристина,жен,31,169,Рязань,бухгалтер,45000,да
Богославцева,Юлия,жен,37,162,Казань,учитель,150000,нет
Богунов,Михаил,муж,47,172,Уфа,директор предприятия,60000,нет
Боданева,Ольга,жен,33,185,Санкт-Петербург,кондитер,500000,да
Бодров,Александр,муж,43,180,Москва,директор предприятия,500000,нет
Бодрухина,Евгения,жен,24,179,Рязань,инженер,200000,да
Боев-скрыльников,Михаил,муж,48,183,Владимир,директор предприятия,40000,да
Божбина,Анна,жен,37,183,Казань,бухгалтер,300000,нет
Божелова,Ольга,жен,57,173,Владимир,ведущий инженер,800000,нет
Бознякова,Мария,жен,29,156,Мурманск,инженер,70000,нет
Бойдалова,Диана,жен,53,183,Мурманск,учитель,45000,да
Бойнов,Никита,муж,50,161,Мурманск,руководитель группы,60000,да
Боканева,Мария,жен,20,187,Уфа,инженер,60000,да
Боконча,Анна,жен,45,155,Уфа,бухгалтер,40000,да
Болашов,Сергей,муж,40,162,Рязань,ведущий инженер,600000,да
Болдуверова,Дарья,жен,45,162,Рязань,конструктор,40000,нет
Боленичев,Антон,муж,49,163,Санкт-Петербург,учитель,90000,нет
Болонкина,Ольга,жен,54,157,Уфа,учитель,500000,нет
Болоченков,Антон,муж,25,174,Мурманск,конструктор,300000,нет
Болтикова,Анна,жен,29,163,Омск,конструктор,300000,нет
Болтышева,Анна,жен,49,189,Казань,руководитель группы,45000,нет
Бомбенков,Сергей,муж,35,171,Казань,руководитель группы,45000,нет
Бонев,Александр,муж,47,155,Москва,бухгалтер,40000,нет
Борачев,Антон,муж,47,176,Санкт-Петербург,учитель,45000,да
